H3_Hex_ID,Jobs_Accessible_60min,Jobs_Pct_Accessible_60min,Population_2018,Jobs_In_Hex,Boarding_Total_Hex,Underserved_Score,population_percentile,underserved_percentile,boarding_gap,masari_priority_score,centroid_x,centroid_y,centroid_lat,centroid_lon
883e628dc1fffff,539711,9.7,84399,3360,1665.0,0.2042622950819672,100.0,5.333333333333334,50.65966386554622,47.6,332747.24438861845,3314159.7266780413,29.94685750364942,31.266927002616015
883e62844bfffff,12203,0.2,20571,4930,0.0,0.5114754098360655,40.0,53.333333333333336,20571.0,47.333333333333336,344196.3527593701,3336500.903515306,30.149902523621453,31.382248947758317
883e628445fffff,21464,0.4,20433,4959,0.0,0.5101639344262295,39.33333333333333,52.666666666666664,20433.0,46.666666666666664,342540.7118346685,3335387.924787421,30.13964966452306,31.365229386461294
883e628c63fffff,706516,12.6,71402,6634,1192.0,0.219672131147541,93.33333333333333,8.0,59.85079631181895,46.06666666666667,331571.9435282422,3318599.7115526623,29.98674748172993,31.254053021555812
883e62140dfffff,19279,0.3,20025,5373,0.0,0.5088524590163934,38.666666666666664,52.0,20025.0,46.0,339655.1720860767,3302070.7070655953,29.838724816666907,31.340289633900987
883e628731fffff,1083305,19.4,71868,16505,1400.0,0.2104918032786885,94.66666666666667,6.666666666666667,51.29764453961456,45.93333333333334,339159.6999769149,3334160.8331146166,30.12813883935738,31.33032582865403
883e628f6dfffff,1610503,28.8,65653,9365,782.0,0.2386885245901638,89.33333333333333,10.0,83.84802043422734,45.49999999999999,323491.4577695979,3322581.714297406,30.021528026110516,31.169665216233415
883e62845dfffff,246331,4.4,19968,5058,0.0,0.5075409836065574,38.0,51.33333333333333,19968.0,45.333333333333336,345093.45293420844,3336058.3582747583,30.146024859532044,31.391625476495022
883e6280c7fffff,837692,15.0,56480,25008,116.0,0.2849180327868852,84.0,13.333333333333334,482.7350427350427,44.93333333333334,331359.8102550014,3334147.331129552,30.12696267167223,31.249388666549585
883e628dd5fffff,520782,9.3,19711,2124,0.0,0.5055737704918033,37.333333333333336,50.66666666666667,19711.0,44.66666666666668,334542.51206237235,3313275.230436258,29.939122078817586,31.285659440402267
883e628637fffff,12966,0.2,19472,4865,0.0,0.5042622950819672,36.666666666666664,50.0,19472.0,44.0,345024.1240941559,3337057.3565423274,30.155027833777083,31.390759565531905
883e6285edfffff,313005,5.6,19330,12715,0.0,0.5022950819672131,36.0,49.333333333333336,19330.0,43.33333333333334,341370.38699923235,3327280.966221433,30.066367129547697,31.354295501448185
883e628761fffff,31738,0.6,19260,7384,0.0,0.5009836065573771,35.333333333333336,48.66666666666667,19260.0,42.66666666666667,335500.8458697648,3336930.475897383,30.152633719485653,31.29192709136754
883e6280d7fffff,30047,0.5,19225,7365,0.0,0.5003278688524591,34.66666666666667,48.0,19225.0,42.0,333983.18234447896,3333818.736012668,30.124358817434253,31.27666232754402
883e628633fffff,5672,0.1,19195,3644,0.0,0.4996721311475409,34.0,47.333333333333336,19195.0,41.333333333333336,345851.86211652926,3337613.785517036,30.160152398778692,31.399270735542572
883e628189fffff,1664163,29.8,51199,10001,72.0,0.2767213114754098,75.33333333333333,12.666666666666668,701.3561643835617,40.86666666666667,326458.8328697093,3329807.274334515,30.087127401526047,31.19924381505415
883e628a99fffff,225541,4.0,19170,4335,0.0,0.4990163934426229,33.33333333333333,46.666666666666664,19170.0,40.666666666666664,323283.35745592584,3325580.4862031573,30.04854670609867,31.167010311229916
883e628627fffff,28845,0.5,19164,2759,0.0,0.4983606557377049,32.666666666666664,46.0,19164.0,40.0,342402.0574589533,3337386.048620306,30.157656233764428,31.36349277049736
883e628c2dfffff,1536340,27.5,62356,12405,1444.5558432666255,0.1934426229508197,87.33333333333333,0.6666666666666667,43.1363480632403,39.666666666666664,330813.0346740667,3317043.196075993,29.972602567880205,31.24643588663042
883e621711fffff,3517,0.1,18617,1290,0.0,0.4937704918032787,32.0,45.33333333333333,18617.0,39.33333333333333,336893.18772181304,3304396.030972924,29.859338989273517,31.311357887886384
883e628737fffff,739557,13.2,57013,13783,1269.0,0.1940983606557377,85.33333333333334,1.3333333333333335,44.89212598425197,39.13333333333334,339229.03626681946,3333161.67630611,30.11913499598325,31.331196953675832
883e62d5bbfffff,50890,0.9,18511,4492,0.0,0.4918032786885246,31.333333333333336,44.666666666666664,18511.0,38.66666666666667,298893.2692080097,3314418.545621758,29.94411311103633,30.916260920912446
883e6282b7fffff,608539,10.9,45400,20881,13.0,0.2727868852459016,70.66666666666667,12.0,3242.8571428571427,38.53333333333334,332947.00076555554,3336259.956792124,30.146237726100413,31.26552525135474
883e6281c3fffff,2088857,37.4,51295,10232,771.0,0.2108196721311475,76.33333333333333,7.333333333333333,66.44430051813471,38.18333333333333,326389.49256537575,3330806.7579625635,30.09613289150632,31.19836110372341
883e6286cdfffff,2363,0.0,18231,2487,0.0,0.4885245901639344,30.666666666666664,44.0,18231.0,38.0,348265.5596798541,3340281.8274123217,30.184523982318666,31.42394440996786
883e628dc3fffff,855715,15.3,51391,2257,1003.0,0.200655737704918,80.0,3.3333333333333335,51.18625498007968,37.766666666666666,333644.8944751608,3313717.469346947,29.942990058812086,31.27629374039039
883e628709fffff,653839,11.7,51306,18349,872.0,0.2039344262295082,77.66666666666666,4.666666666666667,58.76975945017182,37.449999999999996,338054.39058263024,3337600.9123981944,30.159023738744583,31.318329485440263
883e62845bfffff,3990,0.1,17352,5023,0.0,0.4839344262295082,30.0,43.333333333333336,17352.0,37.333333333333336,346818.2232212717,3336172.2820874853,30.147270738634568,31.409511242792764
883e628f53fffff,2816489,50.4,17062,30218,0.0,0.481639344262295,28.999999999999996,42.333333333333336,17062.0,36.333333333333336,329498.97340077144,3323482.2860546657,30.03050307875862,31.231791710333127
883e628649fffff,13253,0.2,17062,3626,0.0,0.481639344262295,28.999999999999996,42.333333333333336,17062.0,36.333333333333336,342814.04422347544,3343936.6323121428,30.216800198742238,31.36679452050076
883e628c6bfffff,1218884,21.8,43248,4010,78.0,0.2501639344262295,65.33333333333333,10.666666666666668,547.4430379746835,35.400000000000006,331502.54931858985,3319599.13102415,29.995753120102453,31.253176076535034
883e628e11fffff,1262774,22.6,17020,2277,0.0,0.480655737704918,28.000000000000004,41.333333333333336,17020.0,35.333333333333336,335435.4933175193,3325381.9029600862,30.04845157615073,31.293040301390338
883e6288cbfffff,988317,17.7,44862,9457,269.0,0.2275409836065574,66.66666666666666,8.666666666666668,166.15555555555557,34.9,321005.51035439124,3320910.3978432347,30.006091984143236,31.14417876767814
883e628193fffff,1493312,26.7,46472,15114,676.0,0.201967213114754,72.0,4.0,68.6440177252585,34.8,330049.8774551695,3328036.907766834,30.07166357079981,31.236774819143317
883e628537fffff,1062819,19.0,16204,15711,0.0,0.4760655737704918,27.333333333333332,40.666666666666664,16204.0,34.66666666666667,339714.5074226283,3326167.470422351,30.056106471010597,31.337290498683842
883e6288bdfffff,52278,0.9,15968,3161,0.0,0.4727868852459016,26.666666666666668,40.0,15968.0,34.0,321352.46944914595,3315912.034053868,29.961057891696953,31.148611271424215
883e6286e3fffff,3692,0.1,15678,2439,0.0,0.4708196721311475,26.0,39.33333333333333,15678.0,33.33333333333333,348473.52874425065,3337285.111655211,30.15751666691358,31.42653347252264
883e628887fffff,590525,10.6,15657,2003,0.0,0.4695081967213115,25.333333333333336,38.666666666666664,15657.0,32.666666666666664,321283.0683105567,3316911.713331681,29.970064816534126,31.147725083660927
883e6280c9fffff,436183,7.8,45074,11682,620.0,0.1993442622950819,68.66666666666667,2.0,72.5829307568438,32.53333333333333,331221.16492075694,3336146.0093250955,30.14497193299294,31.24763142737322
883e6281a3fffff,1693353,30.3,37489,29136,260.0,0.2065573770491803,63.33333333333333,6.0,143.63601532567048,32.13333333333333,325838.389364844,3326251.8606277653,30.05496917373262,31.19339127528426
883e628ee9fffff,304,0.0,15460,1712,0.0,0.4681967213114754,24.666666666666668,38.0,15460.0,32.0,336402.357675856,3323940.190120671,30.03557625378712,31.303287185423084
883e628611fffff,4092,0.1,15107,1164,0.0,0.4662295081967212,24.0,37.333333333333336,15107.0,31.333333333333336,346540.92780688603,3340168.0813093926,30.183281449523346,31.40605307151302
883e628893fffff,3962,0.1,14949,1610,0.0,0.4649180327868852,23.333333333333332,36.666666666666664,14949.0,30.666666666666668,324736.35507867235,3317141.271690343,29.9726338095102,31.18346310623163
883e62861bfffff,2904,0.1,14912,1759,0.0,0.4642622950819672,22.666666666666664,36.0,14912.0,30.0,347368.6028943307,3340724.414924875,30.188404248773903,31.41456680056158
883e628f65fffff,199660,3.6,14824,7638,0.0,0.4636065573770491,22.0,35.333333333333336,14824.0,29.33333333333334,323560.83359620103,3321582.1165812067,30.012521688168498,31.17054987003943
883e62888dfffff,44019,0.8,14805,3393,0.0,0.4629508196721311,21.333333333333336,34.66666666666667,14805.0,28.66666666666667,320315.5713667546,3318353.862838076,29.98293143668375,31.13745932641019
883e62863bfffff,3286,0.1,14758,1103,0.0,0.4622950819672131,20.666666666666668,34.0,14758.0,28.0,345782.5387477108,3338612.7566873175,30.169155181896965,31.398405392486254
883e628d43fffff,18006,0.3,14657,1469,0.0,0.461639344262295,20.0,33.33333333333333,14657.0,27.333333333333332,327360.6736585257,3316813.6534238895,29.97005087804458,31.210704912329277
883e628aa3fffff,3695,0.1,14427,1402,0.0,0.4590163934426229,19.333333333333332,32.666666666666664,14427.0,26.666666666666664,320038.0428342696,3322352.612644726,30.018958676433005,31.133908889690577
883e628083fffff,2084643,37.3,29221,8590,103.0,0.2,53.333333333333336,2.666666666666667,280.97115384615387,26.266666666666666,333224.31336947903,3332262.7537413007,30.1102197663697,31.26903271939796
883e62866dfffff,4889,0.1,14198,2035,0.0,0.4583606557377049,18.666666666666668,32.0,14198.0,26.0,340399.70067414147,3341268.5335928956,30.19241759858701,31.342121087707042
883e628767fffff,15253,0.3,14012,4511,0.0,0.4550819672131148,18.0,31.333333333333336,14012.0,25.333333333333336,335570.166564106,3335931.2468026276,30.143629651527835,31.292801868841327
883e621751fffff,3871,0.1,13914,3160,0.0,0.4537704918032786,17.333333333333336,30.666666666666664,13914.0,24.666666666666668,335856.7118698347,3306836.8257461223,29.881219247938215,31.300257871698783
883e628883fffff,489854,8.8,13911,1649,0.0,0.4531147540983606,16.666666666666664,30.0,13911.0,24.0,322111.74080058833,3317468.933924502,29.975211396694473,31.156217126433656
883e6288b9fffff,117297,2.1,13907,1580,0.0,0.4524590163934426,16.0,29.333333333333332,13907.0,23.333333333333332,322181.1396384327,3316469.2775423294,29.966204597035194,31.15710259493819
883e6295bbfffff,2172,0.0,13735,1383,0.0,0.4518032786885245,15.333333333333332,28.666666666666668,13735.0,22.666666666666668,339502.4502705617,3341711.226466125,30.19629277185812,31.33273672740141
883e621713fffff,30970,0.6,13509,1785,0.0,0.4478688524590164,14.666666666666666,28.000000000000004,13509.0,22.000000000000004,337790.7258712512,3303954.004968069,29.85547002329456,31.32071351523435
