stop_id,stop_name,stop_lat,stop_lon,location_type,x_m,y_m
received.sparrows.gobbles,Carrefour - Obour,30.1721294780156,31.4749335898594,0,353156.73542066035,3338841.317078199
gearing.bespoke.available,Carrefour - Obour,30.171692184309,31.4753199545283,0,353193.293136175,3338792.353775834
curtains.pampered.stockpile,Obour Market - East,30.1669255597415,31.4768962638518,0,353338.02953064255,3338262.0368810375
also.replying.historic,Obour Square,30.1667978607074,31.4777501785332,0,353420.0749190813,3338246.7854532716
hopefully.eternally.roosters,Obour Market 2 - South,30.1632913746639,31.4741970768927,0,353072.69902436243,3337862.734724139
surfed.surcharge.concerned,Huckstep,30.1584341660511,31.47042141876,0,352701.85644407937,3337329.2805192824
acid.enthused.doormat,Obour Market - South,30.1613884344945,31.4683582304667,0,352507.54675348406,3337659.371231789
humidity.emulated.cutback,Suez Bridge,30.0803242895941,31.4355804211944,0,349227.62095891836,3328717.831389286
flaked.scare.poetry,Ismailiya Desert Road - Belbeis Desert Road,30.1504975077169,31.4299317507421,0,348790.1165155608,3336502.6560232528
reference.toddler.feuds,Ismailiya Desert Road - Belbeis Desert Road,30.1501920026059,31.429570760406,0,348754.87971394305,3336469.275207408
harmless.jolt.slam,Al Salam Tunnel Ring Road - Start,30.1486138040625,31.4257609222171,0,348385.5008515746,3336299.420414708
much.dumplings.nutrients,10th of Ramadan (Asher Men Ramadan) Station,30.1507091578453,31.4156945748503,0,347419.1170729701,3336545.078541469
shifters.heartburn.leads,Al Salam,30.1550039177973,31.4089001984715,0,346771.3236710279,3337030.1864426075
surpassed.spotty.type,Al Salam,30.1552761979741,31.4088376459163,0,346765.7199618671,3337060.4478803626
soonest.willpower.envy,New Marg Exit - Ring Road,30.162929670451,31.3341325835852,0,339582.77701556473,3338011.477994446
promises.positives.belt,Madbah Steps - Ring Road,30.1496746252449,31.2429506816798,0,330778.3005044474,3336674.1764808996
hooks.juggles.softly,Madbah Steps - Ring Road,30.149782806589,31.2475141080202,0,331218.05758399423,3336679.4030676903
earth.nurses.assess,Street 29 - Al Hamd Square,29.9998674379649,31.4225439705214,0,347848.1315135669,3319818.0803691708
unto.excavate.routines,Al Hamd Square,30.0022500093735,31.4231291657819,0,347908.21778997267,3320081.3618331384
sponsors.butterfly.grudge,Silver Star Mall - 5th Settlement,30.003618853124,31.420189298158,0,347626.718807909,3320236.977262195
tailing.fade.conqueror,Akhnaton School,30.0064661265119,31.4143881145951,0,347071.48911927815,3320560.2711735154
rectangular.friend.shorten,Boury Square - 5th Settlement,30.007476553498,31.4114980546366,0,346794.2668560676,3320676.119160818
fighters.treatment.awaiting,Boury Square - 5th Settlement,30.007849952449,31.412249859388,0,346867.3589555125,3320716.49731588
overjoyed.fraction.reshape,Vitrac Square - 5th Settlement,30.0113688196816,31.4144287031912,0,347082.92663516087,3321103.580568953
gradually.swerving.dignify,Vitrac Square - 5th Settlement,30.011175741922,31.413868296555,0,347028.5760820883,3321082.9303404666
certainty.perusing.troubled,Bloom Bank - South Teseen Street,30.0163656148166,31.4175225481873,0,347388.99710602453,3321653.2458431814
comedians.arranges.outgrown,Cairo Festival City - South Teseen Street,30.0160700998724,31.4074570971689,0,346417.72396238043,3321633.95344142
bride.treetop.truck,Ikea - CFC,30.0310279609523,31.4035316239349,0,346062.2267963276,3323297.007480819
products.knowledge.unusually,Cairo Festival City - Ring Road,30.0250759130848,31.4027034913874,0,345973.1592621802,3322638.4549018135
kipper.stepping.linguists,Cairo Festival City Pedestrian Bridge,30.0252049076331,31.4010443433483,0,345813.34690784727,3322654.9852474183
sliding.muscular.unsettled,Nadi Al Baraka Steps - Ring Road,30.1657717215328,31.3830231877166,0,344295.8725779297,3338258.6731204456
chap.rescuer.being,Nadi Al Baraka Steps - Ring Road,30.1658898174009,31.3833504906298,0,344327.579477975,3338271.3149360386
jiffy.supreme.overgrown,Hadayek Al Qobba Youth Center,30.0895314870933,31.2853502493182,0,334762.2912530529,3329946.049835978
dizziness.chained.flagging,Hadayek Al Qobba Youth Center,30.0895119739142,31.2857557726421,0,334801.3441971321,3329943.3005731134
revision.stowing.subplot,Sekket Al Waili,30.0916519567188,31.2796585763877,0,334217.25160942075,3330189.3181787906
entertainer.unspoiled.butter,Sekket Al Waili,30.0915917755275,31.280077399969,0,334257.51769436273,3330182.04021336
jokers.eradicate.fictional,Manshiyat Al Gamal,30.094235623097,31.2723779378159,0,333519.8686449351,3330486.268043627
husky.saunas.starfish,Salama Afifi Street - Al Zawya Al Hamra,30.0953627066932,31.2673964372522,0,333041.65418681456,3330618.460043797
purified.flag.overlook,Kia Motors - Joseph Tito Street,30.1363420927298,31.3920673930433,0,345120.894243623,3334984.5948695354
showrooms.recitals.poem,Al Herafyeen - Gesr Al Suez,30.1368744535383,31.3876804786875,0,344699.1165486006,3335049.561816406
repaying.assure.bills,Huckstep Bridge - Start,30.143220390434,31.4037501488587,0,346257.01221705345,3335731.126174954
frown.sampled.internal,Al Othman Motors - Ring Road,30.1656816014841,31.3589671657604,0,341978.9800940427,3338281.793039959
cycled.gained.juicy,Al Alg Exit - Ring Road,30.165887397271,31.3591639650212,0,341998.2615235455,3338304.32928043
mixed.maternal.unearthly,Dusit Hotel,30.0251443304659,31.4569763018881,0,351207.4204514896,3322574.245308239
submerged.onions.origin,Dusit Hotel,30.0254524843931,31.4569120244539,0,351201.6818333003,3322608.481177539
glossed.supposes.tastings,Concord Plaza - New Cairo,30.0252784264928,31.485227119039,0,353932.1437128391,3322552.7194842896
plastic.prove.roosters,Concord Plaza - New Cairo,30.0255830127026,31.4852738375399,0,353937.09591381217,3322586.4165500463
panic.exact.haircuts,American University in Cairo Gate 1,30.0250474702615,31.4985074131821,0,355212.560011533,3322510.250422546
corals.liquid.culminate,American University in Cairo Gate 1,30.0253717751062,31.4985887224854,0,355220.8728792474,3322546.0895248405
spotty.incisions.refrained,Al Wehda Square,29.9839907667339,31.4179201533468,0,347377.79526805703,3318064.6314346734
estate.ecologist.cargo,Gamal Abd Al Nasser Square - 5th Settlement,29.99111,31.43174,0,348721.9522783272,3318835.3235376687
bounded.toned.recliner,Al Masah Hospital - Mahdy Arafa,30.0527323405557,31.3793298118956,0,343762.3556686272,3325735.329348742
camp.partied.celebrate,Al Masah Hospital - Mahdy Arafa,30.0527672164932,31.3795501224443,0,343783.6518960458,3325738.893734438
years.tightrope.repeated,Ragab Sons - Mahdy Arafa,30.055014264045,31.3798328711124,0,343814.4411977111,3325987.5506410445
deflection.segregate.climate,Ragab Sons - Mahdy Arafa,30.0551460878684,31.3796217894472,0,343794.29700801405,3326002.4491566443
lunch.torched.centuries,Al Moemen Mosque,30.0575734353471,31.3743090965417,0,343285.90461962286,3326278.7444973076
eruptions.racetrack.file,Al Moemen Mosque,30.0577779552805,31.3744007273689,0,343295.0610858933,3326301.2861619047
raven.sketching.touchy,Pizza Hut - Mostafa Al Nahas,30.056607120227,31.3651248525676,0,342398.90636863804,3326184.268961312
older.ulterior.caressing,Pizza Hut - Mostafa Al Nahas,30.0567922079013,31.3653507678956,0,342420.9806606005,3326204.47119665
savings.duos.seasonal,Kids Land - Mostafa Al Nahas,30.0572094673101,31.3691322759963,0,342786.22430047137,3326245.511602934
sector.decks.surprised,Kids Land - Mostafa Al Nahas,30.0570457192737,31.3691420085541,0,342786.9038310378,3326227.349765108
headset.desiring.tooth,Abbas Al Akkad - Mostafa Al Nahas,30.05392,31.33856,0,339833.3848218237,3325923.3596144966
hardly.consoles.greet,Abbas Al Akkad - Mostafa Al Nahas,30.0537300796574,31.3386094902794,0,339837.85070529743,3325902.240972646
otters.link.fabric,Al Tayaran - Mostafa Al Nahas,30.0526696323581,31.3271968750436,0,338735.7710032938,3325800.7475228296
pairings.when.haven,Al Tayaran - Mostafa Al Nahas,30.0524272517371,31.327010100125,0,338717.36972625693,3325774.1472162213
cargo.rekindle.fidgeting,7th District Stop (Hay Al Sabea) - Nasr City,30.0420012820995,31.3295847356403,0,338948.7365083735,3324614.9821947473
nails.tradition.casino,Police Hospital - Al Shaheed Axis,30.0390396582666,31.3279498610915,0,338786.29261159885,3324289.040779537
labs.garages.cooked,Al Shaheed Axis Pedestrian Bridge,30.0318584497723,31.3354630242114,0,339499.2134081858,3323482.5684668273
ogre.pavilions.newsstand,Al Shaheed Axis Pedestrian Bridge,30.0316324954281,31.3353817107441,0,339491.007514301,3323457.6395125105
encrusted.warping.flopping,Total Gas Station - Kattameya Entrance,29.9835228824222,31.3666344799234,0,342428.8958699716,3318082.183224248
veto.flaunting.desire,Baron Mall Pedestrian Bridge,29.982070951561,31.3385968020366,0,339721.3838310931,3317960.1453407477
contoured.overdrive.drill,Adidas Steps - Ring Road,29.9843554824783,31.3218243777725,0,338106.79236400226,3318236.9192540236
caressing.bronze.product,Carrefour - Ring Road,29.9840294528635,31.3181062655554,0,337747.5248092823,3318206.043278593
comfort.ringside.zoom,Autostrad - Al Moneeb Axis,29.9940497085419,31.2815318398493,0,334235.3123769538,3319368.9663096564
shots.suiting.drifting,Autostrad - Al Moneeb Axis,29.9945877183023,31.2808723089043,0,334172.5786145958,3319429.5501239807
crazy.lawn.backyards,Leather and Tanning Company - Autostrad,30.0000259996965,31.2763875415256,0,333748.979432175,3320038.793245181
euphoric.costumed.exporters,Leather and Tanning Company - Autostrad,30.0000898999532,31.276559070081,0,333765.6332798044,3320045.62656744
pictured.plausible.servants,Al Magzar Al Aali - Autostrad,30.0026030021344,31.2744904788925,0,333570.27272523707,3320327.166339305
trumped.turkeys.campfires,Al Magzar Al Aali - Autostrad,30.0025512510268,31.2743333299173,0,333555.0265942309,3320321.6589569887
breed.dimension.streak,Abageyya Bridge,30.0121765465286,31.2672550113265,0,332888.33983473945,3321398.774385994
coping.beauty.grips,Al Imam Al Shafei Cemetaries - Autostrad,30.0124405040902,31.2672719210966,0,332890.4135887332,3321428.0051293797
scanner.placed.intention,Al Khelaa,30.0178453090603,31.2645842386476,0,332640.24439565954,3322030.966743312
milder.deed.dolls,Al Khelaa,30.0173858324686,31.2649172906421,0,332671.5964158331,3321979.554270343
lime.excavate.pity,Abageyya Stop,30.0238072034421,31.2636910207543,0,332564.112782836,3322693.053831546
defenders.migrants.chambers,Salah Al Din Citadel - Salah Salem,30.0253740508177,31.2616746991114,0,332372.2818606432,3322869.6654153066
scale.delays.locker,Abu Makarem Mosque - Al Waili,30.0553423178808,31.2796076821192,0,334151.77508896764,3326165.0352832237
life.expressed.solves,Taki - Al Waili,30.05924,31.27635,0,333844.1936561985,3326601.7612659913
lifestyle.denser.fizzle,Greek Hospital,30.0667985267963,31.2810755803888,0,334312.3914560768,3327432.6464639227
dispensed.penned.manicured,Ahmed Al Sallab Mall,30.0522468198452,31.3243460403754,0,338460.2144610217,3325757.909547411
dressy.wiggly.tiredness,Fatma Al Sharbatly Mosque,30.0062439192402,31.4462575823447,0,350145.2730126729,3320493.516011056
schooling.shocks.chart,Air Force Hospital,30.01612960994,31.4334114343105,0,348921.1252086867,3321606.0168657466
rock.riverside.blitz,Hyper - Sheikh Zayed,30.0297138729389,31.0237835925801,0,309436.31061847124,3323722.9916625605
merge.puddles.lifelong,10th District (Al Hay Al Asher) - Nasr City,30.0484005984831,31.3799591997242,0,343816.2392128893,3325254.377505043
dreamers.subplot.powering,Zain Paint Store - Al Rawda - Sheikh Zayed,30.0385702237418,31.0051276765002,0,307654.09774480393,3324735.8690259364
bloom.announced.hung,Al Rawda - Al Horreya,30.0407487802471,31.0032154551736,0,307473.89813268615,3324980.5628445377
plankton.consonant.fattest,Al Karma Compound Gate - Sheikh Zayed,30.0421616308061,31.0044699631148,0,307597.61162239494,3325135.055898612
another.polishing.bleak,Wadi Degla Sporting Club - 6th of October,29.9728885880887,31.0057314237435,0,307585.5484521019,3317454.570220352
dabbling.lock.panicking,Wadi Degla Sporting Club - 6th of October,29.9727046991433,31.0056903958182,0,307581.2345355515,3317434.2565693436
dugouts.digests.likes,Mall of Egypt,29.9704836543014,31.0133591861463,0,308317.0331348998,3317175.223546133
hears.helped.goodnight,Mall of Egypt,29.9706971536406,31.0134625152272,0,308327.4150025095,3317198.7152825934
escalated.vanilla.nourished,Egyptian Media Production City - EMPC,29.9694149035387,31.0178346883938,0,308746.8952654066,3317049.2862631967
notifying.rust.cubed,Souq Al Gomla,29.9662388774774,31.0288186277268,0,309800.861635422,3316678.9779899446
greeting.rates.lightens,Hilton Pyramids Golf - Dreamland,29.9615814105631,31.0449981612685,0,311353.52951698436,3316136.0109644425
jolt.conveying.bonus,Dreamland,29.9587996345577,31.0546461876875,0,312279.4597235313,3315811.8450568425
duty.cope.direction,Al Salam Mosque - Wahat Road,29.9645101829548,31.0348040266998,0,310375.2229191478,3316477.4534932347
juicy.cools.division,Al Shorouq City Authority Steps,30.1579459398975,31.6073113880479,0,365885.0340096848,3337106.2257453743
sharpens.rebounder.arranged,Zayed 2000,30.0197282039839,31.0084879431356,0,307941.81765668804,3322641.7315344648
turkeys.ombudsman.vote,Zayed 2000,30.0195409176467,31.0086604082518,0,307958.0921722273,3322620.682930643
contemplate.managed.livid,Ceramica Cleopatra - Sheikh Zayed,30.0253364013577,31.0170692688038,0,308780.32177120075,3323248.985791072
clicker.windpipe.frosted,Royal City Gate - Sheikh Zayed,30.0331211937027,31.0286584448097,0,309912.98489222315,3324092.555654505
boards.hardly.distorts,Dandy Mall,30.060703290392,31.0287884936578,0,309978.21397396503,3327149.589756527
submit.complain.flamenco,Dandy Mall,30.0612045171362,31.0291819297042,0,310017.1057628946,3327204.492807555
sleeping.coaching.branched,Smart Village (Al Qarya Al Zakeya),30.0635163697004,31.0239606572635,0,309518.114546173,3327469.4328069375
polka.contained.postings,Smart Village (Al Qarya Al Zakeya),30.0639663958627,31.0243217561003,0,309553.7918970501,3327518.7130105947
customers.like.publish,Al Remaya Square,29.9896260020449,31.1278185724858,0,319397.4574497605,3319111.0294482117
inclines.woof.undertone,QNB Bank - Haram Street,29.9888406759004,31.1464921084838,0,321197.73599404993,3318994.695973222
deranged.configure.souk,Naguib Mahfouz Square - 1st Settlement,30.0631082445681,31.4327547761673,0,348929.1035539643,3326813.5069411783
sneezed.plums.outwit,Rehab Gate 13,30.0639621367208,31.4749474143384,0,352997.9139384226,3326853.142482953
chin.registry.highlight,Rehab Gate 13,30.0641415635441,31.475189717472,0,353021.53784852754,3326872.7166331117
question.trickling.never,Rehab Square,30.0550055234296,31.4743779163368,0,352929.770026421,3325861.223966472
rebel.worker.shave,West Golf,29.9994216868229,31.4009138325879,0,345760.8586338678,3319797.6058514547
elect.online.sunbeam,West Golf,29.999178816336,31.4006086876171,0,345731.0463773261,3319771.099470373
lunged.whips.rationed,5th Settlement City Authority,29.9933758074824,31.416087594395,0,347215.36262800626,3319107.210430207
lecturing.lifters.jaundice,5th Settlement City Authority,29.9930194806703,31.4162413345269,0,347229.64851195464,3319067.5139621045
homelands.hardly.penny,5th Settlement City Authority,29.9930342708602,31.4176689770686,0,347367.4000909784,3319067.2503797626
vows.annual.catch,Al Takwa Mosque - 5th Settlement,29.995270314045,31.4228484626529,0,347870.4911313022,3319308.1803387776
chatted.creatures.stunning,Al Takwa Mosque - 5th Settlement,29.9951706748708,31.4228313371699,0,347868.68701941875,3319297.1601522984
likely.doghouse.otter,Police Station - 5th Settlement,29.9977869816225,31.4266390326402,0,348239.9999875265,3319582.072886665
ecologist.natural.windy,Al Mahkama - New Cairo,30.0033712191845,31.4263177673923,0,348217.5097185934,3320201.394921777
gushes.foresight.completed,Al Mahkama - New Cairo,30.0035195215126,31.4262278621647,0,348209.0630252991,3320217.950297094
marriage.parading.caravans,Mahmoudeya - Kattameya,29.9747802365059,31.3970389985619,0,345348.8664061434,3317071.8239301485
events.sprouting.diamond,Mahmoudeya - Kattameya,29.9746878247172,31.3970415322831,0,345348.9676902462,3317061.5785545413
reception.strictly.liver,Porto Cairo Mall,30.0654828484793,31.4221439825545,0,347909.803662217,3327090.753065553
absorb.milkman.lung,Porto Cairo Mall,30.0657455689579,31.4218691963947,0,347883.71544639557,3327120.236054339
girder.pipes.afternoon,Porto Cairo Mall,30.0650872108992,31.4224697559481,0,347940.6040866198,3327046.4710877966
revolting.master.angers,N/A Axis,30.0243595038702,31.3589451118608,0,341751.84051667573,3322618.746592843
motored.mothering.escaping,N/A Axis,30.0246140508229,31.3588797236528,0,341745.9386605995,3322647.048787716
moon.chickens.thousands,Al Shaheed Axis,30.0230989886082,31.3441990532388,0,340327.64805290825,3322499.52051709
lavished.clashes.laws,Al Areesh - Haram Street,29.9937350121605,31.1601386989976,0,322523.1205247748,3319515.9493402606
minus.daredevil.disbelief,Civil Registry - Haram Street,29.9991705006821,31.1745789220212,0,323925.8923007244,3320096.114981698
scatters.purple.keyboard,Al Salam Mosque - Haram Street,30.0035687134603,31.1863267152058,0,325066.9554440585,3320565.5941461036
drones.active.crucially,Faisal Street - Al Marioteya Road,29.9935717973792,31.147197005825,0,321274.2266172942,3319517.98013111
doormat.blatantly.bogus,Faisal Street - Al Marioteya Road,29.9936636522428,31.1473589194829,0,321290.0125607876,3319527.908459442
clay.critic.gladiator,Water Station - Alexandria Desert Road,30.0209747109473,31.0977384161639,0,316552.9121836307,3322633.4873696053
yelled.cuddled.trappings,Water Station - Alexandria Desert Road,30.0210062374047,31.0978263788723,0,316561.45461391355,3322636.8407542137
community.piper.snitch,New Giza Gate 1,30.0240292743789,31.0673216121864,0,313624.7889033058,3323021.1976332567
laptops.quilting.downsize,New Giza Gate 1,30.0238331097548,31.0671211661916,0,313605.08832249936,3322999.7811555765
noble.discusses.electrode,Nour City Steps - Ring Road,30.0124480691611,31.1554349469961,0,322102.7091677605,3321597.346647185
chatters.fells.outfit,Nour City Steps - Ring Road,30.0126068690949,31.1553936901506,0,322099.01303207397,3321615.011697574
firm.makeup.unwanted,Saft Al Laban Entrance South - Ring Road,30.0255907097567,31.1641798413872,0,322969.6061571527,3323040.4821044295
kinks.results.unite,October Bus Station,30.0513076389792,31.1775546490428,0,324304.97507100087,3325870.2536179614
stylists.grape.graceful,Nahya Steps - Ring Road,30.044286190928,31.1752003816426,0,324065.5555023535,3325095.6358400765
relieves.continues.drifting,Ring Road Steps 1 - 26th of July Mehwar,30.0620460877003,31.1755223172909,0,324128.0015889001,3327063.598050518
roadshow.spooned.shout,Ring Road Steps 2 - 26th of July Mehwar,30.0625820933574,31.1728074148214,0,323867.20129746455,3327127.1873582117
important.towns.scars,Al Mansoreya - 26th of July Mehwar,30.062762786007,31.0980439043017,0,316659.38036253676,3327264.7664536634
shipyards.regulator.gossiped,Al Marioteya Road - 26th of July Mehwar,30.0651421804866,31.1263746068921,0,319395.15584520466,3327483.395897416
dots.originate.guard,Al Sekka - Ring Road,30.07937686989,31.1833164728709,0,324909.9805703695,3328972.528814291
economics.potential.posts,Bashteel - Ring Road,30.08409423124,31.1919323164876,0,325748.7778971359,3329482.2161454265
megawatt.nurse.sweeten,Qawmeya Steps - Ring Road,30.0963315677484,31.199630132896,0,326512.1471160281,3330826.8500419096
aliens.tortoises.sound,Street 10 Steps - Ring Road,30.1062641898269,31.2029520323201,0,326849.6288986278,3331922.711310341
gathering.beaten.corrupted,Qalyub Exit - Ring Road,30.1488888360154,31.2253235568107,0,329079.0043060782,3336613.3739295267
summit.slouched.young,Qalyub Steps - Ring Road,30.149147468329,31.2303276059111,0,329561.4710960024,3336634.549480209
lollipop.compress.sprouted,Zamalek Sporting Club,30.0606649838066,31.2050171292068,0,326969.2453199069,3326865.512719908
wink.icebergs.stays,Ministry Of Youth And Sports,30.0609559999047,31.2049969706826,0,326967.808134706,3326897.798412194
minivans.supplied.beefed,Ministry Of Youth And Sports,30.0608295048594,31.2050161395472,0,326969.4361585435,3326883.7491418933
chosen.pass.query,Mit Okba - Wadi Al Nile,30.0605828395212,31.200999824556,0,326581.7826321335,3326862.495116728
liability.wording.beauty,Al Sudan Steps - 26th of July Mehwar,30.0593399920752,31.1897598063827,0,325495.91743474745,3326741.8449273244
waltz.streetcar.linen,Al Lewaa Steps - 26th of July Mehwar,30.0600723213959,31.1872185859662,0,325252.1939098617,3326826.8955513546
sublime.coil.strides,Agouza Corniche,30.0465423610357,31.2182305105507,0,328218.79499327403,3325280.29428931
wildfires.landed.chemistry,Agouza Corniche,30.04648953374,31.2181118729268,0,328207.2640290988,3325274.6173231043
mealtime.tilting.awakening,Cairo University Main Gate - Giza,30.0279997200398,31.210592807183,0,327450.18096004485,3323236.5999485683
crate.raven.picnic,Cairo University Bridge,30.0283114816744,31.2166094953593,0,328030.9938443289,3323262.0975468582
whites.warrior.cubed,Cairo University Bridge,30.0285111492382,31.2165357390175,0,328024.22533987614,3323284.338654598
lizard.family.yacht,Cairo University - Commerce Gate,30.0283793997833,31.2055532445795,0,326964.80356950767,3323286.291450989
nosedive.albatross.hoot,Cairo University - Commerce Gate,30.0284977213026,31.2055092632253,0,326960.7674437786,3323299.4722277015
stencil.foods.crackled,Cairo Universty Metro Station,30.0254585318842,31.2016420177798,0,326582.5025231979,3322968.474583815
runners.passages.impeached,Cairo Universty Metro Station,30.0254896691261,31.2017895304634,0,326596.7838869507,3322971.702197991
spell.obviously.pigment,Al Balloon Theatre,30.0622134532101,31.214157311565,0,327853.1545124368,3327023.340743489
sleep.pencil.lavished,Faisal Metro Station,30.0167510021833,31.2045035303115,0,326843.34998051915,3321999.0357847465
cartoons.listening.towel,Faisal Metro Station,30.0167873715646,31.2046661844457,0,326859.1020434081,3322002.8207945954
terminal.letters.ogre,KFC - Al Lebeny,29.9872093528007,31.1496355520194,0,321498.10799317225,3318808.983339884
difficult.mandolin.defining,Ragab Sons - Al Lebny,29.9769488710667,31.1625444822357,0,322725.3973238102,3317651.70598449
sizes.torso.pastels,Al Talbeya Steps - Ring Road,29.986717762293,31.1885273830411,0,325249.7204346048,3318694.5438575167
squad.roofed.willpower,Al Talbeya Steps - Ring Road,29.9868771915604,31.1884774839807,0,325245.1852586757,3318712.2904322264
spearhead.existence.ratty,Al Moneeb Exit - Ring Road,29.9858289131615,31.2084044614097,0,327166.0115962066,3318565.8792611593
sandbags.jumped.licks,Al Moneeb Entrance - Ring Road,29.9862829592217,31.2091702881237,0,327240.6888951361,3318615.048631676
slings.raven.flood,Gamal Abd Al Nasser Steps - Ring Road,30.0722590402674,31.175755258473,0,324168.5232483575,3328195.2169381375
widget.flows.blotchy,Helwan University,29.869046355473,31.3200958993626,0,337753.03222292446,3305459.5403885497
dusts.lighters.shows,Zahraa Exit - Ring Road,29.9914009749048,31.2341053086611,0,329655.27012253954,3319144.967846816
exist.skis.loom,Zahraa Exit - Ring Road,29.9915814608679,31.2340472700376,0,329649.97890797537,3319165.058212687
clash.assembles.cubs,Ezbet Kheirallah Steps 2 - Ring Road,29.9915684179499,31.2519171716351,0,331374.0214374093,3319137.1760973167
remembers.verb.defers,Silver Nile Social Club - Maadi Corniche,29.9785033397987,31.2329550237448,0,329522.2511664095,3317717.176835248
lifeboats.requested.misfits,Constitutional Court,29.9692271491652,31.2383259801616,0,330024.704677581,3316681.081846979
riverbed.narrating.switch,Al Saff Bus Station,29.86368,31.3234,0,338063.5229374744,3304860.130420833
defeat.affirming.curving,Maasara - Autostrad,29.913095200397,31.2979275588982,0,335683.9686113572,3310373.003957662
dislodge.opinion.awakes,Al Sherif Mosque - Al Manial,30.0161800389869,31.224860029534,0,328805.8558590716,3321905.1366708414
fingertip.ranked.tuck,Al Rawda Square - Al Manial,30.0161232528991,31.2247693549744,0,328797.01223159744,3321898.978375567
dressing.chess.lawn,Basha Square,30.020753700412,31.2254995141558,0,328875.3943917003,3322411.1030217563
plus.fears.routs,Basha Square,30.0207441750038,31.2255911046201,0,328884.21200886637,3322409.910346746
paraded.invoices.sunbeam,Dental Hospital - Al Manial,30.0283414208362,31.2266802984214,0,329002.310297141,3323250.3249257626
roughest.witty.rope,KFC - Al Manial,30.0280996220105,31.2265799152726,0,328992.213753107,3323223.675088108
sandpaper.dealings.exacts,Al Kasr Al Aini Hospital,30.0308221109439,31.2307407704149,0,329398.1664528747,3323519.212271212
cheerful.superbly.vipers,Kempinski Nile Hotel,30.0378045476073,31.2296912433447,0,329308.92114642396,3324294.6777094356
spinners.rave.flick,Shepheard Hotel,30.0425031384258,31.2315307462296,0,329494.3614388595,3324812.7043709247
losing.node.voting,Bostan Street,30.0460305505284,31.2357241354958,0,329904.757507358,3325197.4228167636
pulled.wreck.peanut,Souq Bab Al Louk,30.0451060478305,31.2396889378607,0,330285.49101025925,3325089.065855812
storyline.stalemate.grapevine,Noubar Street,30.04458,31.24196,0,330503.58642447833,3325027.393767061
howler.comically.force,Saqr Quraish,29.9860917666175,31.2887124556098,0,334914.89215160464,3318476.5965676247
bonfires.arming.dunes,Masaken Al Kendy,29.9918821368033,31.2930015110716,0,335338.27171191596,3319112.187544549
valuables.grumble.spoils,Masaken Al Kendy,29.9915895614732,31.2928672405829,0,335324.83457755053,3319079.9536016826
sleepers.slanting.riders,Al Mearag Mosque - Ring Road,29.9862990805745,31.3095078846708,0,336921.62734137534,3318469.796232667
ghosts.reserve.packets,Carrefour - Ring Road,29.9841829796822,31.3180438926137,0,337741.7565189862,3318223.147261433
sprinting.ticked.column,Shooting Club Pedestrian Tunnel,29.9836779986543,31.3257383510925,0,338483.3298444863,3318156.309650528
theme.rhino.cunning,Shooting Club Pedestrian Tunnel,29.9835239754436,31.3257265307335,0,338481.9400023439,3318139.2556589455
buildings.presides.grin,Al Sayeda Aisha,30.0243720973836,31.2574046638337,0,331958.7655564605,3322764.8763209344
dignify.alarming.heats,Al Sayeda Aisha,30.0245024785252,31.2572859020773,0,331947.5313934668,3322779.501395167
lies.fortnight.slime,Al Sayeda Zeinab,30.0319004427164,31.2428871788906,0,330571.41103329597,3323620.6823062547
distanced.exists.unites,Cairo Security Directorate (Modereyet Amn Al Qahera),30.0437926988667,31.2525540723064,0,331523.81041058374,3324924.4821692207
earliest.dimes.forkful,Ali Basha Street,30.03619,31.25495,0,331741.9928138119,3324078.3135928977
lion.engulfing.earmarked,Al Soltan Hassan Mosque,30.0313700807,31.2567198767526,0,331904.5332849239,3323541.4989623725
uproot.strength.hindered,Al Soltan Hassan Mosque,30.0310597992266,31.2575404204376,0,331983.1427426244,3323505.9040200384
trudges.hers.nags,Tahrir Square,30.0440266597108,31.2356940217388,0,329898.42842255457,3324975.3658548873
golden.haggis.gearing,Tahrir Square,30.0447701184783,31.2359700689986,0,329926.3177209704,3325057.3568035895
unable.desktops.walked,Mohamed Naguib Metro Station,30.04514908682,31.244527517634,0,330752.13313795236,3325086.666648686
wake.bathtubs.gurgling,Ramses,30.0615490097836,31.2461178996178,0,330933.3627177513,3326902.0010518334
examine.strapping.retained,Ramses Railway Station,30.0618811833005,31.2482766471106,0,331142.05321148585,3326935.627098567
conforms.refilled.scored,Abbaseya Bridge - Start,30.0704010676536,31.2892489262544,0,335106.31541137095,3327820.1117564617
digs.parsnip.bill,Abbaseya Bridge - Start,30.0705397084038,31.2893725932166,0,335118.46698430984,3327835.2994687804
crumb.milk.delved,Ramses Extension - Northside,30.0639589320436,31.2975695376017,0,335897.79817528237,3327094.1308007315
roses.screaming.homes,Al Azhar Pedestrian Bridge,30.0609323523233,31.3073629808239,0,336836.9890188866,3326744.666911236
affair.selects.reprints,Unknown Soldier (Al Gondi Al Maghool),30.0647001176139,31.3144938258188,0,337530.6276385142,3327152.1053943383
living.thudding.weeks,Unknown Soldier (Al Gondi Al Maghool),30.0645719962351,31.3146293574879,0,337543.4843837032,3327137.7126754294
accordion.porch.elaborate,Rabaah Al Adaweya Mosque,30.067236433676,31.3247318887335,0,338521.7559295079,3327418.706707933
treatment.sober.playback,Awwal Abbas Al Akkad,30.0684800852085,31.3360097869788,0,339610.9868843247,3327540.666069077
