id,Feature_ID,Vehicles_Per_Hour,geometry
vehicles_per_segment_combined_simp.3564,3564,13.0,"LINESTRING (324912.6599921209 3321056.758886086, 325400.1430288546 3321265.781212599, 326178.77388561773 3321602.165132305)"
vehicles_per_segment_combined_simp.3565,3565,14.0,"LINESTRING (325338.9915861364 3329160.410768033, 325377.0539345982 3329183.310601867, 325435.42233571946 3329222.0749770678, 325438.10387992125 3329223.9726118776)"
vehicles_per_segment_combined_simp.3566,3566,36.0,"LINESTRING (325791.0697928503 3329536.842959046, 325826.65006568097 3329567.5440257946, 325860.62307319185 3329600.266181585, 325892.7855204824 3329634.3474368476, 325942.83036671416 3329695.7514331257, 325979.0106763658 3329746.177392569, 326004.0273474208 3329785.6933790185, 326049.09008476255 3329867.4647783246)"
vehicles_per_segment_combined_simp.3567,3567,40.0,"LINESTRING (326204.96507104696 3318482.1759838387, 326296.00220627815 3318453.251329298, 326335.8839367151 3318442.425441477, 326424.78522161714 3318424.9542966746, 326487.398944844 3318417.4305861522, 326575.1514481783 3318412.8387678834, 326698.9038234424 3318420.654230637, 326766.81629653 3318431.0087832157, 326825.44061483577 3318446.0545831705, 326991.6270415894 3318501.322974475, 327150.47588286625 3318562.6950397445, 327265.95843413216 3318622.0051428233)"
vehicles_per_segment_combined_simp.3568,3568,19.0,"LINESTRING (325538.4636383458 3319387.118638848, 325723.66065064655 3319412.1344231516, 325820.93662619556 3319418.3613998983, 325875.29361476994 3319426.152222087, 325962.56029952614 3319452.4934976483, 326100.06068410235 3319506.7584502655, 326351.7021968581 3319590.6052250867)"
vehicles_per_segment_combined_simp.3569,3569,4.0,"LINESTRING (325730.17011865135 3324890.981382558, 325776.4186334847 3324925.3315410623, 325761.62106654013 3325002.172431384, 325759.02207632613 3325033.0337336236, 325761.7727411416 3325042.3028732226, 325773.0967000669 3325056.9797944366, 325781.3894562698 3325062.946333858, 325818.36534795177 3325071.231477296, 325833.2064764538 3325076.5403214605, 325839.8126405581 3325079.5402027257, 325856.6346402989 3325094.2412509206, 326009.3750475658 3325275.0890112845, 326058.0629064922 3325328.866130783, 326070.6875018839 3325334.321090295, 326182.12441521743 3325465.15753305, 326239.40353431494 3325537.8685545363, 326281.39882643166 3325595.5213671257, 326394.98647043004 3325734.640595707, 326486.10581425816 3325843.5159564484, 326516.2561207848 3325884.061175912, 326554.7960638293 3325930.682866447, 326575.11662463634 3325947.2145376923, 326587.0926436149 3325960.5515646567, 326598.6341452146 3325970.791249617, 326612.6616455422 3325979.661486162, 326665.22420527006 3326004.222851167, 326659.8114380938 3326005.4908618354)"
vehicles_per_segment_combined_simp.3570,3570,4.0,"LINESTRING (325730.17011865135 3324890.981382558, 325753.9510580031 3324895.1987929246, 325739.28842196986 3324980.5741288993, 325736.03374044155 3325012.6653047525, 325737.6516752612 3325029.601966463, 325747.9165881431 3325050.5039922236, 325752.8360984841 3325056.634668158, 325765.5084410447 3325065.0818848065, 325777.1534475573 3325069.5542316632, 325834.2248528486 3325086.058557943, 325850.4577794005 3325100.103713827, 325960.58656441513 3325227.1894659353, 326033.82864445134 3325321.155301237, 326038.2479936874 3325332.282861781, 326040.4425342545 3325343.002060464, 326127.36945571937 3325454.7125557633, 326223.57374911883 3325573.816194791, 326242.0521800944 3325601.906200313, 326389.832361527 3325780.951994366, 326521.07208543434 3325944.960526527, 326601.9511504958 3326046.7916669827, 326620.5173299643 3326074.4373797523, 326676.7898110616 3326126.43465508, 326702.609753311 3326155.4076873437, 326903.84901330736 3326404.904718987, 326929.4367114567 3326400.733620917)"
vehicles_per_segment_combined_simp.3571,3571,4.0,"LINESTRING (326929.4367114567 3326400.733620917, 326942.8717033587 3326402.62912218, 326941.5894291572 3326394.667066841, 326983.71862565295 3326448.994176499, 327126.5925811241 3326624.1345046037, 327241.74116450717 3326759.5783449356, 327253.93604133197 3326854.6744380454)"
vehicles_per_segment_combined_simp.3572,3572,10.0,"LINESTRING (325807.77268626494 3313484.527941777, 325757.28974685713 3313463.371251301, 325773.51857607125 3313451.5862832144, 325856.18402140745 3313384.9884216157, 325886.636611631 3313356.6832731375, 325904.1847903606 3313336.673974334, 325926.6941830476 3313306.7200056305, 325939.1054355438 3313285.4611545536, 325960.50941508077 3313240.4473854643, 325967.0619466213 3313221.165283903, 325971.48034200794 3313201.2515432597, 325973.96984473924 3313181.4789709616, 325974.3278485889 3313112.0736497426, 325946.57046728913 3312359.3127252935, 325942.26329087955 3312275.679556072, 325942.3612429477 3312251.17751258, 325945.01436994225 3312217.212064598, 325957.8640686097 3312156.147006669, 325968.5354847914 3312122.388231281, 325978.2207761324 3312099.62029177, 326003.7423602999 3312052.214078632, 326192.4603594974 3311739.9482278354, 326301.21785632346 3311556.4300454627, 326443.82147063856 3311326.2648070916, 326591.7295283261 3311076.728988382, 326743.1953779012 3310838.1153166676, 326973.8481242248 3310456.255146646, 327003.6906118145 3310412.8862871765, 327039.36823294347 3310372.087171909, 327080.055217559 3310336.6422608728, 327125.07910266204 3310306.7838131217, 327173.770856245 3310282.9657493643, 327225.28542805545 3310260.545122978, 327745.75210696465 3310061.102867358, 327776.2427401481 3310046.771748592, 327805.1368718106 3310029.139693073, 327832.0568873028 3310008.7668543113, 327857.0079588975 3309985.985719807, 327879.2193336582 3309960.9190992434, 327898.8841292437 3309933.5639793184, 328790.33994873404 3308562.621200841, 328805.4631009654 3308541.1028134045, 328839.89296675427 3308499.997052977, 328901.73863976356 3308438.957368836, 330173.92272499483 3307342.0896356213, 330559.00892527786 3307014.383351971, 330580.9816732444 3306991.8763685366, 330600.30951660033 3306966.970908893, 330616.4180144111 3306940.0082978527, 330629.50708792417 3306911.428903879, 330638.90400340117 3306881.464693824, 330644.9035652061 3306850.4437347506, 330685.86144159245 3306381.3325134665, 330687.43748952454 3306338.9606854944, 330686.2141228867 3306296.742400471, 330682.0913389524 3306254.457465857, 330675.36563809327 3306212.5447944426, 330363.37517828017 3305110.165333328, 330340.8281728168 3305025.703170937, 330298.8526801021 3304896.5293811704, 330131.2028088288 3304415.860487243, 330121.77616404137 3304380.751699078, 330096.92299264495 3304272.0472368286, 330085.4962984699 3304200.9401561255, 330076.18649413367 3304110.289689278, 330073.7257876593 3304018.8693656744, 330094.393321612 3303588.2024000906, 330120.6869845382 3303576.105017454)"
vehicles_per_segment_combined_simp.3573,3573,4.0,"LINESTRING (326201.82621891564 3324750.661593601, 326403.626951838 3324776.1976612215, 326393.4088733925 3324862.388750938, 326481.9117832696 3324871.971678228, 326550.0950309405 3324889.746129337, 326685.8649959881 3324905.7936350335, 326874.5336428212 3324924.5600125883, 326880.6850232628 3324917.035612024, 326890.0829581269 3324913.562211306, 326894.8080190966 3324913.48805649, 326927.2213743081 3324784.7104298444, 327018.57544757624 3324803.8980435734, 327043.8521624357 3324705.831082554, 327466.3326888214 3324767.950194199, 327503.7998543129 3324770.690121499, 327512.0751586538 3324713.9097015103, 327507.3787226202 3324691.1453524656, 327503.6291150861 3324648.7434416628, 327504.60431868106 3324637.0875738426, 327514.6430252091 3324631.387452873, 327526.2183340676 3324631.428193962, 327527.19264120015 3324662.8980585937, 327531.2619330573 3324682.568053887, 327574.2262431928 3324833.335271779, 327582.6948471476 3324869.122514372, 327582.303968208 3324887.3101600786, 327624.61797535676 3325039.7506368537, 327630.43194546865 3325066.156037993)"
vehicles_per_segment_combined_simp.3574,3574,101.0,"LINESTRING (326316.5284994147 3321670.6398694073, 326321.02123879106 3321690.05897811, 326321.1269979193 3321684.514149848, 326324.6297159712 3321680.2462569806, 326332.7147837549 3321679.0104738027, 326401.8123754176 3321710.7395705, 326411.1722870509 3321710.8141621137, 326420.0028694932 3321707.9037743816, 326562.36701716646 3321772.7391581275, 326582.71915283473 3321782.655522164)"
vehicles_per_segment_combined_simp.3575,3575,8.0,"LINESTRING (326267.1394748202 3314752.3936359733, 326270.77331389836 3314774.7862098617, 326279.6078312713 3314796.376571649, 326290.7170163341 3314815.270554399, 326315.8403905334 3314847.4698616276)"
vehicles_per_segment_combined_simp.3576,3576,26.0,"LINESTRING (326863.57480830146 3340248.010769619, 326943.2321246257 3340248.0841372097)"
vehicles_per_segment_combined_simp.3577,3577,4.0,"LINESTRING (326782.8891233301 3333279.395300725, 326851.1981483131 3332843.1751634646, 326900.80794347276 3332516.78460424)"
vehicles_per_segment_combined_simp.3582,3582,24.0,"LINESTRING (326848.53966437734 3331914.9468836603, 326866.3918006482 3331995.8188461014, 326884.31481194275 3332062.831636982, 326872.30945861357 3332071.723426603)"
vehicles_per_segment_combined_simp.3583,3583,24.0,"LINESTRING (326908.6500224811 3332277.027226831, 326915.59210572764 3332249.589865815, 326919.76662034116 3332306.6194751984, 326924.28414642613 3332416.0826727636, 326921.03290735174 3332503.495185472, 326915.2811600276 3332548.3750198083, 326785.3765089408 3333382.238742515, 326772.5906521793 3333488.316149766, 326755.1367823547 3333585.5979550807, 326752.0289356767 3333620.7911143936, 326739.4356877329 3333708.462012059, 326735.3891965387 3333775.820827703, 326733.9693024078 3333832.4952202374, 326741.1494932357 3333921.1849421645, 326749.77455389727 3333979.253156895, 326771.65681912866 3334083.5649207546, 326845.64106233045 3334375.30472126, 326858.8128878626 3334434.520896784, 326899.4289632117 3334590.3117519924, 326943.7434198208 3334809.6810146514, 327012.1753101839 3335079.7795430515, 327085.5794585407 3335341.4852725384, 327118.9144180339 3335439.0763115725, 327140.0332585096 3335489.0767797227, 327172.2432319998 3335558.0824682307, 327190.7898328345 3335591.6045872606, 327221.0761547416 3335636.3612118107, 327296.96309150336 3335731.620648971, 327379.06747552246 3335817.913657273, 327466.84266673814 3335897.2445284063, 327579.9361906175 3335993.5844210144, 327618.680392629 3336031.003044551, 327728.94905414805 3336131.7123722928, 327903.9430463497 3336280.1889421344, 328028.59342179564 3336388.990525279, 328088.76555319066 3336435.1660812353, 328197.21015974815 3336499.8772213478, 328262.82858238905 3336530.8908981886, 328316.07619651215 3336553.3400114565, 328421.8847924414 3336585.167700404, 328473.90774915094 3336597.104559303, 328543.5445248124 3336607.8797706566, 328582.5262486997 3336611.4841646035, 328819.3821728012 3336619.4308855524)"
vehicles_per_segment_combined_simp.3584,3584,20.0,"LINESTRING (326908.6500224811 3332277.027226831, 326901.7079789374 3332304.4645948624, 326906.2675605315 3332392.0867947135, 326906.56098651513 3332429.1109768427, 326900.80794347276 3332516.78460424, 326891.51183904824 3332587.551710903, 326782.8891233301 3333279.395300725, 326765.8515395826 3333378.666043946, 326758.7037794291 3333444.9650095673, 326734.3589659806 3333594.2402194436, 326724.39090531075 3333665.0182914706, 326718.3093927876 3333719.4379798737, 326714.38789036253 3333776.3735316657, 326714.00002373895 3333831.2578275655, 326716.5818757428 3333878.889095038, 326726.9609923719 3333968.7479164847, 326741.1456340664 3334043.2473985176, 326751.48628816253 3334087.873911482, 326792.03873577854 3334233.3550207866, 326806.5400173289 3334303.52584134, 326841.768293153 3334435.343709144, 326873.3885121331 3334576.7528846096, 326901.8950370711 3334722.4240381434, 326936.98192384734 3334869.8763347054, 326970.6902993737 3335003.2705585905, 327058.7357714672 3335319.6238382845, 327083.9062143656 3335400.4918023515, 327103.69532125455 3335457.8302305765, 327133.4553360696 3335524.2136124996)"
vehicles_per_segment_combined_simp.3585,3585,51.0,"LINESTRING (326970.01044760057 3321722.1465534256, 326979.9106583466 3321715.635664499, 326999.1223316615 3321710.2349839597, 327022.56851367094 3321710.3111513625, 327215.7939821424 3321739.436369013, 327231.8614038717 3321742.7325877105, 327325.9773253441 3321770.4174143486, 327511.2930785242 3321854.4563266626)"
vehicles_per_segment_combined_simp.3586,3586,13.0,"LINESTRING (326970.01044760057 3321722.1465534256, 327002.13527851773 3321699.323221818, 327019.5924154868 3321698.9388943105, 327156.97994210897 3321717.297307207, 327174.025191028 3321715.256727308, 327189.4369307636 3321707.47687313, 327196.39682848065 3321702.157411932)"
vehicles_per_segment_combined_simp.3587,3587,71.0,"LINESTRING (327060.9616434496 3329374.9944567406, 327103.44421965024 3329376.8029839965, 327500.12680827134 3329452.8430759576, 327532.4269052665 3329459.099845377, 327569.4731177036 3329448.2836471586)"
vehicles_per_segment_combined_simp.3588,3588,11.0,"LINESTRING (327569.4731177036 3329448.2836471586, 327532.4269052665 3329459.099845377, 327543.8633871557 3329462.9118324486, 327554.8456827793 3329468.504763889, 327575.21847425215 3329482.7089037714, 327586.9354064424 3329485.962223067, 327583.66763250856 3329492.7760768677, 327583.9402398288 3329497.87154201, 327596.88543527457 3329536.4711808707, 327618.716860033 3329613.0688526873, 327687.68016334705 3329590.260173143, 327958.35810230667 3329494.676265293, 328050.9583930861 3329466.622699578, 328053.29995914194 3329474.5683069252, 328094.43993278197 3329460.4006608734, 328007.5983144754 3329190.473736188, 328688.49994780973 3328968.4453246244, 328682.9925070688 3328964.595352579)"
vehicles_per_segment_combined_simp.3589,3589,75.0,"LINESTRING (327569.4731177036 3329448.2836471586, 327602.6703250966 3329425.6277198293, 327621.8004590657 3329495.9484536317, 327658.0708662271 3329484.848688377, 327640.3779127201 3329426.256966212, 327629.5922915644 3329396.2708514817, 327600.1182885001 3329416.5768453865, 327629.7803304418 3329525.3132967395)"
vehicles_per_segment_combined_simp.3590,3590,66.0,"LINESTRING (327239.653758555 3319612.608349259, 327251.03162784706 3319056.345026708)"
vehicles_per_segment_combined_simp.3591,3591,63.0,"LINESTRING (327268.3827117862 3321122.9567129924, 327264.7570377559 3321137.9055882627, 327265.36265758553 3321059.405389195, 327261.24700246553 3320857.9215629427, 327267.00935463567 3320860.8247451824)"
vehicles_per_segment_combined_simp.3592,3592,4.0,"LINESTRING (327269.8160181968 3317787.788203501, 327284.72479432845 3317846.3122448255, 327291.1066760554 3317865.6134349233, 327353.66026438907 3317990.0216321773, 327375.7554597777 3318026.7046071035, 327408.7628608241 3318069.9798765997, 327388.0101895492 3318048.186833067)"
vehicles_per_segment_combined_simp.3593,3593,4.0,"LINESTRING (327388.0101895492 3318048.186833067, 327367.2574374845 3318026.393825267, 327382.0307559499 3318026.82836897, 327388.0871202921 3318025.2926213555, 327402.0393015537 3318010.2193260654, 327442.7716926207 3317948.6095292377, 327523.32704043365 3317804.119182566, 327560.42101191543 3317725.715666399, 327623.4309416627 3317607.1089514317, 327606.6164694797 3317636.7494254997, 327474.6143004213 3317614.0856530955, 327472.9884095777 3317627.414446847, 327366.552120295 3317616.437099453, 327252.52072411287 3317613.5614612186, 327265.58149490913 3317751.4915850707, 327269.8160181968 3317787.788203501)"
vehicles_per_segment_combined_simp.3594,3594,113.0,"LINESTRING (328412.6016704176 3325521.578415112, 328552.218538136 3325543.907531586, 328603.1026900328 3325547.5510482253, 329066.9955355814 3325558.9756061835, 329245.60744751483 3325558.5365802487, 329426.510645777 3325562.8320676615, 329631.14266632963 3325600.376095412)"
vehicles_per_segment_combined_simp.3595,3595,5.0,"LINESTRING (328412.6016704176 3325521.578415112, 328143.6038765623 3325471.666167886, 328093.5184616989 3325475.9944083043, 328079.62677278614 3325481.9758307277, 328070.7270410013 3325492.6465449217, 328068.2414348429 3325506.432286574, 328072.49860620545 3325519.6694532526, 328082.5840626947 3325529.379011748, 328102.5907920474 3325538.2687462117, 328113.1269058831 3325539.767458251, 328123.530315359 3325538.9401298575, 328133.60990673304 3325535.9006023584, 328142.58738562465 3325530.2175531704, 328158.4682255498 3325497.1546966527, 328175.77918955276 3325407.307863838, 328199.79833162966 3325302.279258914)"
vehicles_per_segment_combined_simp.3596,3596,16.0,"LINESTRING (327632.5239166237 3336348.3026910573, 327786.5304439941 3336159.9669662463, 327864.3789207675 3336073.491904967, 327920.62680883234 3336004.318087508, 327994.2856806355 3335920.903065215, 328003.44162256224 3335927.189863419, 327918.05539996 3336018.5490364176)"
vehicles_per_segment_combined_simp.3597,3597,19.0,"LINESTRING (327632.5239166237 3336348.3026910573, 327736.5134136237 3336220.8398824404, 327724.87784466683 3336240.7562827454)"
vehicles_per_segment_combined_simp.3598,3598,15.0,"LINESTRING (327724.87784466683 3336240.7562827454, 327713.2423199178 3336260.6726978654, 327918.05539996 3336018.5490364176)"
vehicles_per_segment_combined_simp.3599,3599,35.0,"LINESTRING (327724.87784466683 3336240.7562827454, 327713.2423199178 3336260.6726978654, 327745.7976340869 3336223.0224548834, 327798.57784869074 3336264.656139036, 327960.04455036996 3336373.9885644247, 328012.1333130458 3336402.33026198, 328029.4993604466 3336409.9297533743, 328025.8918172585 3336407.2146183536)"
vehicles_per_segment_combined_simp.3600,3600,19.0,"LINESTRING (327815.25714126154 3334955.5824506837, 327814.59056508774 3334956.0917844214, 327864.04061048897 3334913.9646963766)"
vehicles_per_segment_combined_simp.3601,3601,19.0,"LINESTRING (327864.04061048897 3334913.9646963766, 327890.24561021035 3334901.2483351007, 328022.08350042417 3334864.9274382126, 328306.37550865515 3334791.7467424604, 328374.12808874657 3334767.517939883, 328402.29599783407 3334763.1978799454, 328479.4135925685 3334764.765732454, 328622.95500213094 3334774.2781770816, 328700.46679606894 3334782.604124649, 328729.3548082053 3334793.5729036657, 328742.6832673007 3334801.6800045464, 328748.0805431849 3334807.915147793)"
vehicles_per_segment_combined_simp.3602,3602,4.0,"LINESTRING (327834.71804555866 3319578.5998896672, 327839.06211458467 3319504.3655397003, 327844.18173429376 3319275.4666808867)"
vehicles_per_segment_combined_simp.3603,3603,22.0,"LINESTRING (327834.71804555866 3319578.5998896672, 327841.2977962361 3319437.2592118196)"
vehicles_per_segment_combined_simp.3604,3604,10.0,"LINESTRING (327995.1132803634 3322623.702965814, 327993.6747106466 3322634.5898957457, 328011.29664660466 3322867.7915748144)"
vehicles_per_segment_combined_simp.3605,3605,29.0,"LINESTRING (327995.1132803634 3322623.702965814, 327995.2178992103 3322634.5658510383, 328013.7440925491 3322870.0815524743, 328013.2360174692 3322992.2598760324)"
vehicles_per_segment_combined_simp.3606,3606,13.0,"LINESTRING (328000.5065007439 3322162.819537683, 328004.17604650767 3322163.039530026, 328014.81484133896 3322009.883832564, 328018.54161285795 3321995.191964089)"
vehicles_per_segment_combined_simp.3607,3607,4.0,"LINESTRING (328000.5065007439 3322162.819537683, 327996.8369547577 3322162.5995465526, 327999.8865863908 3322098.251894816, 328010.6842794237 3321955.2930628164, 328017.7136409882 3321911.060391422, 328017.0775109318 3321894.9952700264, 328013.7406162248 3321878.9722134555, 328061.6287142585 3321869.593609886)"
vehicles_per_segment_combined_simp.3608,3608,9.0,"LINESTRING (328061.6287142585 3321869.593609886, 328071.1048789085 3321839.1662622993, 328076.37510068604 3321824.4503943194, 328084.2117006002 3321807.255606676, 328115.6639027727 3321757.654041993, 328118.0285944431 3321748.4156740657, 328110.4634885334 3321603.3039784026, 328111.85328506294 3321593.4156141463)"
vehicles_per_segment_combined_simp.3609,3609,205.0,"LINESTRING (328061.6287142585 3321869.593609886, 328061.47438199166 3321883.66110508, 328186.45017893106 3321885.9285927666, 328187.08564542246 3321880.2647350105)"
vehicles_per_segment_combined_simp.3610,3610,17.0,"LINESTRING (328061.6287142585 3321869.593609886, 328051.98641820054 3321856.7584577803, 328061.27792640845 3321647.9710841845)"
vehicles_per_segment_combined_simp.3611,3611,21.0,"LINESTRING (328126.43589229445 3325756.2968097585, 328134.08509325143 3325739.659025167, 328138.55411295407 3325723.1816750937, 328156.2607745925 3325640.2020757515, 328176.2920097938 3325514.5041494626, 328184.36344020686 3325500.1879596435, 328197.36488893547 3325492.779324303, 328225.2433152051 3325486.912769221, 328412.6016704176 3325521.578415112)"
vehicles_per_segment_combined_simp.3612,3612,25.0,"LINESTRING (328126.43589229445 3325756.2968097585, 328167.0776107935 3325498.7943482595, 328211.0956974086 3325303.101042377, 328241.78203174996 3325180.230707368, 328250.3475854349 3325154.266319823, 328250.0231054226 3325133.4291947256)"
vehicles_per_segment_combined_simp.3613,3613,27.0,"LINESTRING (328543.7429064943 3321869.288860616, 328791.0070192586 3321868.5564566753, 328802.50947622384 3321888.6103941696)"
vehicles_per_segment_combined_simp.3614,3614,102.0,"LINESTRING (328543.7429064943 3321869.288860616, 328646.2115745185 3321869.8046668745, 328637.6644535513 3321891.001060334)"
vehicles_per_segment_combined_simp.3615,3615,4.0,"LINESTRING (328454.9791212005 3331863.729406429, 328478.4758745824 3331837.5318625816, 328502.89804516884 3331802.6725938297, 328526.5611520121 3331762.3929063226, 328651.8684482502 3331570.30994173, 328683.02836400806 3331516.166869059, 328703.5606000285 3331472.8322264776, 328709.2302639878 3331453.121150076, 328716.70293624146 3331419.191501705, 328720.72131064837 3331373.896701083, 328724.0085766256 3331194.9120931257, 328743.2944719825 3331065.234472715, 328759.2213678055 3330930.28776305, 328765.9495243118 3330898.032737927, 328774.7359465143 3330861.754623476, 328843.6887603714 3330640.28613259, 328902.4424471939 3330444.6970733153, 328933.62368243723 3330329.5800528377, 328954.8580135121 3330262.9540028046, 328951.40369853564 3330257.7971107205, 328951.3572014939 3330254.804531096, 328954.2641128864 3330249.5488027735, 328956.74422127206 3330247.8473237227, 328961.9144498056 3330248.653899814)"
vehicles_per_segment_combined_simp.3616,3616,152.0,"LINESTRING (328961.9144498056 3330248.653899814, 328956.74422127206 3330247.8473237227, 328962.00353104237 3330195.438262612, 328965.29418429174 3330177.6490559108, 329002.66102776176 3330038.600731173, 329008.30632098654 3330011.019036638, 329020.84943931096 3329997.2069410896)"
vehicles_per_segment_combined_simp.3617,3617,7.0,"LINESTRING (328836.8375921153 3329641.5162051828, 328909.9785886826 3329639.270887136, 328953.8934718723 3329636.149652611, 329019.0446413708 3329628.4860313744, 329025.7057176679 3329629.0477791014, 329032.01910234836 3329632.053912812, 329035.7420637049 3329635.8763095, 329041.1001273185 3329651.8682382195, 329036.04146134853 3329667.578447254, 329039.75064333394 3329670.5141554917, 329049.5322222443 3329673.355587699, 329055.9936115749 3329673.477000659, 329095.1371914494 3329612.7861485593)"
vehicles_per_segment_combined_simp.3618,3618,19.0,"LINESTRING (328748.0805431849 3334807.915147793, 328777.7727417445 3334864.325711901, 328840.31806857255 3334839.848346843, 329025.174382219 3334785.8628852554, 329343.577125123 3334687.234668621, 329366.4276458926 3334675.571821266, 329399.51814853767 3334653.1071860567, 329411.69013695745 3334642.60796342, 329440.58991661604 3334610.8959770068, 329443.1912315011 3334604.6472588396, 329497.7725016258 3334532.51527925, 329543.6403817904 3334463.9555034507)"
vehicles_per_segment_combined_simp.3752,3752,15.0,"LINESTRING (334377.27282149205 3318473.577474167, 334441.60909643164 3318271.6287378245, 334424.6263311554 3318265.342437751)"
vehicles_per_segment_combined_simp.3619,3619,19.0,"LINESTRING (329543.6403817904 3334463.9555034507, 329744.1417093036 3334199.9869717513, 329764.92939683225 3334179.487943052, 329789.452167158 3334163.6982427086, 329888.8332825984 3334121.5840582177, 329929.44101082406 3334111.421546635, 330005.2090110759 3334100.271987706, 330001.4070011305 3334066.295836456, 330211.39805497025 3334022.474846539, 330178.7270548299 3333935.065204476)"
vehicles_per_segment_combined_simp.3620,3620,87.0,"LINESTRING (328637.6644535513 3321891.001060334, 328646.2115745185 3321869.8046668745, 329085.0243153779 3321865.332047216, 329076.92204808496 3321865.457458045)"
vehicles_per_segment_combined_simp.3621,3621,4.0,"LINESTRING (328637.6644535513 3321891.001060334, 328625.71390876244 3321910.4764932925, 328614.10094155057 3321933.0508360122, 328588.33423416654 3322000.965706229, 328613.04253634275 3322268.86805086, 328858.6190907473 3322427.4712325437, 328857.06705429545 3322433.149245402, 328858.8905578935 3322444.9831937375, 328866.36512123223 3322454.179720364, 328871.7162857781 3322457.0900413836, 328886.6801019356 3322451.536733819, 328961.7564220753 3322907.3457221547)"
vehicles_per_segment_combined_simp.3622,3622,34.0,"LINESTRING (328961.7564220753 3322907.3457221547, 328974.3710319251 3323005.484719949)"
vehicles_per_segment_combined_simp.3623,3623,161.0,"LINESTRING (328984.2417836542 3329619.2705603815, 328977.8457543993 3329614.0484780227, 329007.7483598436 3329608.8169838553, 329021.6523181854 3329603.9448410873, 329037.67856486316 3329592.942307634, 329050.46037063684 3329577.888241833, 329055.24539612536 3329569.388379417, 329095.1371914494 3329612.7861485593)"
vehicles_per_segment_combined_simp.3624,3624,46.0,"LINESTRING (329144.6197780657 3321667.076230702, 329131.83232988755 3321666.830634378, 329158.4852937645 3321818.076849337, 329167.69147490535 3321820.705960979, 329180.88691731874 3321862.9296486215)"
vehicles_per_segment_combined_simp.3625,3625,27.0,"LINESTRING (329180.88691731874 3321862.9296486215, 329171.42059592693 3321893.373443572, 329211.1637498286 3322080.1146735777, 329220.65311299515 3322069.8794961325)"
vehicles_per_segment_combined_simp.3626,3626,103.0,"LINESTRING (329180.88691731874 3321862.9296486215, 329191.76713910897 3321873.990507881, 329348.107674526 3321870.686369266, 329347.2064413896 3321865.4343790114)"
vehicles_per_segment_combined_simp.3627,3627,23.0,"LINESTRING (329424.57779805886 3328802.478585764, 329477.75220122386 3328930.1448618057, 329488.179765492 3328968.452710702, 329495.0510234698 3329007.4807969765, 329500.6158313461 3329080.4530382454, 329507.8742893599 3329119.586000072, 329512.99585969053 3329139.018518096, 329541.63716433966 3329220.391706917, 329610.413057542 3329353.360136327, 329625.0625043186 3329384.174975663, 329654.4152835627 3329461.768064348, 329645.0310467981 3329492.4004174094)"
vehicles_per_segment_combined_simp.3628,3628,144.0,"LINESTRING (329304.75109983137 3323335.693880482, 329281.577120409 3323301.8293142766, 329324.7474376042 3323323.777406944, 329421.5486839941 3323339.2426675344)"
vehicles_per_segment_combined_simp.3629,3629,10.0,"LINESTRING (329837.0187398903 3330077.2611095216, 329818.5583371697 3330051.3463218943, 329826.17131042475 3330069.853540685, 329906.5131092347 3330209.407276702, 329912.9598326932 3330205.4829197116)"
vehicles_per_segment_combined_simp.3630,3630,74.0,"LINESTRING (329837.0187398903 3330077.2611095216, 329836.2024089701 3330088.877700761, 329853.3910639983 3330115.6624824563, 329910.4728571233 3330216.1087061814, 329934.9602138286 3330266.0619422575, 330110.3401712167 3330648.3789896695, 330229.16410927894 3330864.6118541467, 330226.46235044417 3330845.696067408)"
vehicles_per_segment_combined_simp.3631,3631,53.0,"LINESTRING (329912.9598326932 3330205.4829197116, 329919.40656061895 3330201.558566726, 330000.66756520857 3330375.798615341, 330073.1756174847 3330538.977165823, 330144.20872660994 3330681.669322305, 330242.4561460856 3330857.644232157, 330274.77494048513 3330921.7785417717, 330422.6691319004 3331235.7888899827, 330464.828655898 3331263.0577644114)"
vehicles_per_segment_combined_simp.3632,3632,8.0,"LINESTRING (330083.55336338986 3329151.4865047187, 330083.9574478372 3329138.620260021, 330555.5797400504 3329004.638904518, 330787.9613774937 3328949.5155210057, 330799.4993912452 3329010.201331567, 330818.1726575801 3329077.2075206283, 330881.7944811778 3329057.6056274744, 330903.5715832291 3329002.841514222)"
vehicles_per_segment_combined_simp.3633,3633,31.0,"LINESTRING (330083.55336338986 3329151.4865047187, 330090.5161883433 3329182.5313473768, 330173.06481505296 3329340.012653644, 330168.2736983476 3329340.3636957575)"
vehicles_per_segment_combined_simp.3634,3634,10.0,"LINESTRING (329778.44595972094 3323278.8336967737, 329771.60785459034 3323269.538117952, 329858.7923600172 3323380.8288807403, 329893.27140712185 3323427.3025975944)"
vehicles_per_segment_combined_simp.3635,3635,4.0,"LINESTRING (329936.51658492966 3325719.1412689877, 330012.51887649426 3325806.9912868105, 330026.817667283 3325827.3911308134, 330197.4099773157 3326001.6978247906, 330148.54884381004 3326052.79267934)"
vehicles_per_segment_combined_simp.3636,3636,149.0,"LINESTRING (329936.51658492966 3325719.1412689877, 329977.8568664273 3325766.950322955, 330018.0397483582 3325814.7773551145, 330026.817667283 3325827.3911308134, 330020.0524463106 3325820.2151336987)"
