id,Feature_ID,Passengers_Per_Hour,geometry
passenger_flow_mpp.6685,6685,419.0,"LINESTRING (334682.267544758 3329991.3469274794, 334786.3254752351 3329943.196246761, 334913.23433982686 3329873.973255474)"
passenger_flow_mpp.6686,6686,419.0,"LINESTRING (334825.94223562384 3318907.6350013833, 334853.70746292867 3318918.7493481543, 334905.4344013268 3318951.23394476, 334992.08578530804 3319009.027172457)"
passenger_flow_mpp.6687,6687,419.0,"LINESTRING (335091.98178808705 3319068.507999491, 335097.12752457993 3319096.478174329, 335106.46474440116 3319127.268115618)"
passenger_flow_mpp.6688,6688,420.0,"LINESTRING (321267.4835528922 3319274.095223597, 321359.5811048448 3319072.9365638797, 321377.78792752104 3319029.0719880844, 321401.38931807654 3318983.029361846)"
passenger_flow_mpp.6689,6689,420.0,"LINESTRING (322528.1766892465 3319552.5632361094, 322533.51756292 3319542.6104554483)"
passenger_flow_mpp.6690,6690,420.0,"LINESTRING (327517.59274707455 3321832.499151018, 327520.0536159257 3321847.981472857)"
passenger_flow_mpp.6691,6691,420.0,"LINESTRING (327953.5858932175 3323289.0039111366, 327963.89271782106 3323298.676753352, 327984.73605679884 3323323.850252249, 327988.5445727733 3323339.2007836276, 327986.66794162395 3323423.042103586, 327987.24839218415 3323460.282869076, 327988.619611111 3323467.8001493807, 327996.5874763376 3323490.070194312, 328004.95431362523 3323500.80432181)"
passenger_flow_mpp.6692,6692,420.0,"LINESTRING (330712.7459762037 3333867.5179505707, 330736.6230236052 3333831.319560479, 330763.1296036155 3333791.1340531386)"
passenger_flow_mpp.6693,6693,420.0,"LINESTRING (335179.59139685135 3329720.4625193137, 335239.00984316634 3329696.402579308, 335292.76471725036 3329680.854091255, 335349.64739392523 3329661.71161398, 335390.4618388711 3329651.1240683333)"
passenger_flow_mpp.6694,6694,420.0,"LINESTRING (335370.93870950874 3334446.4180509653, 335423.8993008287 3334430.880623067)"
passenger_flow_mpp.6695,6695,420.0,"LINESTRING (336815.5983468968 3324776.9216957185, 336955.5648707334 3324798.6552019976, 337098.37202566734 3324829.1372580626, 337117.6672763072 3324836.0580291264, 337132.1771876605 3324845.4883485474, 337150.80254719127 3324865.832786567, 337289.40388181433 3325036.2810256877, 337437.2003536559 3325222.336960437, 337456.3442665768 3325238.6833561608, 337492.9245536503 3325227.5020057783, 337511.8975734853 3325220.800506325)"
passenger_flow_mpp.6696,6696,420.0,"LINESTRING (339655.05086866964 3327347.0148119917, 339681.328933437 3327091.9960591337, 339695.87695804506 3326965.186839)"
passenger_flow_mpp.6697,6697,420.0,"LINESTRING (340142.58536300634 3333037.3912013713, 340270.8378023644 3332836.8725369507)"
passenger_flow_mpp.6698,6698,420.0,"LINESTRING (343578.6691711603 3328643.2641329104, 343821.75028167793 3328686.757029624)"
passenger_flow_mpp.6699,6699,420.0,"LINESTRING (348571.9545933892 3318197.7747889855, 348580.3906637989 3318214.8409424857, 348595.03784160304 3318234.482435848, 348650.70099075075 3318289.6993663358, 348672.7661591303 3318314.451555082)"
passenger_flow_mpp.6700,6700,421.0,"LINESTRING (327937.16621878475 3323273.5950055975, 327953.5858932175 3323289.0039111366)"
passenger_flow_mpp.6701,6701,421.0,"LINESTRING (330409.84858426027 3326520.5858231075, 330447.1798596957 3326565.1322114156)"
passenger_flow_mpp.6702,6702,421.0,"LINESTRING (332776.1284314052 3320176.0471287146, 332875.52778002294 3320188.4371536057, 333013.6649737065 3320224.2623340115, 333030.7624861486 3320228.1190270083)"
passenger_flow_mpp.6703,6703,421.0,"LINESTRING (337038.32789177017 3334121.587732179, 337093.58188112837 3334150.0354920686, 337113.91338756564 3334162.926403819, 337402.4271918344 3334364.519544453)"
passenger_flow_mpp.6704,6704,422.0,"LINESTRING (330173.2939806327 3316507.504552584, 330212.5539615437 3316468.100981373)"
passenger_flow_mpp.6705,6705,422.0,"LINESTRING (330341.3203326062 3316354.93316844, 330537.4721518888 3316179.2076145383, 330583.49673659436 3316140.1453704727, 330620.3216082674 3316105.4368258463, 330655.38077747927 3316068.870826402, 330700.1242322898 3316015.41697689, 330730.77675097703 3315974.706007357, 330809.93757644075 3315861.5272465413)"
passenger_flow_mpp.6706,6706,422.0,"LINESTRING (337462.51104607765 3318290.771450001, 337490.3638113006 3318288.2557675103, 337521.26620657364 3318289.686153116, 337556.31533756375 3318297.4853411615, 337570.81389252754 3318299.0460286406, 337634.15651317715 3318288.873595075)"
passenger_flow_mpp.6707,6707,422.0,"LINESTRING (339497.35369421367 3335637.081803477, 339609.13723293506 3335631.569386677)"
passenger_flow_mpp.6708,6708,422.0,"LINESTRING (339936.1733358397 3325027.3260627408, 339945.3609853454 3324947.534131602)"
passenger_flow_mpp.6709,6709,423.0,"LINESTRING (330584.68872250617 3333656.3017068473, 330605.0647783248 3333602.662876639, 330694.5617284442 3333387.5415824554, 330698.0652746018 3333370.969133029)"
passenger_flow_mpp.6710,6710,423.0,"LINESTRING (334208.32020988734 3327633.2567449124, 334397.2969480839 3327837.5002272436)"
passenger_flow_mpp.6711,6711,423.0,"LINESTRING (334913.23433982686 3329873.973255474, 335044.22023920296 3329802.5289898464, 335170.78219451604 3329724.029913406, 335179.59139685135 3329720.4625193137)"
passenger_flow_mpp.6712,6712,423.0,"LINESTRING (338113.44583275355 3304755.216223873, 338128.4566619565 3304721.1717244177, 338135.058921307 3304710.1010573595, 338199.5861871344 3304635.9980265284, 338208.0111037623 3304624.0140442303, 338213.3205589962 3304610.4126310325, 338220.7350629921 3304568.845538832, 338220.41276940744 3304559.9819666366, 338222.2383288151 3304552.6390698827, 338222.73733017023 3304523.6658372334, 338223.3906258263 3304485.777754864, 338215.4095098305 3304382.246126311, 338219.24604753207 3304373.654569314, 338224.8392199955 3304366.2568271644, 338231.9974329277 3304360.16654491, 338240.34072094853 3304355.8326695017, 338249.38767152827 3304353.373063895, 338283.98856643506 3304367.2804032294, 338315.94250092783 3304385.2170735737, 338339.2856657842 3304402.392268285, 338347.786827083 3304402.2685989155, 338355.7727245508 3304399.9353671623, 338369.3422040647 3304389.5394968623, 338493.0734824488 3304220.241476479, 338639.37463943916 3304027.8925214782, 338699.83898779936 3303952.965058306, 338772.010795895 3303870.0474741994)"
passenger_flow_mpp.6713,6713,423.0,"LINESTRING (340592.68503826973 3332125.5931841875, 340612.39385173575 3332191.8325056317)"
passenger_flow_mpp.6714,6714,423.0,"LINESTRING (342084.8670735315 3328440.319466358, 342092.9624703912 3328460.268152844, 342111.9934591632 3328550.342096249)"
passenger_flow_mpp.6715,6715,423.0,"LINESTRING (343283.4462827103 3331892.3935152492, 343290.9103830599 3331895.3911281624)"
passenger_flow_mpp.6716,6716,423.0,"LINESTRING (343292.04917630635 3331914.4419258693, 343294.08231631434 3331908.3159545027)"
passenger_flow_mpp.6717,6717,424.0,"LINESTRING (337324.4474808951 3330656.792831027, 337337.4628021426 3330668.1341488706, 337505.6156053265 3330827.3921553935, 337512.72469180636 3330838.816426365, 337514.2080966027 3330847.8848778526, 337538.63361761114 3330870.0284673967)"
passenger_flow_mpp.6718,6718,424.0,"LINESTRING (346836.7279553418 3336941.265385961, 346991.02226936165 3336814.293487558)"
passenger_flow_mpp.6719,6719,424.0,"LINESTRING (348523.04676577135 3318198.998978231, 348522.97692021995 3318193.9008518, 348526.02411440306 3318183.8826378323, 348529.05530480505 3318179.739674846, 348537.4620673512 3318173.52777922)"
passenger_flow_mpp.6720,6720,425.0,"LINESTRING (331025.9492554504 3333722.791555959, 331063.3194503102 3333821.6607857724)"
passenger_flow_mpp.6721,6721,425.0,"LINESTRING (331895.7996501598 3322764.604772181, 331911.3321161842 3322777.338865095, 331922.13555327215 3322783.604242954)"
passenger_flow_mpp.6722,6722,425.0,"LINESTRING (339134.9498618121 3338036.0268480596, 339488.6704041509 3338029.0753833754)"
passenger_flow_mpp.6723,6723,425.0,"LINESTRING (341963.89305092976 3328307.587297892, 342020.6382744297 3328371.8452232555)"
passenger_flow_mpp.6724,6724,426.0,"LINESTRING (331301.6598885634 3325597.9535489054, 331313.5445753654 3325580.477452253, 331315.38316170813 3325574.5737038907, 331314.8075855657 3325562.1660962896, 331310.89960959065 3325552.580984898)"
passenger_flow_mpp.6725,6725,426.0,"LINESTRING (339996.83079375525 3324154.0598585233, 340004.1354607092 3324152.291094547, 340081.15825356764 3324162.7033566623, 340131.87845458183 3324167.4478724347)"
passenger_flow_mpp.6726,6726,426.0,"LINESTRING (342722.7809076336 3332476.3520406988, 342737.4380645065 3332451.688933828, 342792.2958716551 3332378.8489330607)"
passenger_flow_mpp.6727,6727,427.0,"LINESTRING (329077.3444048823 3327687.927077166, 329081.26987731655 3327598.7094276967)"
passenger_flow_mpp.6728,6728,427.0,"LINESTRING (332768.96995400795 3327619.9751582537, 332867.32576518727 3327651.8518416304)"
passenger_flow_mpp.6729,6729,427.0,"LINESTRING (336005.47426426737 3329561.9304522905, 336009.5430004103 3329564.2854660037, 336036.91844386543 3329576.9591178847)"
passenger_flow_mpp.6730,6730,427.0,"LINESTRING (337695.35675596236 3328867.9545387547, 337747.4139613779 3328913.4151146538, 337854.9446593547 3329013.8203811115, 337917.0788169317 3329062.7916286224, 337983.1857387566 3329106.605312435, 338034.99938305654 3329135.663819746, 338502.7159645993 3329420.7928050663, 338799.84696298384 3329612.212571353, 338963.01141899324 3329714.3631392745, 339117.7267865355 3329819.078266638, 339729.36928742647 3330201.037952659, 339835.78610348026 3330266.779077834, 339957.0707997682 3330327.538169237, 340028.4559617685 3330370.843120406, 340144.05413816834 3330443.505186075)"
passenger_flow_mpp.6731,6731,427.0,"LINESTRING (342311.2138032655 3325183.4884947557, 342325.0413160825 3325185.2950412687)"
passenger_flow_mpp.6732,6732,428.0,"LINESTRING (329539.4445620603 3325537.5830641105, 329556.2770302427 3325540.870468641)"
passenger_flow_mpp.6733,6733,428.0,"LINESTRING (330610.7184652916 3326821.257763236, 330616.4387528142 3326835.803569484)"
passenger_flow_mpp.6734,6734,428.0,"LINESTRING (332476.7376072905 3323019.064897577, 332489.3510173981 3323042.9300191696, 332490.82216095546 3323044.58499974)"
passenger_flow_mpp.6735,6735,428.0,"LINESTRING (333253.90752050816 3316604.9057695772, 333254.9010172618 3316603.1957739037, 333260.33469145047 3316598.679552168, 333272.5567686985 3316596.278192502, 333283.834263045 3316601.651153062, 333284.960371049 3316603.1684607356)"
passenger_flow_mpp.6736,6736,428.0,"LINESTRING (338659.41975144163 3326256.527689187, 338673.23792720935 3326135.8721122104)"
passenger_flow_mpp.6737,6737,428.0,"LINESTRING (339439.67557431513 3329532.359394055, 339449.46534455224 3329535.9857749366, 339457.5777920252 3329536.97606076, 339463.03776830836 3329534.568468916, 339466.8268955101 3329529.968107169, 339468.04862929607 3329521.1926257797, 339460.40403198113 3329506.0058678337, 339457.64328928944 3329495.182172579)"
passenger_flow_mpp.6738,6738,429.0,"LINESTRING (312328.8435596314 3325503.9255019478, 312344.12054641964 3325481.07071416)"
passenger_flow_mpp.6739,6739,429.0,"LINESTRING (312720.63580889296 3324727.609767782, 312783.9405126267 3324598.2555705765, 312890.9837289878 3324368.7073048954, 313061.9333166097 3324027.537791724, 313104.5633452484 3323918.7151343278, 313163.58008652995 3323740.6527175503, 313239.3310253805 3323485.2514395295, 313247.46210194845 3323464.048138589, 313267.4156631207 3323423.13131587, 313284.77031065477 3323399.6654291996, 313370.0205265233 3323306.3106033998, 313581.48101206427 3323065.36029525, 313621.5435499543 3323026.765600011, 313651.19394211785 3323005.753714863, 313693.97422947956 3322979.5310734864, 313949.9727213265 3322844.3848377606, 313998.6087486673 3322822.0561560295, 314045.5056955933 3322805.3005717597, 314090.0219057763 3322796.1245495793, 314131.5505656752 3322792.875199385, 314160.6055514067 3322793.716488623, 314201.6101553903 3322799.456808327, 314250.78582018183 3322809.1620238884, 314310.5722673091 3322830.219578579, 314559.0592035677 3322925.0504581067, 314640.08464316075 3322952.7378135202, 314714.9312162922 3322971.177475709, 314722.23886830336 3322972.978428416, 314760.06691019493 3322979.217559218, 314799.29704640806 3322982.7723878436, 314854.22090491175 3322984.401047362, 314957.3647581978 3322982.915415056, 314994.8531912498 3322982.3757329118, 315027.4836054521 3322983.6028213715, 315076.7649782102 3322988.20977969, 315127.07949760265 3322996.901870955, 315214.5148248568 3323015.727165046, 315257.5637010208 3323028.4219435113, 315369.42643134494 3323065.6876312816, 315502.2197315311 3323114.2459368045, 315547.5974519992 3323127.7898361506, 315644.66638829454 3323151.6683460916, 315692.67606887576 3323155.301389975, 316089.46866505255 3323154.337220408, 316114.03935384064 3323152.4865346267, 316190.1447028234 3323140.0210057255, 316224.4278213248 3323130.469666274, 316267.67397227196 3323114.5605133474, 316297.70103003527 3323098.5389253288, 316319.17176085094 3323084.3228572477, 316370.87364219746 3323037.3406996317, 316400.4911864688 3323002.4783377354, 316436.35426226293 3322948.664320893, 316456.60969037085 3322907.749118712, 316544.45240153186 3322672.5752947903, 316718.15116182517 3322279.4289564216, 316754.4184347457 3322203.213921447, 316913.54392707505 3321890.36146425, 317063.7268522725 3321607.927474925, 317126.57956411823 3321493.6890390837, 317188.69235010375 3321375.472023033, 317240.02585159836 3321270.5163737913, 317288.12736134836 3321191.7796037113, 317303.35412279924 3321173.123473139, 317740.38311258017 3320711.896096285, 317837.44980387494 3320617.719821088, 318162.40329025255 3320321.5588197797, 318307.588225667 3320182.545245823)"
passenger_flow_mpp.6740,6740,429.0,"LINESTRING (327010.08082704956 3326875.183875828, 327212.2676201258 3326891.081057373)"
passenger_flow_mpp.6741,6741,429.0,"LINESTRING (330857.903164534 3316972.161767802, 330866.86567117844 3316977.5677162646, 330864.8326382508 3316989.793369216)"
passenger_flow_mpp.6742,6742,429.0,"LINESTRING (333691.51153432485 3334989.3090288686, 333730.78164623166 3334979.9568156367)"
passenger_flow_mpp.6743,6743,429.0,"LINESTRING (334398.3256979021 3319138.076698961, 334475.9134153519 3319035.147013135, 334526.50666697894 3318978.960600281)"
passenger_flow_mpp.6744,6744,429.0,"LINESTRING (334831.6042460418 3332606.362445555, 335005.9115656586 3332609.732795349, 335183.7705800672 3332618.595657651)"
passenger_flow_mpp.6745,6745,429.0,"LINESTRING (342067.97401771706 3326144.538712667, 341888.78173743165 3326121.2957246946, 341707.801195142 3326097.824095121, 341698.9270277183 3326104.3810846326, 341695.89815437695 3326115.0666300156, 341700.09551678976 3326125.315853214, 341706.04197642475 3326129.7755177366, 341865.69615887845 3326147.216511764, 341873.0400077303 3326154.9818579857, 341877.3336021779 3326165.2297586417, 341878.0831778344 3326172.041002893, 341937.54283277015 3326712.4317950876, 341974.77148772596 3327029.053313298, 341981.7582173317 3327106.1080323346, 341983.29063066957 3327139.0099186553, 341982.2450160133 3327146.784742766, 341979.73109110247 3327153.0286537516)"
passenger_flow_mpp.6746,6746,429.0,"LINESTRING (348672.7661591303 3318314.451555082, 348675.88752804033 3318317.9538017865, 348687.1303431217 3318335.6467073397, 348705.4809415622 3318372.086779755, 348713.2373705257 3318395.9241443486, 348717.8123187609 3318448.1825369936, 348716.3659581902 3318680.533093299)"
passenger_flow_mpp.6747,6747,430.0,"LINESTRING (325644.12285756174 3326089.456587302, 325689.9218806685 3325835.5225918195)"
passenger_flow_mpp.6748,6748,430.0,"LINESTRING (330929.847442842 3330956.040937044, 330955.68216973403 3330949.768420444, 331049.314140989 3330939.129160929, 331060.64436725125 3330938.035085801)"
passenger_flow_mpp.6749,6749,430.0,"LINESTRING (331943.410122938 3331078.429053239, 331945.76668030233 3331003.221332573)"
passenger_flow_mpp.6750,6750,430.0,"LINESTRING (340116.0527386853 3333068.4842363577, 340122.7091651729 3333068.9417475434)"
passenger_flow_mpp.6751,6751,430.0,"LINESTRING (340761.5927127657 3335231.211743023, 340798.4710691995 3335224.277634249)"
passenger_flow_mpp.6752,6752,430.0,"LINESTRING (340940.9238722393 3335180.532631722, 340968.01762186404 3335167.7367460965, 340988.8698365734 3335157.8891283674)"
passenger_flow_mpp.6753,6753,431.0,"LINESTRING (332190.03928783524 3316149.365978914, 332523.8669558193 3316449.3545957687, 332706.45527348656 3316613.445410479)"
passenger_flow_mpp.6754,6754,431.0,"LINESTRING (335496.92256027495 3329614.279901263, 335521.76547686977 3329605.816082849, 335529.55944158527 3329604.812792976, 335545.20531099825 3329606.685426613, 335559.2887635007 3329613.6809247523)"
passenger_flow_mpp.6755,6755,431.0,"LINESTRING (338136.02331411035 3318185.9985305243, 338232.3776945302 3318162.5281547597, 338329.86182885716 3318143.6980512263, 338368.09970850963 3318138.593951257, 338409.45265385776 3318135.3290020106, 338434.19571248686 3318131.3092016294, 338528.38046616677 3318111.1988302288, 338624.54050389567 3318094.16439876, 338771.921964283 3318062.3052292317, 339021.64353935036 3318020.83645902)"
passenger_flow_mpp.6756,6756,431.0,"LINESTRING (347416.2568019268 3318342.360595627, 347658.10887307615 3318337.473531672, 348341.6186738834 3318317.767462399, 348376.20148912363 3318313.413394798, 348398.49195538834 3318306.3458905295, 348423.7968522218 3318293.9163193787)"
passenger_flow_mpp.6757,6757,432.0,"LINESTRING (324844.5725691083 3323570.467664313, 324881.94668567134 3323578.3722995, 324996.82590075437 3323584.4601232316)"
passenger_flow_mpp.6758,6758,432.0,"LINESTRING (327690.65383229894 3329872.6944539538, 327711.93974573794 3329945.309707781)"
passenger_flow_mpp.6759,6759,432.0,"LINESTRING (338253.25529432995 3332057.5257382174, 338331.47050049435 3331952.1853922023, 338344.57163091295 3331938.5791083844, 338352.2025661813 3331933.1458197017, 338358.81584457157 3331930.6097864253, 338443.2578573277 3331813.0798918344)"
passenger_flow_mpp.6760,6760,432.0,"LINESTRING (340253.21717252576 3321609.214123807, 340537.0445665609 3321722.950523188)"
passenger_flow_mpp.6761,6761,432.0,"LINESTRING (340586.2210810961 3321741.3074936466, 340618.1958521777 3321750.933715035, 340650.80894088675 3321758.0011575804, 340683.8690632045 3321762.62344249, 340717.2781894871 3321764.6911343904, 340750.650534975 3321764.209801373, 340783.9845247697 3321761.0686125793, 340824.20395174157 3321753.7266520676, 340903.4989349239 3321733.2952259425, 341042.11041908024 3321685.0727469143, 341080.1946856239 3321670.1135269064, 341117.3822718626 3321653.171967077, 341153.67319486616 3321634.2480591885, 341223.7675824535 3321591.115381944, 341266.54529386526 3321560.34805309, 341307.25948892557 3321526.9500557412, 341345.9133655047 3321491.1430305373, 342050.87175165734 3320777.7817744236, 342104.97348318354 3320728.8978346842, 342163.39597978746 3320685.273427096, 342225.7612711595 3320647.4682833636, 342291.49210550677 3320615.601560344, 342325.4543272382 3320602.146902949, 342394.98879988864 3320579.8707913216, 342466.35625024315 3320564.3310531587, 342502.5594822038 3320559.1590093635, 342569.81014764006 3320553.289633385)"
passenger_flow_mpp.6762,6762,433.0,"LINESTRING (333476.9941261898 3318051.7602040437, 333479.0623814214 3318085.4732135977, 333490.42500571604 3318270.724813914)"
passenger_flow_mpp.6763,6763,433.0,"LINESTRING (337930.0144644048 3329823.959287347, 337930.5452386759 3329820.5259766798, 337937.55368869455 3329805.457049609)"
passenger_flow_mpp.6764,6764,433.0,"LINESTRING (338848.79068975337 3329037.813849871, 338894.0524908387 3329112.642952108, 338910.7911802702 3329143.105446823)"
passenger_flow_mpp.6765,6765,433.0,"LINESTRING (338944.590674085 3329298.586677695, 338948.2672017354 3329306.0711748605, 338953.47294222465 3329312.646454497)"
passenger_flow_mpp.6766,6766,433.0,"LINESTRING (342163.08365284733 3334146.1271903724, 342179.090923061 3334148.238642006)"
passenger_flow_mpp.6767,6767,435.0,"LINESTRING (330887.1031755809 3329026.593711814, 330895.32033764204 3329028.019604568)"
passenger_flow_mpp.6768,6768,435.0,"LINESTRING (331279.7950102269 3330913.5320375813, 331364.5313743329 3330909.787773544)"
passenger_flow_mpp.6769,6769,435.0,"LINESTRING (337118.7792600422 3318455.6844861945, 337176.6253672421 3318419.136732481, 337253.7378520458 3318367.1184022855, 337345.41130469274 3318327.413165134)"
passenger_flow_mpp.6770,6770,435.0,"LINESTRING (340592.5300634785 3325875.629410153, 340652.7637591987 3325360.2040775535, 340631.51441779203 3325357.9614658537)"
passenger_flow_mpp.6771,6771,436.0,"LINESTRING (330768.8137059297 3323718.8201559195, 330792.3409494861 3323737.0839887643, 330835.83038668765 3323773.8881661026)"
passenger_flow_mpp.6772,6772,436.0,"LINESTRING (330937.7210527321 3333525.48249231, 331041.90538561135 3333375.103962175)"
passenger_flow_mpp.6773,6773,436.0,"LINESTRING (331352.9658119801 3332957.4787342967, 331407.61292267556 3332875.711663679, 331439.0887079558 3332835.318924442, 331474.47084975435 3332785.664898923, 331597.89986219094 3332607.06065226)"
passenger_flow_mpp.6774,6774,436.0,"LINESTRING (332048.6401837331 3322798.5294687566, 332107.5755575913 3322798.07636335, 332132.12888375134 3322795.042305626)"
passenger_flow_mpp.6775,6775,436.0,"LINESTRING (333873.35575698724 3327276.123436442, 333888.0333960919 3327283.884078149, 333917.62699317327 3327308.8248842633)"
passenger_flow_mpp.6776,6776,436.0,"LINESTRING (334756.39565851865 3318799.923054665, 334810.1400783676 3318747.79273591, 334844.86081580364 3318707.6978039695, 334890.48773019784 3318641.8320144536, 334933.7961819781 3318556.379290507, 334953.8068512657 3318506.9706695504, 334969.09179902496 3318315.5133870807)"
passenger_flow_mpp.6777,6777,436.0,"LINESTRING (340054.3413698413 3335151.367659456, 340235.96642823407 3335198.6301013427, 340376.3576418966 3335231.9532446335, 340446.4651868526 3335242.575046096, 340511.87454723293 3335248.166058089, 340586.48202459386 3335250.187449463, 340643.48435686104 3335247.4760851464)"
passenger_flow_mpp.6778,6778,437.0,"LINESTRING (325919.3583287976 3324723.297678096, 325927.6672117393 3324724.164334888)"
passenger_flow_mpp.6779,6779,437.0,"LINESTRING (327734.10362116445 3321981.5552803627, 327740.53821500216 3322004.4034244125, 327744.0230676492 3322011.3333939733, 327780.40838409064 3322061.6516906866)"
passenger_flow_mpp.6780,6780,437.0,"LINESTRING (332226.7694218143 3333394.877038214, 332260.58128830115 3333482.274390846)"
passenger_flow_mpp.6781,6781,437.0,"LINESTRING (336236.36102702236 3333707.2516919207, 336262.7980043163 3333664.0663262047, 336270.1337664287 3333664.8439577105, 336319.49502851453 3333659.6746501885, 336326.6380883627 3333660.455187997, 336333.32414718624 3333662.9054195313, 336365.0606672423 3333684.383147144, 336652.81235683255 3333884.749942618)"
passenger_flow_mpp.6782,6782,437.0,"LINESTRING (340539.69844994304 3331571.3156396137, 340442.57538102334 3331627.26380665, 340449.4257668836 3331667.627038012, 340469.31059706584 3331730.480267952)"
passenger_flow_mpp.6783,6783,438.0,"LINESTRING (302411.7739093632 3319252.534412934, 302423.53475928743 3319314.027250267, 302431.48096097284 3319337.391568027, 302442.0145093342 3319359.711734301, 302454.8419617383 3319380.771241917, 302469.9573656097 3319400.2375675007, 302487.0712481658 3319418.1158926236, 302505.98270665074 3319433.966300072, 302549.92952932423 3319466.204225566)"
passenger_flow_mpp.6784,6784,438.0,"LINESTRING (327474.97912078747 3322877.823903733, 327480.93980299856 3322876.5112518794, 327489.84760534 3322878.5892901174, 327483.20062236086 3322947.095500234)"
passenger_flow_mpp.6785,6785,438.0,"LINESTRING (329384.0340111476 3322603.4798583365, 329400.3809085983 3322637.483437351)"
passenger_flow_mpp.6786,6786,438.0,"LINESTRING (332462.50690407096 3322799.6678422964, 332463.70238386956 3322827.5863362923)"
passenger_flow_mpp.6787,6787,438.0,"LINESTRING (332489.86997231934 3322657.5739439772, 332610.9424983716 3322244.2268520794, 332617.03672077844 3322219.856230892, 332633.5920117975 3322083.6915538292)"
passenger_flow_mpp.6788,6788,438.0,"LINESTRING (333162.75194741203 3325708.420173303, 333035.72016948345 3325374.785908696, 333036.9123644262 3325364.3470436116, 333040.68875833217 3325358.968603751, 333161.50654682936 3325312.4637334114, 333189.63795526803 3325316.805160777)"
passenger_flow_mpp.6789,6789,438.0,"LINESTRING (340441.6531745109 3331596.9025396546, 340529.1885861794 3331548.112751698)"
passenger_flow_mpp.6790,6790,440.0,"LINESTRING (330932.90619012446 3331487.6879605167, 330930.75832855987 3331435.7266783183, 330932.46506793745 3331427.607529255, 330935.56895249017 3331424.2195691927)"
passenger_flow_mpp.6791,6791,440.0,"LINESTRING (332583.50720131374 3316385.5186776337, 332657.52603304887 3316430.8508643867, 332773.3854769834 3316500.34674095)"
passenger_flow_mpp.6792,6792,440.0,"LINESTRING (333503.1619986042 3318289.8223531707, 333504.80797364644 3318270.951653744)"
passenger_flow_mpp.6793,6793,440.0,"LINESTRING (334794.23260310455 3332633.64091776, 334792.5482787058 3332643.4218833055, 334795.0708455822 3332663.7822075584)"
passenger_flow_mpp.6794,6794,440.0,"LINESTRING (334879.15664394747 3332987.560588136, 334943.20288695494 3333209.316590839, 335115.24837361474 3333763.030081255, 335220.121110583 3334092.374337731, 335279.26204526017 3334289.8162304056)"
passenger_flow_mpp.6795,6795,440.0,"LINESTRING (335000.827565921 3317827.5344270235, 335014.47381605266 3317741.4818011792, 335024.0285283278 3317644.449972697, 335030.1016325422 3317601.141663004)"
passenger_flow_mpp.6796,6796,440.0,"LINESTRING (335426.16910720686 3331710.2426014324, 335445.4323154973 3331715.719174177, 335458.34026714345 3331721.623395788, 335469.5550375131 3331730.324433279, 335478.2974035825 3331741.2796364273, 335499.91177663073 3331807.4443194713)"
passenger_flow_mpp.6797,6797,440.0,"LINESTRING (339750.0174354676 3338016.3829645356, 340009.1383845372 3338028.4737705085)"
passenger_flow_mpp.6798,6798,441.0,"LINESTRING (328112.7252663601 3318690.7042501555, 328462.2823524192 3318797.023171903, 328622.9822036443 3318847.9659229647)"
passenger_flow_mpp.6799,6799,441.0,"LINESTRING (331374.2400232827 3327404.541873546, 331467.43959010154 3327458.21409409, 331481.46607805265 3327467.4227764867)"
passenger_flow_mpp.6800,6800,441.0,"LINESTRING (345437.205115124 3333498.901189743, 345503.1638458537 3333536.3296050457, 345598.599840919 3333586.757711206, 345674.96441306116 3333624.1518298937, 345738.762919114 3333645.0947037665, 345752.58549347083 3333648.115532182, 345787.76421989873 3333648.508890142, 345811.72483904974 3333646.0666272626, 345828.72524992947 3333648.93213172, 345850.24924351776 3333658.2746010986, 345870.6729823868 3333671.6232635486, 345880.4706643108 3333689.9984667385, 345898.11103648454 3333731.6538543096, 345909.95835340035 3333738.139019059, 345919.4094982684 3333738.671683977, 345947.629370276 3333730.738193178, 346048.534458774 3333697.177279155, 346069.7943604872 3333687.6787697827, 346105.66470146296 3333675.5370128243, 346139.8757100911 3333654.9937371793, 346152.15407986054 3333637.196226802, 346154.4450624623 3333621.866398135, 346152.5621489845 3333604.377905054, 346143.0352971152 3333584.6684521544, 346127.8084535654 3333563.9302396, 346119.7582841526 3333525.7984700887, 346116.14988418407 3333467.6509259967, 345815.12305509776 3333489.826251514, 345759.03248911304 3333352.045924828, 345718.02430387086 3333245.3149307105, 345698.225420297 3333187.283733784)"
passenger_flow_mpp.6801,6801,442.0,"LINESTRING (325991.371881827 3328179.02055705, 325992.36161588796 3328119.5815239493, 325991.1753883917 3328013.9463511, 325992.83400637645 3327990.749469308, 325999.906982757 3327968.4648631513, 326011.9333321291 3327948.430198469, 326027.77897765674 3327932.104637468, 326055.655910597 3327914.369649436, 326111.68291338097 3327896.190444436, 326163.93678897014 3327864.9890643796, 326274.19331017206 3327771.259337228, 326307.0471237829 3327743.3313157144, 326379.25402530923 3327693.191349591, 326409.1296896249 3327685.9579423075)"
passenger_flow_mpp.6802,6802,442.0,"LINESTRING (328977.84403295536 3329613.9376418404, 329002.2865412658 3329609.7399236)"
