id,Feature_ID,Passengers_Per_Hour,geometry
passenger_flow_mpp.1168,1168,26.0,"LINESTRING (327560.6469297607 3321902.0027305563, 327562.2183874198 3321909.9602942416)"
passenger_flow_mpp.1169,1169,26.0,"LINESTRING (327536.93747417163 3318311.654638656, 327639.84561461804 3318530.110901704)"
passenger_flow_mpp.1170,1170,26.0,"LINESTRING (327882.2155331656 3330501.3995671263, 327896.322155621 3330491.090406292, 327956.2022713124 3330695.4739695974, 327968.9913553186 3330711.903638693, 327983.1977427311 3330720.3289831146, 328000.79406167637 3330723.6016409593, 328265.26167338993 3330695.082164588, 328280.35553435824 3330698.6160371737)"
passenger_flow_mpp.1171,1171,26.0,"LINESTRING (327941.41429314145 3330705.350265424, 327953.5783424949 3330718.7963670483)"
passenger_flow_mpp.1172,1172,26.0,"LINESTRING (327992.7308224265 3322338.7129118843, 328014.90956972516 3322009.7714948035)"
passenger_flow_mpp.1173,1173,26.0,"LINESTRING (328363.01319152187 3314811.439858273, 328746.7505418402 3314829.443072593)"
passenger_flow_mpp.1174,1174,26.0,"LINESTRING (329426.4693749438 3325822.0280762506, 329434.0582947439 3325807.6094820066, 329440.89856895595 3325788.435407925, 329448.83547268866 3325746.628529788, 329471.9681870934 3325645.940670737)"
passenger_flow_mpp.1175,1175,26.0,"LINESTRING (329303.272506915 3315778.903753881, 329337.8456089678 3315742.054876539, 329367.7577335889 3315710.1735816956, 329363.0611669618 3315699.825113838, 329354.11647113913 3315689.431288779, 329289.21364016016 3315637.2191982465, 329303.8214515963 3315620.4756789054)"
passenger_flow_mpp.1176,1176,26.0,"LINESTRING (330884.4844007836 3329257.891354081, 330883.22637692397 3329133.0227805604, 330882.0918662322 3329020.462408646, 330871.6310643222 3329023.6163066328)"
passenger_flow_mpp.1177,1177,26.0,"LINESTRING (330929.4240762493 3331417.8983953106, 330929.42469937843 3331417.876213336)"
passenger_flow_mpp.1178,1178,26.0,"LINESTRING (330971.2790387538 3333721.0820506522, 330996.4122737376 3333713.489645767)"
passenger_flow_mpp.1179,1179,26.0,"LINESTRING (331099.0016129263 3327276.7211707802, 331101.03085069614 3327270.7035647393)"
passenger_flow_mpp.1180,1180,26.0,"LINESTRING (331288.5100111659 3325753.35992405, 331329.872175797 3325784.100769856)"
passenger_flow_mpp.1181,1181,26.0,"LINESTRING (331312.2943834292 3325769.846893071, 331337.1969488501 3325790.086074131)"
passenger_flow_mpp.1182,1182,26.0,"LINESTRING (331739.72131396574 3322518.3235588972, 331890.25611554866 3322729.990009544)"
passenger_flow_mpp.1183,1183,26.0,"LINESTRING (332073.9674298016 3333435.3325580396, 332195.8586386426 3333402.887285302)"
passenger_flow_mpp.1184,1184,26.0,"LINESTRING (332780.44351784885 3326806.419798728, 332851.70934765285 3326844.6942009763, 333012.212973979 3326930.0625258987)"
passenger_flow_mpp.1185,1185,26.0,"LINESTRING (333217.9336903263 3325319.259559803, 333258.30687332945 3325304.0156049384)"
passenger_flow_mpp.1186,1186,26.0,"LINESTRING (337069.07854715723 3330719.107534495, 337046.76168053166 3330689.7279143296, 337076.4100356235 3330657.213314151, 337094.00031934393 3330637.9230474946, 337098.6197889281 3330637.411246895, 337102.986217834 3330639.342072435, 337106.7268247138 3330638.0672748145, 337111.38362353155 3330633.564033881, 337181.615951392 3330552.5962311756, 337207.8968906191 3330576.263724149, 337213.8312332834 3330573.4045078848, 337217.45877751464 3330564.4822150827, 337169.88740604365 3330522.1728887083, 337147.4803765125 3330500.7129933736, 337009.6187155726 3330368.6782603418, 336916.68082834507 3330283.474463776, 337092.2331770187 3330101.617640538, 337126.0564791881 3330107.214386541)"
passenger_flow_mpp.1187,1187,26.0,"LINESTRING (337100.59232254734 3330731.6114908196, 337101.39653357083 3330740.35738379)"
passenger_flow_mpp.1188,1188,26.0,"LINESTRING (337305.0733739833 3332597.6562647107, 337316.2706190033 3332598.8209463675, 337327.53307497804 3332597.8783664713, 337387.1943436084 3332578.4828341636, 337427.3201123368 3332645.845814708, 337453.34424578503 3332700.423614593)"
passenger_flow_mpp.1189,1189,26.0,"LINESTRING (337745.17344301706 3330259.591995392, 337761.69340303977 3330262.0091046537, 337781.26805453544 3330268.9263899554, 337902.4148801192 3330345.629062001)"
passenger_flow_mpp.1190,1190,26.0,"LINESTRING (338525.4000093065 3325764.2912641102, 338540.95085533673 3325765.948105011)"
passenger_flow_mpp.1191,1191,26.0,"LINESTRING (338656.92277931166 3330204.3717200933, 338723.02743987425 3330108.1435700697, 338725.2172395908 3330104.9564976227, 338791.93212139327 3330013.1874446464, 338792.0518521904 3330008.1971239615, 338794.10568565933 3330003.6219114326, 338807.11573183315 3329983.5880097193, 338818.69569226704 3329971.2241983074)"
passenger_flow_mpp.1192,1192,26.0,"LINESTRING (339350.54318724165 3319765.38847131, 339445.20784249564 3319969.1310767843)"
passenger_flow_mpp.1193,1193,26.0,"LINESTRING (339906.9252934256 3335113.402836712, 339962.8250221381 3335127.5543343383)"
passenger_flow_mpp.1194,1194,26.0,"LINESTRING (340719.9696256202 3332105.246514115, 340793.42223871686 3331993.771585416, 340813.92232504336 3331965.0957552963, 340818.7445372067 3331957.5143669033)"
passenger_flow_mpp.1195,1195,26.0,"LINESTRING (343448.8306947225 3326290.01640055, 343483.68175645336 3326294.09426485, 343684.19568941207 3326317.555965661, 343796.9438067059 3326330.75013658)"
passenger_flow_mpp.1196,1196,26.0,"LINESTRING (345258.5586018178 3317066.7421978363, 345385.30402403884 3317058.6468500174)"
passenger_flow_mpp.1197,1197,26.0,"LINESTRING (346107.4832809792 3335666.5865317546, 346353.3663016261 3335742.415501745)"
passenger_flow_mpp.1198,1198,26.0,"LINESTRING (351138.0685333427 3325628.7053228477, 351175.0181160867 3325631.6196107212, 351525.65368061676 3325659.2839523265, 351557.30328428326 3325661.7099787453)"
passenger_flow_mpp.1199,1199,27.0,"LINESTRING (318243.84314949776 3320006.983827764, 318253.85418222076 3320008.7360797036, 318287.409965473 3320018.827573775, 318317.3651945249 3320032.969619507, 318346.1645492583 3320053.1176247695, 318403.0094845919 3320106.2869340675, 318427.86939667404 3320127.497688361, 318455.6653066238 3320145.334210536, 318460.0176192097 3320147.3381542666, 318506.81170073245 3320168.884975634)"
passenger_flow_mpp.1200,1200,27.0,"LINESTRING (318743.0821691024 3320259.35526917, 318763.1395380468 3320264.347914576, 318810.9940692079 3320269.6608025064, 318864.0346711471 3320267.5715943263, 318890.1045822297 3320262.598659766, 318915.54844001285 3320254.753484857, 318939.8857101755 3320244.1548087886, 318969.3297097089 3320229.604342165)"
passenger_flow_mpp.1201,1201,27.0,"LINESTRING (320058.63306273 3320773.22985634, 320130.09239135915 3320853.5534508084, 320167.4412257386 3320883.5446985373, 320191.1192588481 3320897.6828483846, 320202.5547677126 3320900.7118595378, 320215.0189434432 3320901.7285326053, 320226.9376448126 3320898.8737488706, 320238.0286957224 3320892.5955675873, 320248.5742949374 3320882.4459267003, 320252.8657303513 3320873.3958648215, 320266.8029699115 3320810.750944439, 320335.69858914503 3320632.6865217416, 320349.8699781516 3320602.1893860293, 320363.21667995723 3320550.6409661705)"
passenger_flow_mpp.1202,1202,27.0,"LINESTRING (321138.6592497177 3319501.4593312615, 321161.40385687316 3319460.330185164)"
passenger_flow_mpp.1203,1203,27.0,"LINESTRING (328087.35918356845 3329601.996256363, 328096.0512160956 3329631.5486865984, 328131.1779662163 3329763.371330794)"
passenger_flow_mpp.1204,1204,27.0,"LINESTRING (329693.98031037004 3325645.61377604, 329769.96768238756 3325682.355207515)"
passenger_flow_mpp.1205,1205,27.0,"LINESTRING (330887.1031755809 3329026.593711814, 330895.32544298336 3329028.352111096)"
passenger_flow_mpp.1206,1206,27.0,"LINESTRING (331405.37715573097 3333358.549889125, 331414.2428608927 3333415.064459741)"
passenger_flow_mpp.1207,1207,27.0,"LINESTRING (331698.8870591468 3331591.5877045714, 331732.4720507724 3331606.470511151, 331732.53333119256 3331630.4589035623, 331732.5492966372 3331636.7345315623, 331737.128525289 3331702.959710974)"
passenger_flow_mpp.1208,1208,27.0,"LINESTRING (331758.3107488885 3331922.0308282143, 331761.0821478554 3331888.951700045)"
passenger_flow_mpp.1209,1209,27.0,"LINESTRING (332567.89079533675 3330966.1426604544, 332585.7397334609 3330941.81432028)"
passenger_flow_mpp.1210,1210,27.0,"LINESTRING (333067.8730434276 3316675.6352305426, 333074.0956352599 3316697.8238607827)"
passenger_flow_mpp.1211,1211,27.0,"LINESTRING (333232.1070837674 3325325.3642232595, 333243.03904764354 3325321.2079728204, 333252.09037053544 3325313.8652401497, 333258.30687332945 3325304.0156049384)"
passenger_flow_mpp.1212,1212,27.0,"LINESTRING (334900.9607375421 3318380.2735916837, 334902.37703967246 3318371.71641584)"
passenger_flow_mpp.1213,1213,27.0,"LINESTRING (334906.0642978408 3318424.762094056, 334911.3523424917 3318384.6635782016)"
passenger_flow_mpp.1214,1214,27.0,"LINESTRING (336780.0337845159 3333939.2388472585, 336856.76512016903 3333991.1392287407)"
passenger_flow_mpp.1215,1215,27.0,"LINESTRING (337402.4271918344 3334364.519544453, 337655.02657818503 3334536.1640166435, 337666.2580575278 3334546.307968205, 337698.4074244394 3334570.0003357637, 337759.40746955556 3334610.7392831966, 337828.81745189545 3334657.0947001763, 337846.11643308314 3334667.0384379504, 337861.91293042747 3334666.583680599, 337923.91324212786 3334649.7056322726, 337932.55452342663 3334654.1233999883, 337942.2163174939 3334655.8655277183, 338009.5169807014 3334637.964201938)"
passenger_flow_mpp.1216,1216,27.0,"LINESTRING (337422.3671221797 3318242.3976912936, 337484.74087984517 3318214.28665169, 337489.2218763201 3318210.562544176, 337490.8445060018 3318207.7650799262, 337492.1395815146 3318205.53114406, 337493.12146570964 3318193.544273359, 337459.6489935563 3317997.599585206, 337459.1135323185 3317980.868214194, 337461.18645980617 3317964.3202141477, 337465.6780727254 3317948.180087356, 337471.8633771356 3317935.255387339)"
passenger_flow_mpp.1217,1217,27.0,"LINESTRING (337551.78836893267 3318225.8280885485, 337575.303861478 3318221.8321336126)"
passenger_flow_mpp.1218,1218,27.0,"LINESTRING (340695.41910651955 3332355.943245523, 340794.6848204968 3332427.312079288)"
passenger_flow_mpp.1219,1219,27.0,"LINESTRING (340721.55757838127 3332342.4570859913, 340812.05698957323 3332408.991085797)"
passenger_flow_mpp.1220,1220,27.0,"LINESTRING (341130.91873338295 3335032.7838502163, 341153.4295478955 3335070.260507745, 341777.67398336646 3334732.788321608)"
passenger_flow_mpp.1221,1221,27.0,"LINESTRING (343829.8989886125 3326363.0958881876, 343842.8293709806 3326456.8400514736, 343868.1566245453 3326640.4638654473)"
passenger_flow_mpp.1222,1222,27.0,"LINESTRING (345176.5674666151 3317414.568239485, 345183.56505262223 3317514.522518975)"
passenger_flow_mpp.1223,1223,27.0,"LINESTRING (345185.5793124783 3317575.6842883327, 345095.07172656304 3317528.5095786345, 345082.897259268 3317527.4607442743, 345071.7746069409 3317532.6048695706, 345064.6793608238 3317542.7917507077, 345132.1631454191 3317572.219826454, 345191.81747814757 3317593.88744264, 345216.61112172547 3317600.1914831875, 345224.53374847135 3317601.6059147813)"
passenger_flow_mpp.1224,1224,27.0,"LINESTRING (346039.9856416905 3335645.7715839096, 346066.46935670584 3335653.938454599, 346107.4832809792 3335666.5865317546)"
passenger_flow_mpp.1225,1225,27.0,"LINESTRING (350510.58434885077 3326922.830796361, 350531.62972085853 3326995.8171778363)"
passenger_flow_mpp.1226,1226,27.0,"LINESTRING (355921.2179405473 3322150.5410879343, 356178.57672766177 3321995.43715562)"
passenger_flow_mpp.1227,1227,28.0,"LINESTRING (297935.1707480714 3314440.964757555, 298849.6995651427 3313167.4815964466)"
passenger_flow_mpp.1228,1228,28.0,"LINESTRING (301994.2681864801 3317112.330799809, 302048.64678152115 3317038.288402915, 302066.4448560758 3317029.4322692933, 302078.14103116957 3317019.4656655146, 302083.99177190044 3317011.932107217, 302132.7568172478 3317044.988719158)"
passenger_flow_mpp.1229,1229,28.0,"LINESTRING (301996.230520425 3317162.6347244587, 302194.5898856798 3317306.7766322577, 302232.7132113178 3317333.26027864)"
passenger_flow_mpp.1230,1230,28.0,"LINESTRING (309139.3507686047 3323620.0345775695, 309148.5069514059 3323608.3452328667)"
passenger_flow_mpp.1231,1231,28.0,"LINESTRING (319865.8346594072 3319210.2623318303, 319883.3472077276 3319226.1446854477, 319909.4249513998 3319249.79676008)"
passenger_flow_mpp.1232,1232,28.0,"LINESTRING (322422.31515217817 3317882.414909623, 322455.6695642688 3317855.8260478727)"
passenger_flow_mpp.1233,1233,28.0,"LINESTRING (322907.4595541254 3323535.970146512, 322915.964782346 3323532.399044841, 322931.15662508947 3323529.272773991, 322946.5947085805 3323529.468546436, 322970.95537987316 3323532.625448067)"
passenger_flow_mpp.1234,1234,28.0,"LINESTRING (323014.9953798408 3323541.786127433, 323038.7720028129 3323544.619945114)"
passenger_flow_mpp.1235,1235,28.0,"LINESTRING (325348.9017745236 3318878.255704752, 325354.6415609849 3318881.1583358035)"
passenger_flow_mpp.1236,1236,28.0,"LINESTRING (325847.4195354346 3324974.875206849, 325859.8311023208 3324911.8192928582, 325875.8717683988 3324913.672480479)"
passenger_flow_mpp.1237,1237,28.0,"LINESTRING (325881.9267512171 3325101.7133001583, 325916.54117088515 3325149.8362560724)"
passenger_flow_mpp.1238,1238,28.0,"LINESTRING (325878.0284121797 3324830.5679694065, 325927.6672117393 3324724.164334888)"
passenger_flow_mpp.1239,1239,28.0,"LINESTRING (326265.47876539524 3324076.3831835897, 326315.9145634424 3324087.784144455)"
passenger_flow_mpp.1240,1240,28.0,"LINESTRING (326504.6265334819 3327747.7318767565, 326589.04754147667 3327850.2560428893, 326597.11067973525 3327860.048159869)"
passenger_flow_mpp.1241,1241,28.0,"LINESTRING (326709.8247593586 3327736.767904761, 326717.1505799247 3327730.8267923086, 327060.89062696334 3327452.0974091976, 327016.4410387288 3327397.1414286266, 327105.20479261765 3327326.3477841495, 327240.35904720734 3327489.6368229333, 327398.73808615556 3327362.877003902, 327418.1123581719 3327386.963558361, 327511.7218134131 3327305.2328489963, 327520.8147173915 3327300.8777248245, 327526.58709566976 3327300.011341301, 327715.42766157095 3327332.5338685373, 327807.42435852136 3327350.1689801514, 327801.71897558926 3327411.1730712573)"
passenger_flow_mpp.1242,1242,28.0,"LINESTRING (327307.89842258533 3335746.8589929375, 327340.6054894885 3335780.1587617537, 327481.5996064561 3335910.4274406848)"
passenger_flow_mpp.1243,1243,28.0,"LINESTRING (327201.73254314007 3318579.050828704, 327244.71570183645 3318578.0731092, 327264.29993834405 3318571.4479571553, 327277.73637074337 3318560.4843988493, 327288.67239417206 3318543.9059482156, 327299.6251531296 3318521.4770525894)"
passenger_flow_mpp.1244,1244,28.0,"LINESTRING (327274.2699434503 3318672.1767935213, 327288.3184534739 3318601.5598146985)"
passenger_flow_mpp.1245,1245,28.0,"LINESTRING (327559.5028343959 3321896.699194503, 327550.8453866388 3321867.455818038, 327554.1001908035 3321859.644609535, 327560.1816566137 3321853.6739239763, 327568.0460729204 3321850.668689351, 327576.5428813416 3321851.0903246887, 327584.2217687075 3321854.739750853, 327587.600541678 3321858.635918875)"
passenger_flow_mpp.1246,1246,28.0,"LINESTRING (328127.4442872691 3329141.1532172007, 328188.16471277585 3329121.3568013734, 328262.0140982432 3329097.280665395, 328508.5220465445 3329016.919565281)"
passenger_flow_mpp.1247,1247,28.0,"LINESTRING (328279.1227456952 3328801.407025318, 328291.0033111347 3328797.254016214)"
passenger_flow_mpp.1248,1248,28.0,"LINESTRING (329544.5322842893 3325585.9510768913, 329547.8607975939 3325539.2267632214)"
passenger_flow_mpp.1249,1249,28.0,"LINESTRING (329522.1406050649 3321094.7408473394, 329536.7624685804 3321085.6462842724)"
passenger_flow_mpp.1250,1250,28.0,"LINESTRING (330575.1114795706 3333691.481856057, 330583.48307866766 3333698.3959597386, 330612.40096935816 3333722.2814256647)"
passenger_flow_mpp.1251,1251,28.0,"LINESTRING (330710.2353114353 3333829.641623084, 330718.29275296285 3333814.6619820073)"
passenger_flow_mpp.1252,1252,28.0,"LINESTRING (330679.2969146935 3326947.6947271605, 330699.6813951703 3326994.054257819, 330681.9221525353 3326999.315828347)"
passenger_flow_mpp.1253,1253,28.0,"LINESTRING (330847.88286129246 3327269.4865119886, 330884.23022428073 3327269.039551416)"
passenger_flow_mpp.1254,1254,28.0,"LINESTRING (330929.42469937843 3331417.876213336, 330932.3272229106 3331060.989097408, 330932.28610299516 3331059.2536310395, 330929.847442842 3330956.040937044, 330929.02694281633 3330800.840205329)"
passenger_flow_mpp.1255,1255,28.0,"LINESTRING (330947.9652431576 3327576.6996912924, 331038.41493918106 3327551.5881297444, 331067.6136917481 3327644.707405361, 331388.1630339584 3327526.719474089)"
passenger_flow_mpp.1256,1256,28.0,"LINESTRING (331276.42868550506 3325839.905405467, 331312.2943834292 3325769.846893071)"
passenger_flow_mpp.1257,1257,28.0,"LINESTRING (331659.80324825586 3320873.294401948, 331676.6664522856 3320887.758505651, 331687.55772918917 3320905.995281914)"
passenger_flow_mpp.1258,1258,28.0,"LINESTRING (332073.9674128753 3333435.331449682, 332187.89175726165 3333405.0043728356)"
passenger_flow_mpp.1259,1259,28.0,"LINESTRING (333152.3401260681 3325712.8247461733, 333171.2103384398 3325762.6289823493, 333180.31152058527 3325784.108933686, 333245.24476442306 3325913.497751787, 333259.5768215552 3325948.1918335133)"
passenger_flow_mpp.1260,1260,28.0,"LINESTRING (333278.83189259225 3318401.844025412, 333304.1926138716 3318406.893691354, 333439.63297242124 3318435.3385061068, 333396.94106103724 3318554.600252324)"
passenger_flow_mpp.1261,1261,28.0,"LINESTRING (333290.00429187063 3318259.555020897, 333280.0571929283 3318367.902857644, 333290.23024577973 3318255.3389932965)"
passenger_flow_mpp.1262,1262,28.0,"LINESTRING (333531.5504553907 3327144.2585635725, 333512.9541022121 3327132.4557571546, 333548.0795436299 3327051.1084753685)"
passenger_flow_mpp.1263,1263,28.0,"LINESTRING (333592.6704849722 3326938.79944641, 333620.85109057894 3326895.5821958953, 333651.24434023345 3326851.9990608906, 333767.30308947014 3326701.918060086)"
passenger_flow_mpp.1264,1264,28.0,"LINESTRING (334202.9682110469 3336756.1287629693, 334098.15667986136 3336782.4335017856, 334100.408050169 3336791.1575074755, 334148.30244050926 3336779.126322595)"
passenger_flow_mpp.1265,1265,28.0,"LINESTRING (334735.6116347017 3328182.4029293535, 334759.57090549904 3328148.3911389248)"
passenger_flow_mpp.1266,1266,28.0,"LINESTRING (335252.99658391986 3334266.9292775327, 335261.60945941287 3334262.920105091, 335270.93661498034 3334261.5608718665, 335279.26204526017 3334289.8162304056)"
passenger_flow_mpp.1267,1267,28.0,"LINESTRING (335273.6013574005 3331923.7129012905, 335289.2697093716 3331972.3673332655)"
passenger_flow_mpp.1268,1268,28.0,"LINESTRING (335521.868457538 3330219.3081186567, 335593.882541199 3330303.372119142, 335652.1535179648 3330358.0423620706)"
passenger_flow_mpp.1269,1269,28.0,"LINESTRING (337388.36290273827 3330207.5554678906, 337546.30486905447 3330259.8643320003, 337557.2855078025 3330259.258864066, 337573.21733729605 3330254.478613999, 337576.46314681397 3330252.324425454, 337580.318200276 3330245.7269369094, 337580.7428618587 3330241.8406482907, 337578.41822047567 3330234.55833073, 337566.0733182298 3330221.1049637734, 337559.6695549394 3330205.235928503, 337534.72997757053 3330194.0747405537)"
passenger_flow_mpp.1270,1270,28.0,"LINESTRING (337453.34424578503 3332700.423614593, 337466.11006447056 3332727.1968014715, 337504.66056709434 3332838.0397373945, 337505.6898055055 3332888.132469783, 337502.57387061947 3332931.634953976, 337484.57710404636 3333096.414607622, 337484.2326948039 3333138.3241443927, 337486.8749659464 3333173.6489043008, 337502.9930742145 3333312.205356811, 337512.20577159297 3333361.7337598074, 337532.06068123574 3333440.1498098187, 337510.11125024327 3333454.7748720585, 337393.3339572082 3333515.145278834, 337400.9530046399 3333561.149720124, 337547.52306321985 3333534.372670373, 337574.5207347516 3333535.3041267996, 337604.0139076177 3333542.0742830285, 337632.9418203484 3333543.199089618, 337778.47856441827 3333505.1328830067, 338249.9129869485 3333386.33211496, 338448.43429822254 3333333.5276812837, 338466.4051049154 3333323.5081927953, 338967.6259534244 3332973.9397998187, 339373.00339341303 3332731.4423627057, 339626.2315426763 3332853.5697742123, 339597.75367700367 3332870.1702013663, 339621.1830010768 3332910.513050605, 339668.1775214226 3332881.5593080907, 339675.5758523578 3332880.0103148096, 339683.0194221287 3332881.564663081, 339712.23339497874 3332908.853097974, 339745.9736701633 3332869.783183172)"
passenger_flow_mpp.1271,1271,28.0,"LINESTRING (337450.9145005618 3330118.9153981255, 337459.03155291505 3330140.2066399483)"
passenger_flow_mpp.1272,1272,28.0,"LINESTRING (338393.9423744647 3337935.830338823, 338491.5304202513 3338014.6557444436)"
passenger_flow_mpp.1273,1273,28.0,"LINESTRING (338400.7346909301 3327406.0445566447, 338433.45771432575 3327409.6974879415)"
passenger_flow_mpp.1274,1274,28.0,"LINESTRING (338673.1799650207 3326135.8652004073, 338682.93491408933 3326051.2099084333)"
passenger_flow_mpp.1275,1275,28.0,"LINESTRING (338741.2897879969 3325755.256439237, 338916.04709933756 3324805.213926182)"
passenger_flow_mpp.1276,1276,28.0,"LINESTRING (339973.54383673327 3329889.0834120694, 340033.8569734476 3329926.80711086, 340136.88524819363 3329991.2479536952, 340163.1928579517 3330017.138919459)"
passenger_flow_mpp.1277,1277,28.0,"LINESTRING (340215.68089926 3327607.918854551, 340327.34846137144 3327622.0416779225)"
passenger_flow_mpp.1278,1278,28.0,"LINESTRING (340339.33983424434 3322274.428028302, 340371.3690603282 3322154.4633202944)"
passenger_flow_mpp.1279,1279,28.0,"LINESTRING (340570.4752936339 3333588.4556122595, 340677.14120109077 3333660.6290760813, 340883.63016533654 3333778.5832269597)"
passenger_flow_mpp.1280,1280,28.0,"LINESTRING (341066.0989914503 3334981.3968281457, 341366.885656496 3334825.2885741238, 341281.58797825116 3334663.6720887567, 341419.4402433684 3334587.6302497378, 341491.15656195756 3334542.585841877)"
passenger_flow_mpp.1281,1281,28.0,"LINESTRING (341076.0442133325 3334976.1536027254, 341172.35306910775 3334926.2061453187)"
passenger_flow_mpp.1282,1282,28.0,"LINESTRING (341173.4157962701 3335073.075611816, 341254.10951478186 3335029.4516344997)"
passenger_flow_mpp.1283,1283,28.0,"LINESTRING (343690.8240848993 3326565.4903842714, 343805.8951079215 3326703.867386559)"
passenger_flow_mpp.1284,1284,28.0,"LINESTRING (345386.8586886624 3317070.169162594, 346082.94802986726 3317025.31030834)"
passenger_flow_mpp.1285,1285,28.0,"LINESTRING (345670.9267965827 3333020.6104317624, 345693.2420775476 3333079.3822559956)"
passenger_flow_mpp.1286,1286,28.0,"LINESTRING (346736.30475282785 3336952.0890260027, 346752.6334623575 3336927.916767452)"
passenger_flow_mpp.1287,1287,28.0,"LINESTRING (350520.21715073835 3326922.14589693, 350540.46719123714 3326993.369479843)"
passenger_flow_mpp.1288,1288,28.0,"LINESTRING (350953.99524556915 3325615.562105256, 351175.0126793457 3325632.07416655)"
passenger_flow_mpp.1289,1289,28.0,"LINESTRING (351924.42249645205 3337470.633928797, 351930.1534760799 3337481.3091719644, 351941.0463301131 3337489.0326850084, 352051.76046031254 3337520.1303718644, 352329.7323511967 3337603.9601547257, 352152.73864484497 3338201.611063839, 352118.1045047878 3338311.930846988, 352111.3648322844 3338326.432270237)"
passenger_flow_mpp.1290,1290,29.0,"LINESTRING (332751.9971861381 3335224.070373534, 332760.8382760959 3335222.4946184824)"
passenger_flow_mpp.1291,1291,29.0,"LINESTRING (336616.9919766125 3333095.412547516, 336736.29889921367 3332909.662829419)"
passenger_flow_mpp.1292,1292,29.0,"LINESTRING (336652.81235683255 3333884.749942618, 336665.91973556497 3333878.347104493)"
passenger_flow_mpp.1293,1293,29.0,"LINESTRING (336711.4515889281 3333894.4104505936, 336775.7739412853 3333936.3576797843, 336780.0337845159 3333939.2388472585)"
passenger_flow_mpp.1294,1294,29.0,"LINESTRING (346038.4076025394 3337235.2185101374, 346100.4708481189 3337287.557300602, 346156.6713608348 3337331.5547581976, 346241.5913537685 3337393.3336449238)"
passenger_flow_mpp.1295,1295,29.0,"LINESTRING (346243.41907752526 3337394.66268578, 346303.6298646033 3337438.466113861, 346319.1266161583 3337451.329962103, 346343.5428602606 3337475.1543935947, 346348.61587781034 3337481.365490926, 346366.2812138337 3337502.9930937416, 346378.08056744805 3337520.121204074, 346429.0314381886 3337615.962167129, 346473.95952711825 3337694.4834909257, 346529.29283374024 3337780.065009906, 346574.4017404704 3337809.586753277, 346672.8626476531 3337962.2979540355, 346701.6488655261 3338002.579274949, 346824.4985482037 3338149.962686259, 346844.91725250566 3338170.518280723, 346908.27663678443 3338224.174466251, 346943.8866353361 3338263.474349874, 346948.37566651514 3338269.9233026)"
passenger_flow_mpp.1296,1296,29.0,"LINESTRING (347649.5816732541 3338270.3723208318, 347698.3165619187 3338209.6367866364)"
passenger_flow_mpp.1297,1297,30.0,"LINESTRING (301706.28851047705 3317500.0223543826, 301794.903364877 3317569.729363379)"
