id,Feature_ID,Stop_Name,Total_Daily_Alighting,board_daily_int_cta_evening,board_daily_int_cta_morning,board_daily_int_p_o_14_evening,board_daily_int_p_o_14_morning,board_daily_int_cta_m_evening,board_daily_int_cta_m_morning,board_daily_int_coop_evening,board_daily_int_coop_morning,board_daily_int_p_b_8_morning,board_daily_int_p_b_8_evening,board_alight_daily_int_cta_evening,board_alight_daily_int_cta_morning,board_alight_daily_int_p_o_14_evening,board_alight_daily_int_p_o_14_morning,board_alight_daily_int_cta_m_evening,board_alight_daily_int_cta_m_morning,board_alight_daily_int_coop_evening,board_alight_daily_int_coop_morning,board_alight_daily_int_p_b_8_morning,board_alight_daily_int_p_b_8_evening,daily_services_period_cta_evening,daily_services_period_cta_morning,daily_services_period_p_o_14_evening,daily_services_period_p_o_14_morning,daily_services_period_cta_m_evening,daily_services_period_cta_m_morning,daily_services_period_coop_evening,daily_services_period_coop_morning,daily_services_period_p_b_8_morning,daily_services_period_p_b_8_evening,routes_cta_evening,routes_cta_morning,routes_p_o_14_evening,routes_p_o_14_morning,routes_cta_m_evening,routes_cta_m_morning,routes_coop_evening,routes_coop_morning,routes_p_b_8_morning,routes_p_b_8_evening,daily_services_morning_all,daily_services_evening_all,daily_services_all,Morning_Formal_BA,Morning_Informal_BA,Morning_All_BA,Daily_Formal_BA,Daily_Informal_BA,Daily_All_BA,geometry,Total_Morning_Boarding,Total_Evening_Boarding,Total_Routes_At_Stop
cairo_maptis_daily_boarding__alighting__by_agency.1006,1006,Officers Housing (Al Remaya St),28.0,144.0,0.0,0.0,0.0,40.0,44.0,0.0,28.0,0.0,0.0,144.0,0.0,0.0,0.0,40.0,44.0,0.0,56.0,0.0,0.0,96.0,0.0,0.0,0.0,288.0,356.0,0.0,112.0,0.0,0.0,1,0,0,0,3,3,0,1,0,0,468.0,384.0,852.0,44.0,56.0,100.0,228.0,56.0,284.0,,72.0,184.0,8
cairo_maptis_daily_boarding__alighting__by_agency.1007,1007,Old 10th of Ramadan,638.0,100.0,72.0,3928.0,3220.0,1152.0,2188.0,0.0,0.0,0.0,0.0,268.0,207.0,4088.0,3395.0,1152.0,2188.0,0.0,0.0,0.0,0.0,304.0,284.0,1872.0,1856.0,256.0,332.0,0.0,0.0,0.0,0.0,4,4,7,7,3,3,0,0,0,0,2472.0,2432.0,4904.0,2395.0,3395.0,5790.0,3815.0,7483.0,11298.0,POINT (347645.9095892454 3336295.708151449),5480.0,5180.0,28
cairo_maptis_daily_boarding__alighting__by_agency.1008,1008,Olowwa Faris St. (Bab Al Shaereyya),1327.730202733932,508.7797230225727,486.0,0.0,0.0,336.0,402.0,0.0,0.0,0.0,0.0,914.6613444830155,829.0,0.0,0.0,652.0,797.0,0.0,0.0,0.0,0.0,1216.0,1832.0,0.0,0.0,1600.0,2164.0,0.0,0.0,0.0,0.0,21,22,0,0,22,22,0,0,0,0,3996.0,2816.0,6812.0,1626.0,0.0,1626.0,2787.903461931831,0.0,3140.683380113337,POINT (332215.08864908793 3326536.243714866),888.0,844.7797230225726,87
cairo_maptis_daily_boarding__alighting__by_agency.1009,1009,Om Al Masryeen Metro,1856.0,264.0,1204.0,0.0,574.0,280.0,373.0,0.0,0.0,0.0,0.0,616.0,2075.0,144.0,656.0,456.0,604.0,0.0,0.0,0.0,0.0,1744.0,2524.0,1776.0,2568.0,1024.0,1276.0,0.0,0.0,0.0,0.0,15,15,4,4,7,7,0,0,0,0,6368.0,4544.0,10912.0,2679.0,656.0,3335.0,3751.0,800.0,4551.0,POINT (327231.19967217674 3320742.4436183902),2151.0,544.0,52
cairo_maptis_daily_boarding__alighting__by_agency.1010,1010,Om Bayoumi,620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0,0,0,0,0,0,0,0,112.0,112.0,224.0,188.0,0.0,188.0,620.0,0.0,620.0,POINT (331546.0819937753 3335960.6452026586),0.0,0.0,6
cairo_maptis_daily_boarding__alighting__by_agency.1011,1011,Om Bayoumi Station,126.0,12.0,342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,36.0,48.0,84.0,432.0,0.0,432.0,480.0,0.0,480.0,POINT (331638.55452475476 3336605.8090735786),342.0,12.0,2
cairo_maptis_daily_boarding__alighting__by_agency.1012,1012,Omar Efendi (Ahmed Oraby St.),2043.0,80.0,57.0,0.0,157.0,256.0,138.0,36.0,0.0,0.0,0.0,212.0,315.0,112.0,653.0,840.0,391.0,244.0,496.0,0.0,0.0,464.0,644.0,1104.0,1252.0,1424.0,1724.0,256.0,1136.0,0.0,0.0,8,8,4,4,9,9,1,1,0,0,4756.0,3248.0,8004.0,706.0,1149.0,1855.0,1758.0,1505.0,3263.0,POINT (326903.35679869016 3327213.8376492355),352.0,372.0,44
cairo_maptis_daily_boarding__alighting__by_agency.1013,1013,Omar Ibn Abd El Aziz St. & Al Sekka Al Hadid,839.0,0.0,0.0,544.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1220.0,399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2896.0,3184.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,6,0,0,0,0,0,0,3184.0,2896.0,6080.0,0.0,399.0,399.0,0.0,1619.0,1619.0,POINT (337308.18928613764 3302165.7700430383),236.0,544.0,12
cairo_maptis_daily_boarding__alighting__by_agency.1014,1014,Omar Ibn Al Khattab Mosque (Al Matareyya St.),1579.0,88.0,202.0,208.0,294.0,24.0,242.0,0.0,0.0,0.0,0.0,180.0,305.0,636.0,1090.0,116.0,402.0,0.0,0.0,0.0,0.0,608.0,1080.0,1536.0,1688.0,848.0,936.0,0.0,0.0,0.0,0.0,5,5,3,3,6,6,0,0,0,0,3704.0,2992.0,6696.0,707.0,1090.0,1797.0,1003.0,1726.0,2729.0,POINT (336546.57200125116 3331967.697026916),738.0,320.0,28
cairo_maptis_daily_boarding__alighting__by_agency.1015,1015,Ommal Square (5th Settlement),1756.0,72.0,117.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,156.0,189.0,160.0,1440.0,24.0,0.0,0.0,0.0,0.0,0.0,512.0,608.0,128.0,576.0,96.0,0.0,0.0,0.0,0.0,0.0,3,3,1,1,1,0,0,0,0,0,1184.0,736.0,1920.0,189.0,1440.0,1629.0,369.0,1600.0,1969.0,POINT (348774.4353828102 3319476.424896542),117.0,96.0,9
cairo_maptis_daily_boarding__alighting__by_agency.1016,1016,Opera House,1335.0,196.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1049.0,260.0,322.0,0.0,0.0,0.0,0.0,0.0,0.0,1168.0,2096.0,848.0,744.0,0.0,0.0,0.0,0.0,0.0,0.0,12,12,2,2,0,0,0,0,0,0,2840.0,2016.0,4856.0,1049.0,322.0,1371.0,1369.0,582.0,1951.0,POINT (329046.48857063317 3324914.1865376243),420.0,196.0,28
cairo_maptis_daily_boarding__alighting__by_agency.1017,1017,Orascom Business (Anabib Al Petrol),189.0,0.0,0.0,60.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368.0,392.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,2,0,0,0,0,0,0,392.0,368.0,760.0,0.0,215.0,215.0,0.0,335.0,335.0,POINT (343591.1367442951 3334652.7338036587),86.0,60.0,4
cairo_maptis_daily_boarding__alighting__by_agency.1018,1018,Oriental Weavers (6th of October),160.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0.0,352.0,352.0,0.0,0.0,0.0,192.0,0.0,192.0,POINT (298997.7132425585 3315580.7863121126),0.0,32.0,2
cairo_maptis_daily_boarding__alighting__by_agency.1019,1019,Oriental Weavers (Al Haram),5160.0,180.0,226.0,4028.0,7581.0,64.0,30.0,1872.0,1547.0,0.0,0.0,664.0,373.0,4976.0,10343.0,120.0,446.0,2100.0,1666.0,0.0,0.0,544.0,632.0,3136.0,4384.0,448.0,624.0,400.0,476.0,0.0,0.0,4,4,5,5,3,3,1,1,0,0,6116.0,4528.0,10644.0,819.0,12009.0,12828.0,1603.0,19085.0,20688.0,POINT (326800.6786017723 3321309.5715779914),9384.0,6144.0,26
cairo_maptis_daily_boarding__alighting__by_agency.1020,1020,Oriental Weavers (Sheraton),494.0,128.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,416.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,656.0,828.0,0.0,1624.0,0.0,0.0,0.0,0.0,0.0,0.0,7,7,0,3,0,0,0,0,0,0,2452.0,656.0,3108.0,416.0,270.0,686.0,604.0,270.0,874.0,POINT (342518.7102185895 3331899.3924857555),252.0,128.0,17
cairo_maptis_daily_boarding__alighting__by_agency.1021,1021,Othman Pedestrian Bridge (Ring Rd.),136.0,64.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,320.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,252.0,1760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,6,0,0,0,0,0,0,0,252.0,1984.0,2236.0,320.0,0.0,320.0,464.0,56.0,520.0,POINT (337519.2160052727 3338083.961314455),320.0,64.0,12
cairo_maptis_daily_boarding__alighting__by_agency.1022,1022,Othman Steps (Ring Rd.),792.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,192.0,420.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,252.0,1056.0,1592.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,6,6,0,0,0,0,0,0,1844.0,1280.0,3124.0,192.0,84.0,276.0,400.0,504.0,904.0,POINT (337246.85167561006 3338050.639830285),0.0,112.0,18
cairo_maptis_daily_boarding__alighting__by_agency.1023,1023,Palace of Culture (Al Matareyya),500.0,0.0,341.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,559.0,32.0,120.0,0.0,22.0,0.0,0.0,0.0,0.0,288.0,472.0,672.0,1220.0,208.0,284.0,0.0,0.0,0.0,0.0,2,2,3,3,2,2,0,0,0,0,1976.0,1168.0,3144.0,581.0,120.0,701.0,689.0,152.0,841.0,POINT (334783.78674317093 3332694.2685474306),341.0,0.0,14
cairo_maptis_daily_boarding__alighting__by_agency.1024,1024,Palestine School (Ain Shams St.),3379.0,8.0,52.0,0.0,966.0,104.0,23.0,0.0,0.0,0.0,0.0,60.0,422.0,0.0,3059.0,512.0,479.0,0.0,0.0,0.0,0.0,176.0,192.0,0.0,644.0,416.0,604.0,0.0,0.0,0.0,0.0,3,3,0,1,7,7,0,0,0,0,1440.0,592.0,2032.0,901.0,3059.0,3960.0,1473.0,3059.0,4532.0,POINT (338384.7870098084 3334428.9465352176),1041.0,112.0,21
cairo_maptis_daily_boarding__alighting__by_agency.1025,1025,Palestine School (Ain Shams St),391.0,288.0,373.0,0.0,304.0,56.0,289.0,0.0,0.0,0.0,0.0,368.0,590.0,0.0,304.0,104.0,335.0,0.0,0.0,0.0,0.0,144.0,140.0,0.0,608.0,416.0,604.0,0.0,0.0,0.0,0.0,2,2,0,1,7,7,0,0,0,0,1352.0,560.0,1912.0,925.0,304.0,1229.0,1397.0,304.0,1701.0,,966.0,344.0,19
cairo_maptis_daily_boarding__alighting__by_agency.1026,1026,Panasonic (Abbas Al Akkad),883.0,80.0,0.0,0.0,0.0,264.0,401.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,676.0,872.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,1040.0,1380.0,0.0,0.0,0.0,0.0,2,0,0,0,7,7,0,0,0,0,1380.0,1120.0,2500.0,872.0,0.0,872.0,1628.0,0.0,1628.0,,401.0,344.0,16
cairo_maptis_daily_boarding__alighting__by_agency.1027,1027,Papa Jones (Batal Ahmed St.),2554.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,284.0,0.0,0.0,0.0,0.0,336.0,383.0,80.0,81.0,336.0,1742.0,0.0,0.0,0.0,0.0,656.0,1624.0,160.0,216.0,256.0,1136.0,0.0,0.0,0,0,2,2,1,1,1,1,0,0,2976.0,1072.0,4048.0,81.0,2125.0,2206.0,161.0,2797.0,2958.0,POINT (327017.9945136412 3326080.267181873),284.0,120.0,8
cairo_maptis_daily_boarding__alighting__by_agency.1028,1028,Paradise Al Shorouq Compound,177.0,64.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,104.0,128.0,232.0,143.0,0.0,143.0,319.0,0.0,319.0,POINT (370922.3629567359 3336452.4944497575),78.0,64.0,2
cairo_maptis_daily_boarding__alighting__by_agency.1029,1029,Pepsico (Nasr City),64.0,88.0,145.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,152.0,145.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,528.0,756.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,4,4,0,0,1,0,0,0,0,0,756.0,624.0,1380.0,145.0,0.0,145.0,321.0,0.0,321.0,POINT (340523.7371106106 3324204.1155978423),145.0,112.0,9
cairo_maptis_daily_boarding__alighting__by_agency.1030,1030,Petroleum Square (Al Marg),280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,296.0,0.0,0.0,0.0,0.0,0,0,0,0,3,3,0,0,0,0,296.0,176.0,472.0,148.0,0.0,148.0,280.0,0.0,280.0,POINT (338983.57806350384 3336536.7128463434),0.0,0.0,6
cairo_maptis_daily_boarding__alighting__by_agency.1031,1031,Pharaonic Village (Al Bahr Al Aazam St.),55.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1848.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4,0,0,0,0,0,0,1848.0,0.0,1848.0,0.0,165.0,165.0,0.0,165.0,165.0,POINT (327787.3793763452 3319824.5698634093),110.0,0.0,4
cairo_maptis_daily_boarding__alighting__by_agency.1032,1032,Physical Therapy - Modern Academy,274.0,264.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396.0,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,0,0,0,0,0,0,0,0,384.0,272.0,656.0,234.0,0.0,234.0,630.0,0.0,630.0,POINT (337105.5460985389 3319148.037033589),92.0,264.0,8
cairo_maptis_daily_boarding__alighting__by_agency.1033,1033,Pizza Hut (Mostafa Al Nahas),3997.0,424.0,361.0,1496.0,570.0,436.0,141.0,0.0,0.0,0.0,0.0,572.0,892.0,2824.0,2139.0,564.0,434.0,0.0,0.0,0.0,0.0,1232.0,1636.0,2864.0,3584.0,1536.0,2632.0,0.0,0.0,0.0,0.0,14,14,2,2,10,10,0,0,0,0,7852.0,5632.0,13484.0,1326.0,2139.0,3465.0,2462.0,4963.0,7425.0,,1072.0,2356.0,52
cairo_maptis_daily_boarding__alighting__by_agency.1034,1034,Plaza Club (Obour),273.0,48.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,117.0,56.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,104.0,224.0,344.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,448.0,352.0,800.0,117.0,172.0,289.0,197.0,228.0,425.0,POINT (352199.5805253517 3347760.659963055),104.0,48.0,4
cairo_maptis_daily_boarding__alighting__by_agency.1035,1035,Police Academy (Abbaseya),333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.0,0.0,0.0,16.0,18.0,0.0,0.0,0.0,0.0,0.0,872.0,0.0,0.0,1104.0,1564.0,0.0,0.0,0.0,0.0,0,12,0,0,16,16,0,0,0,0,2436.0,1104.0,3540.0,317.0,0.0,317.0,333.0,0.0,333.0,POINT (334696.7573151685 3327680.017880999),0.0,0.0,44
cairo_maptis_daily_boarding__alighting__by_agency.1036,1036,Police Academy (New Cairo),287.0,84.0,23.0,0.0,0.0,216.0,316.0,0.0,0.0,0.0,0.0,116.0,46.0,0.0,0.0,236.0,528.0,0.0,0.0,0.0,0.0,464.0,604.0,0.0,0.0,1072.0,1624.0,0.0,0.0,0.0,0.0,8,8,0,0,12,12,0,0,0,0,2228.0,1536.0,3764.0,574.0,0.0,574.0,926.0,0.0,926.0,POINT (347048.44693001267 3325766.3900740417),339.0,300.0,40
cairo_maptis_daily_boarding__alighting__by_agency.1037,1037,Police Academy (Ring Rd.),3650.0,0.0,0.0,2216.0,1792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,4144.0,3496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,1936.0,3020.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,7,7,0,0,0,0,0,0,3460.0,1936.0,5396.0,18.0,3496.0,3514.0,18.0,7640.0,7658.0,POINT (346008.54820163385 3324119.953743394),1792.0,2216.0,16
cairo_maptis_daily_boarding__alighting__by_agency.1038,1038,Police Hospital (Agouza),782.0,280.0,477.0,0.0,72.0,56.0,81.0,0.0,0.0,0.0,0.0,392.0,545.0,56.0,536.0,84.0,135.0,0.0,0.0,0.0,0.0,1408.0,2028.0,736.0,1744.0,224.0,216.0,0.0,0.0,0.0,0.0,16,16,3,3,1,1,0,0,0,0,3988.0,2368.0,6356.0,680.0,536.0,1216.0,1156.0,592.0,1748.0,POINT (328117.5441790348 3325808.2427188368),630.0,336.0,40
cairo_maptis_daily_boarding__alighting__by_agency.1039,1039,Police Hospital (Al Shaheed Axis),165.0,0.0,54.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,135.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,108.0,0.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,360.0,112.0,472.0,135.0,63.0,198.0,219.0,63.0,282.0,,117.0,0.0,3
cairo_maptis_daily_boarding__alighting__by_agency.1040,1040,Police Hospital (Al Shaheed Corridor),32.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,0,256.0,0.0,256.0,96.0,0.0,96.0,96.0,0.0,96.0,POINT (338811.2044489448 3324229.399983676),64.0,0.0,2
cairo_maptis_daily_boarding__alighting__by_agency.1041,1041,Police Mosque (Salah Salem St),910.0,32.0,72.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,674.0,0.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,464.0,728.0,0.0,1348.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,0,1,0,0,0,0,0,0,2076.0,464.0,2540.0,674.0,216.0,890.0,906.0,216.0,1122.0,,180.0,32.0,11
cairo_maptis_daily_boarding__alighting__by_agency.1042,1042,Police Officers Club (Zamalek),255.0,40.0,0.0,0.0,0.0,412.0,657.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,476.0,848.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,1264.0,1396.0,0.0,0.0,0.0,0.0,3,0,0,0,10,10,0,0,0,0,1396.0,1664.0,3060.0,848.0,0.0,848.0,1364.0,0.0,1364.0,POINT (328297.8741647003 3326926.421476896),657.0,452.0,23
cairo_maptis_daily_boarding__alighting__by_agency.1043,1043,Police Union Club,613.0,24.0,410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,445.0,304.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,372.0,304.0,548.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,1,0,0,0,0,0,0,920.0,528.0,1448.0,445.0,274.0,719.0,469.0,578.0,1047.0,POINT (333827.18076705496 3326179.388325759),410.0,24.0,8
cairo_maptis_daily_boarding__alighting__by_agency.1044,1044,Policeman Institute St. (Nile Corniche),778.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,524.0,479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2160.0,2104.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,4,0,0,0,0,0,0,2104.0,2160.0,4264.0,0.0,479.0,479.0,0.0,1003.0,1003.0,POINT (333251.1719551139 3313714.1071696556),225.0,0.0,8
cairo_maptis_daily_boarding__alighting__by_agency.1045,1045,Port Said Square (Maadi),2162.0,32.0,18.0,1064.0,2884.0,32.0,0.0,0.0,0.0,0.0,0.0,48.0,18.0,1864.0,4198.0,64.0,0.0,0.0,0.0,0.0,0.0,64.0,72.0,1232.0,2148.0,64.0,0.0,0.0,0.0,0.0,0.0,1,1,3,3,1,0,0,0,0,0,2220.0,1360.0,3580.0,18.0,4198.0,4216.0,130.0,6062.0,6192.0,POINT (332353.5609164158 3315759.8820096296),2902.0,1128.0,9
cairo_maptis_daily_boarding__alighting__by_agency.1046,1046,Port Said St. (Al Sawah),2667.0,84.0,155.0,0.0,0.0,252.0,67.0,0.0,0.0,0.0,0.0,456.0,490.0,1188.0,354.0,436.0,301.0,0.0,0.0,0.0,0.0,752.0,1036.0,400.0,1136.0,752.0,1080.0,0.0,0.0,0.0,0.0,10,10,2,2,8,8,0,0,0,0,3252.0,1904.0,5156.0,791.0,354.0,1145.0,1683.0,1542.0,3225.0,POINT (334662.31547320914 3331960.834540886),222.0,336.0,40
cairo_maptis_daily_boarding__alighting__by_agency.1047,1047,Port Said St. Pedestrian Al Mosky,3394.0471127684273,729.9906463082391,896.0,0.0,0.0,1532.0,1656.0,0.0,0.0,0.0,0.0,1149.4448745801608,2453.0,0.0,0.0,2024.0,3979.0,0.0,0.0,0.0,0.0,1504.0,2096.0,0.0,0.0,2432.0,3196.0,0.0,0.0,0.0,0.0,16,17,0,0,16,16,0,0,0,0,5292.0,3936.0,9228.0,6432.0,0.0,6432.0,6650.33932706279,0.0,7279.9318636923135,POINT (331841.1160384228 3325597.0718617043),2552.0,2261.990646308239,65
cairo_maptis_daily_boarding__alighting__by_agency.1048,1048,Porto Cairo Mall,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,36.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0,292.0,1072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,5,0,0,0,0,0,0,0,292.0,1328.0,1620.0,36.0,0.0,36.0,68.0,32.0,100.0,POINT (347907.7711329366 3327087.6286698403),0.0,0.0,9
cairo_maptis_daily_boarding__alighting__by_agency.1049,1049,Postal Office (1st Settlement),362.0,8.0,63.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,48.0,128.0,0.0,0.0,144.0,150.0,0.0,0.0,0.0,0.0,464.0,604.0,0.0,0.0,896.0,1412.0,0.0,0.0,0.0,0.0,8,8,0,0,10,10,0,0,0,0,2016.0,1360.0,3376.0,278.0,0.0,278.0,470.0,0.0,470.0,POINT (351735.8004151586 3327206.7300496334),100.0,8.0,36
cairo_maptis_daily_boarding__alighting__by_agency.1050,1050,Public Taxes Mission (Nasr City),4101.0,0.0,0.0,1088.0,374.0,400.0,291.0,0.0,0.0,0.0,0.0,0.0,0.0,2976.0,1296.0,544.0,1438.0,0.0,0.0,0.0,0.0,0.0,0.0,2096.0,2776.0,1584.0,2104.0,0.0,0.0,0.0,0.0,0,0,2,2,8,8,0,0,0,0,4880.0,3680.0,8560.0,1438.0,1296.0,2734.0,1982.0,4272.0,6254.0,POINT (340502.2427304381 3326524.1280492414),665.0,1488.0,20
cairo_maptis_daily_boarding__alighting__by_agency.1051,1051,Qadry Basha (Al Sayeda Zeinab),4176.0,808.0,1016.0,0.0,173.0,1024.0,1283.0,0.0,0.0,0.0,0.0,1820.0,2023.0,104.0,173.0,1736.0,2624.0,0.0,0.0,0.0,0.0,2400.0,3068.0,496.0,1044.0,3280.0,4576.0,0.0,0.0,0.0,0.0,22,22,1,1,22,22,0,0,0,0,8688.0,6176.0,14864.0,4647.0,173.0,4820.0,8203.0,277.0,8480.0,POINT (330835.85018406017 3323773.9211208513),2472.0,1832.0,90
cairo_maptis_daily_boarding__alighting__by_agency.1052,1052,Qalaa,622.1034876578493,302.3091969751156,281.0,0.0,0.0,84.0,36.0,0.0,0.0,0.0,0.0,455.37062548268653,741.0,0.0,0.0,236.0,234.0,0.0,0.0,0.0,0.0,1264.0,1464.0,0.0,0.0,528.0,784.0,0.0,0.0,0.0,0.0,18,19,0,0,8,8,0,0,0,0,2248.0,1792.0,4040.0,975.0,0.0,975.0,1399.3738795987715,0.0,1429.8953121314469,POINT (331997.9641413292 3323362.9494607146),317.0,386.3091969751156,53
cairo_maptis_daily_boarding__alighting__by_agency.1053,1053,Qalyoub Al Balad Bus Station,4036.0,352.0,1732.0,0.0,0.0,0.0,0.0,532.0,2316.0,0.0,0.0,2128.0,2704.0,0.0,0.0,0.0,0.0,1172.0,2964.0,0.0,0.0,496.0,696.0,0.0,0.0,0.0,0.0,560.0,1060.0,0.0,0.0,3,3,0,0,0,0,1,1,0,0,1756.0,1056.0,2812.0,2704.0,2964.0,5668.0,4832.0,4136.0,8968.0,POINT (327430.2789631153 3340229.350979455),4048.0,884.0,8
cairo_maptis_daily_boarding__alighting__by_agency.1054,1054,Qalyoub District Court,4207.0,72.0,230.0,2520.0,630.0,0.0,0.0,356.0,386.0,0.0,0.0,940.0,847.0,2856.0,1152.0,0.0,0.0,996.0,1610.0,0.0,0.0,496.0,696.0,1040.0,528.0,0.0,0.0,560.0,1060.0,0.0,0.0,3,3,1,1,0,0,1,1,0,0,2284.0,2096.0,4380.0,847.0,2762.0,3609.0,1787.0,6614.0,8401.0,POINT (328332.06430790975 3340174.9768766696),1246.0,2948.0,10
cairo_maptis_daily_boarding__alighting__by_agency.1055,1055,Qalyoub Exit to Ring Rd.,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,944.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,4,0,0,0,0,0,0,1124.0,0.0,1124.0,52.0,106.0,158.0,52.0,106.0,158.0,POINT (329423.00510973856 3336637.5340405656),0.0,0.0,6
