Stop_Name,board_daily_int_cta_morning,board_daily_int_p_o_14_morning,board_daily_int_cta_m_morning,board_daily_int_coop_morning,board_daily_int_p_b_8_morning,board_daily_int_cta_evening,board_daily_int_p_o_14_evening,board_daily_int_cta_m_evening,board_daily_int_coop_evening,board_daily_int_p_b_8_evening,Total_Morning_Boarding,Total_Evening_Boarding
Qattameya,126.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,126.0,240.0
Qawmeya Arabeya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qawmeya Steps (Ring Rd.),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qism El Marg,0.0,0.0,0.0,0.0,870.0,0.0,0.0,0.0,0.0,616.0,870.0,616.0
Rabaah Al Adaweya Mosque,22.0,1147.0411844054527,498.0,0.0,0.0,112.0,307.85447312452,804.0,0.0,0.0,1667.0411844054527,1223.85447312452
Rabaah Al Adaweya Mosque (Nasr City),39.0,0.0,748.0,0.0,0.0,4.0,516.0,192.0,0.0,0.0,787.0,712.0
Radisson Hotel (Sheraton),0.0,0.0,523.0,0.0,0.0,48.0,0.0,564.0,0.0,0.0,523.0,612.0
Radobis Cinema (Haram St.),116.0,209.0,62.0,0.0,0.0,252.0,0.0,60.0,0.0,0.0,387.0,312.0
Ragab Sons (Al Gazaer St.),26.0,86.0,0.0,0.0,0.0,80.0,740.0,48.0,0.0,0.0,112.0,868.0
Ragab Sons (Al Magzar Mariouteya),0.0,164.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,164.0,72.0
Ragab Sons (Al Shabab St. Obour),65.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,65.0,16.0
Ragab Sons (Mahdy Arafa),161.0,328.0,0.0,0.0,808.0,96.0,244.0,0.0,0.0,20.0,1297.0,360.0
Ragab Sons 7th District (6th of October),46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0
Ragab Sons Al Mehwar Al Markazi (6th of October),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,68.0
Ramses,5534.0,9785.0,5412.0,0.0,0.0,3800.0,15212.0,2856.0,0.0,0.0,20731.0,21868.0
Ramses Extension - Southside,62.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,62.0,160.0
Ramses Extension (North of Nasr Rd.),0.0,0.0,80.0,0.0,0.0,60.0,0.0,56.0,0.0,0.0,80.0,116.0
Ramses Extension (South of Nasr Rd.),102.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,102.0,72.0
Ramses Extension Northside,337.0,194.0,235.0,0.0,0.0,60.0,36.0,92.0,0.0,0.0,766.0,188.0
Ramses Language Schools (Khaloussi),368.0,0.0,0.0,0.0,0.0,420.0,0.0,24.0,0.0,0.0,368.0,444.0
Ramses Railway Station,2348.0,5746.0,3730.0,0.0,0.0,1912.0,7188.0,2732.0,0.0,0.0,11824.0,11832.0
Raslan (6th of October),0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,32.0
Real Estate Registration Mission (Shobra),685.0,0.0,70.0,0.0,0.0,448.0,0.0,60.0,0.0,0.0,755.0,508.0
Real Estate Registration Office (Shobra),70.0,0.0,140.0,0.0,0.0,24.0,0.0,24.0,0.0,0.0,210.0,48.0
Realestate Regulation Authoity (6th of October),56.0,0.0,0.0,0.0,0.0,256.0,0.0,0.0,0.0,204.0,56.0,460.0
Red Crescent ( Masaken Zainhom),0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0
Red Kiosk (6th of October),115.0,0.0,0.0,0.0,0.0,188.0,0.0,0.0,0.0,0.0,115.0,188.0
Rehab Gate 13,0.0,0.0,315.0,0.0,0.0,0.0,0.0,256.0,0.0,0.0,315.0,256.0
Rehab Gate 6,0.0,0.0,140.0,0.0,0.0,0.0,0.0,212.0,0.0,0.0,140.0,212.0
Rehab Square,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Remaya 28,0.0,148.8214266457828,0.0,279.0,315.0,0.0,47.590615790640506,0.0,248.0,544.0,742.8214266457828,839.5906157906405
Research Institute of Ophthalmology - Giza,134.0,0.0,44.0,0.0,0.0,88.0,0.0,32.0,0.0,0.0,178.0,120.0
Research Institute of Ophthalmology (Al Giza),0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0
Rihana Plaza (Sheikh Zayed),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rimo Car (Ahmed Helmy St.),160.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363.0,0.0
Ring Rd Exit to Mansoureyya Rd,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,48.0
Ring Rd. Entrance from Moneeb,0.0,1582.0,0.0,0.0,0.0,0.0,1520.0,0.0,0.0,0.0,1582.0,1520.0
Ring Rd. Exit to Al Warraq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ring Rd. Exit to Bashtil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ring Rd. Exit to Cairo Alexandria Agriculture Road,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,24.0
Ring Rd. Exit to Khosous,360.0,0.0,1161.0,0.0,0.0,384.0,0.0,412.0,0.0,0.0,1521.0,796.0
Ring Rd. Exit to Moneeb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ring Rd. Exit to Remaya,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,76.0
Ring Rd. Exit to Safe Al Laban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ring Rd. Exit to Saft Al Laban,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,32.0
Ring Rd. Exit to Zahraa Masr Al Qadeema,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0
Ring Rd. Pedestrian Al Abeet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ring Rd. Pedestrian Ezbet Anwar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ring Rd. Steps 1 (26th of July Corridor),56.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0
Ring Rd. Steps 2 (26th of July Corridor),79.0,133.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,212.0,156.0
Ring Rd. Steps to Ezbet Kayrallah,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0
Ring Rd. Steps to Nahya,0.0,0.0,0.0,18.0,0.0,0.0,272.0,0.0,0.0,0.0,18.0,272.0
Ring Rd. Steps to New Marg,2432.0,53.0,0.0,0.0,0.0,800.0,240.0,0.0,0.0,0.0,2485.0,1040.0
Ring Rd. Steps to Nour City,0.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0
Ring Road Entrance from Cairo Alexandria Agriculture Rd.,0.0,100.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,100.0,64.0
Ring Road Exit to Qalyub,0.0,112.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,112.0,72.0
Ring Road Steps to 26th of July Mehwar,135.0,115.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,0.0,250.0,148.0
River Transport Authority ( Zahraa ),201.0,678.0,131.0,0.0,0.0,200.0,472.0,232.0,0.0,0.0,1010.0,904.0
Rod Al Farag Metro Station,3158.0,0.0,1593.0,0.0,0.0,2580.0,0.0,960.0,0.0,0.0,4751.0,3540.0
Rod Al Farag Youth Center,18.0,172.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,190.0,76.0
Rotana Motors (Maadi),146.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,146.0,100.0
Roushdy Pharmacy (Al Remaya Square),0.0,0.0,41.0,273.0,0.0,0.0,0.0,0.0,0.0,0.0,314.0,0.0
Roxy,95.0,2387.0,2235.0,0.0,0.0,364.0,2996.0,1788.0,0.0,0.0,4717.0,5148.0
Royal City Gate (Sheikh Zayed),0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0
Saad Zaghloul Metro,0.0,49.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,49.0,36.0
Sadat Academy (Maadi),0.0,770.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,770.0,8.0
Safeer Square (Heliopolis),774.0,0.0,747.0,0.0,0.0,668.0,0.0,464.0,0.0,0.0,1521.0,1132.0
Saft Al Laban,0.0,0.0,69.0,0.0,0.0,0.0,224.0,0.0,0.0,0.0,69.0,224.0
Saft Al Laban Axis,0.0,0.0,0.0,0.0,1274.0,0.0,200.0,0.0,0.0,960.0,1274.0,1160.0
Saft Al Laban Entrance from Ring Rd.,0.0,0.0,0.0,0.0,0.0,0.0,192.0,0.0,0.0,0.0,0.0,192.0
Safwa Clinics (Obour),26.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,26.0,48.0
Saint Fatima Square,335.0,0.0,444.0,0.0,0.0,136.0,0.0,704.0,0.0,0.0,779.0,840.0
Saint George Church (Kotseika),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saint Teresa Metro,1686.0,0.0,1404.0,0.0,0.0,1636.0,0.0,736.0,0.0,0.0,3090.0,2372.0
Sakiat Mekki Metro,1042.0,0.0,0.0,0.0,0.0,524.0,0.0,0.0,0.0,0.0,1042.0,524.0
Sakkara Steps (Ring Rd.),0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,72.0
Salah Al Din Citadel (Salah Salem),1843.0,0.0,261.0,0.0,0.0,564.0,0.0,388.0,0.0,0.0,2104.0,952.0
Salah Al Din Square (Heliopolis),315.0,0.0,1481.0,0.0,0.0,108.0,1920.0,1148.0,0.0,0.0,1796.0,3176.0
Salam Alexandria Station,0.0,112.0,0.0,0.0,0.0,0.0,192.0,0.0,0.0,0.0,112.0,192.0
Salam Station (10th of Ramadan Station),206.0,1444.2927169226766,37.0,0.0,0.0,152.0,699.5113842490308,24.0,0.0,0.0,1687.2927169226766,875.5113842490308
Salamtak Labs (Dolce),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Samir & Ali Al Thawra St (Heliopolis),0.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0
Saqqara (Moroor),0.0,3108.0,0.0,0.0,0.0,0.0,1656.0,0.0,0.0,0.0,3108.0,1656.0
Saqqara Rd. & Al Mansoureya Rd.,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,36.0
Saqr Quraish,1166.0,3513.0,252.0,0.0,0.0,972.0,2608.0,160.0,0.0,0.0,4931.0,3740.0
Saqr Quraish Station,98.0,3822.0,135.0,0.0,0.0,312.0,2836.0,60.0,0.0,0.0,4055.0,3208.0
Saray Al Qobba,14.0,1269.0,1636.0,0.0,0.0,0.0,152.0,608.0,0.0,0.0,2919.0,760.0
Sawaris Square (Maadi),0.0,112.0,0.0,0.0,0.0,3.3798030942203425,0.0,0.0,0.0,0.0,112.0,3.3798030942203425
Sayyed Al Abedeen Pharmacy (Cablat St.),0.0,0.0,0.0,0.0,0.0,40.0,48.0,0.0,0.0,0.0,0.0,88.0
Science House Garden (Al Mounira),224.0,0.0,23.0,0.0,0.0,40.0,0.0,200.0,0.0,0.0,247.0,240.0
Scoial Services School (Roxy),0.0,0.0,263.0,0.0,0.0,180.0,0.0,204.0,0.0,0.0,263.0,384.0
Sednawy (Sudan St.),7086.0,871.0,0.0,0.0,0.0,2380.0,520.0,0.0,0.0,0.0,7957.0,2900.0
Sekat Hadid Al Mahager (Basateen),453.0,0.0,294.0,0.0,0.0,208.0,0.0,276.0,0.0,0.0,747.0,484.0
Sekka Hadid St. Pedesterian Bridge,0.0,69.0,0.0,84.0,0.0,0.0,0.0,0.0,24.0,0.0,153.0,24.0
Sekket Al Waili,95.0,0.0,664.0,0.0,0.0,8.0,0.0,1028.0,0.0,0.0,759.0,1036.0
Sekket Al Waili St. (Kobry Al Qobba),0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,140.0
Shabab (Obour),117.0,444.0,0.0,0.0,0.0,0.0,224.0,0.0,0.0,0.0,561.0,224.0
Shabramant,0.0,0.0,0.0,0.0,0.0,0.0,728.0,0.0,0.0,0.0,0.0,728.0
Shabramant Bus Station,0.0,798.0,0.0,0.0,0.0,0.0,504.0,0.0,0.0,0.0,798.0,504.0
Shahrazad Hall ( Sawah),39.0,455.0,153.0,0.0,0.0,128.0,480.0,68.0,0.0,0.0,647.0,676.0
Shalqan Rd.,18.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.0,0.0
Shams Club (Alf Maskan),220.0,2952.0,424.0,0.0,0.0,308.0,3248.0,120.0,0.0,0.0,3596.0,3676.0
Shams Club Squash Courts,22.0,0.0,115.0,0.0,0.0,168.0,0.0,176.0,0.0,0.0,137.0,344.0
Sharea Jadid (Marg Axis),0.0,135.0,621.0,0.0,0.0,0.0,528.0,368.0,0.0,0.0,756.0,896.0
Shawerma Abu Mazen (Maadi),54.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,54.0,48.0
Sheikh Al Balad (Ain Shams St.),22.0,0.0,277.0,0.0,0.0,76.0,0.0,84.0,0.0,0.0,299.0,160.0
Sheikh Ali Youssef School ( Downtown),126.0,0.0,402.0,0.0,0.0,56.0,0.0,100.0,0.0,0.0,528.0,156.0
Sheikh Selim Institute (Arbean St.),0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0
Sheikh Zayed General Hospital,10.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,10.0,48.0
Sheikh Zayed General Hospital Northside,37.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,37.0,12.0
Shepheard Hotel (Qasr Al Nile),200.0,1120.0,127.0,0.0,0.0,300.0,2152.0,56.0,0.0,0.0,1447.0,2508.0
Shobra  Banha St. & Ring Rd.,71.0,0.0,0.0,0.0,0.0,48.0,48.0,0.0,0.0,0.0,71.0,96.0
Shubra Al Khaima City Authority,0.0,360.0,0.0,0.0,0.0,0.0,308.0,0.0,0.0,0.0,360.0,308.0
Shubra Al Kheima City Authority,66.0,1218.0,0.0,144.0,0.0,28.0,1120.0,0.0,0.0,0.0,1428.0,1148.0
Shubra Al Kheima City Council,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shubra Al Kheima East District Authority,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0
Shubra Al Kheima Metro Station,32.0,1078.0,0.0,0.0,0.0,72.0,392.0,0.0,0.0,0.0,1110.0,464.0
Shubra Al Kheima Power Plant,1801.0,1826.0,0.0,193.0,0.0,972.0,1736.0,0.0,76.0,0.0,3820.0,2784.0
Silver Nile Social Club (Nile Corniche),142.0,613.0,701.0,0.0,0.0,168.0,480.0,260.0,0.0,0.0,1456.0,908.0
Simsima (Dokki),18.0,0.0,0.0,0.0,0.0,24.0,0.0,60.0,0.0,0.0,18.0,84.0
Sky Mart Mall (1st Settlement),336.0,0.0,382.0,0.0,0.0,12.0,0.0,344.0,0.0,0.0,718.0,356.0
Soap Factory (Marg),0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0
Sobhy Hussein St. (Al  Moqattam),360.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,360.0,72.0
Sobhy Hussein St. (Al Moqattam),102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0
Social Insurance Bureau (Shubra Al Kheima),0.0,0.0,641.0,0.0,0.0,0.0,0.0,168.0,88.0,0.0,641.0,256.0
Sonesta Hotel (Al Tayaran St.),0.0,0.0,72.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,72.0,68.0
Sonesta Hotel (Tayaran St.),14.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0
Souq Al Asr (Khalifa Al Mamoun St.),386.0,0.0,986.0,0.0,0.0,268.0,0.0,892.0,0.0,0.0,1372.0,1160.0
Souq Al Gomla,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0
Souq Bab Al Louq,1099.0,0.0,129.0,0.0,0.0,748.0,0.0,124.0,0.0,0.0,1228.0,872.0
Southern Gate Obour Market,13.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,13.0,48.0
Sphinx Square,217.0,157.0,537.0,106.0,0.0,240.0,0.0,724.0,192.0,0.0,1017.0,1156.0
State Council ( Dokki),163.0,392.0,135.0,0.0,0.0,24.0,0.0,56.0,0.0,0.0,690.0,80.0
Sudan St (Ard El Lewa),720.0,1634.0,0.0,0.0,0.0,452.0,2624.0,0.0,0.0,0.0,2354.0,3076.0
Suez Bridge,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,48.0
Suez Bridge Entrance to Ring Road,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,160.0
Sultan Abou Al Ela Mosque (Maspero),0.0,316.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,316.0,80.0
Sultana Weddings Centre (Saqqara),0.0,1694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1694.0,0.0
Sun City Mall,0.0,0.0,449.0,0.0,0.0,128.0,0.0,480.0,0.0,0.0,449.0,608.0
Sun Mall,107.0,0.0,192.0,0.0,0.0,28.0,0.0,824.0,0.0,0.0,299.0,852.0
Swan Lake Compound (5th Settlement),57.0,0.0,370.0,0.0,0.0,184.0,0.0,504.0,0.0,0.0,427.0,688.0
Syndicate Of Commercial Professions (Abbasseya),63.0,840.0,179.0,0.0,0.0,200.0,808.0,36.0,0.0,0.0,1082.0,1044.0
Taawon (Al Matareyya),565.0,0.0,1152.0,27.0,0.0,136.0,0.0,520.0,184.0,0.0,1744.0,840.0
Taba St. & 6 October St. (Salam),0.0,546.0,0.0,0.0,0.0,0.0,568.0,0.0,0.0,0.0,546.0,568.0
Tabarak (Omar Al Mokhtar St.),0.0,3900.0,306.0,0.0,0.0,0.0,516.0,0.0,0.0,0.0,4206.0,516.0
Tagneed,104.0,0.0,2077.0,728.0,0.0,360.0,0.0,1668.0,0.0,0.0,2909.0,2028.0
Tahrir Square,687.0,0.0,86.0,0.0,0.0,1244.0,0.0,112.0,0.0,0.0,773.0,1356.0
Taki (Al Waili),710.0,0.0,138.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,848.0,316.0
Talaat Harb Cultural Center,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0
Talaat Harb Mall (Downtown),0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,48.0
Talaat Harb Square (Downtown),286.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,286.0,64.0
Taqa Gas Station (Badrasheen),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tara Compound Entrance (Sheikh Zayed),18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0
Telecom Egypt Central ( Almaza ),0.0,112.0,331.0,0.0,0.0,32.0,0.0,232.0,0.0,0.0,443.0,264.0
Telecom Egypt Central (6th Of October),0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0
Telecom Egypt Central (Almaza),0.0,0.0,49.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,49.0,24.0
Teraat Al Gabal St.,26.0,0.0,300.0,46.0,0.0,48.0,64.0,248.0,0.0,0.0,372.0,360.0
Teraat Al Khashab (Nile Corniche),0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,124.0
Teraat Al Marioteyya St.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Teraat Al Zomor & Abu Bakr Al Siddiq St.,0.0,67.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,67.0,300.0
Teraat Taware' Axis,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0
Tereat Al Gabal St. (Al Horeyya St.),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tharwat Bridge (Saft El Laban),9.0,1680.0,23.0,0.0,0.0,0.0,1544.0,60.0,0.0,0.0,1712.0,1604.0
The Continental School of Cairo (Obour),0.0,86.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,86.0,32.0
The Egyptian Lawyers Association,3572.0,209.0,2106.0,0.0,0.0,3880.0,0.0,1388.0,0.0,0.0,5887.0,5268.0
The National Museum of Egyptian Civilization,0.0,0.0,0.0,0.0,0.0,20.0,36.0,100.0,0.0,0.0,0.0,156.0
The Platform (Maadi),82.0,515.0,231.0,0.0,0.0,32.0,240.0,168.0,0.0,0.0,828.0,440.0
The Unknown Soldier Memorial,0.0,0.0,22.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,22.0,80.0
Three Brothers Supermarket (Al Manial),406.0,2262.0,22.0,0.0,0.0,128.0,1252.0,328.0,0.0,0.0,2690.0,1708.0
Three Pyramids Hotel,83.0,209.0,36.0,210.0,0.0,36.0,0.0,20.0,28.0,0.0,538.0,84.0
Tiba Grand Mall (6th of October),0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,68.0
Tolip (Zahraa Nasr City),155.0,207.0,1187.0,0.0,0.0,328.0,0.0,788.0,0.0,0.0,1549.0,1116.0
Tolip Plaza (5th Settlement),60.0,0.0,0.0,0.0,0.0,248.0,0.0,0.0,0.0,0.0,60.0,248.0
Toman Bay St. (Heliopolis),287.0,0.0,356.0,0.0,0.0,80.0,0.0,260.0,0.0,0.0,643.0,340.0
Tomwa (Abu Al Nomros),0.0,160.0,0.0,0.0,0.0,0.0,96.0,0.0,24.0,0.0,160.0,120.0
Tora Prison (Autostrad),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tora Steps (Autostrad),0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,92.0
Total (Haram Marioteya),356.0,0.0,242.0,511.0,0.0,324.0,0.0,244.0,144.0,0.0,1109.0,712.0
Total Abou Al Gheit Rd.,117.0,100.0,0.0,0.0,0.0,64.0,336.0,0.0,0.0,0.0,217.0,400.0
Total Gas Station (Autostrad Zahraa Al Maadi),0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0
Total Gas Station (Autostrad),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total Gas Station (Kattameya Entrance),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total Gas Station (Kattameya),27.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,27.0,40.0
Total Gas Station Bassous ( Ring Rd. ),14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0
Total Gas Station Bassous (Ring Rd.),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Traffic Department ( Ain El Sira ),46.0,269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.0,0.0
Traffic Licensing Complex (Shubra),601.0,354.0,396.0,0.0,0.0,256.0,120.0,60.0,0.0,0.0,1351.0,436.0
Triumph Square,746.0,534.0,713.0,0.0,0.0,276.0,192.0,452.0,0.0,0.0,1993.0,920.0
Twin Plaza,0.0,0.0,68.0,0.0,0.0,48.0,0.0,356.0,0.0,0.0,68.0,404.0
Union Housing Al Nasr (Kattameya),180.0,0.0,144.0,0.0,0.0,104.0,0.0,96.0,0.0,160.0,324.0,360.0
Vehicles Administration ( Salah Salem St.),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Versay ( Waili ),215.0,0.0,22.0,92.0,0.0,60.0,0.0,80.0,32.0,0.0,329.0,172.0
Victoria (Ahmed Helmy St.),32.0,45.0,0.0,0.0,0.0,144.0,104.0,0.0,0.0,0.0,77.0,248.0
Vitrac Square (5th Settlement),129.0,0.0,0.0,0.0,0.0,152.0,0.0,0.0,0.0,0.0,129.0,152.0
Vodafone (Ahmed Al Zomor),280.0,1232.0,868.0,0.0,0.0,0.0,1008.0,512.0,0.0,0.0,2380.0,1520.0
Vodafone (Imbaba),0.0,225.0,120.0,0.0,0.0,0.0,200.0,12.0,0.0,0.0,345.0,212.0
Vodafone (Zahraa Al Maadi),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vodafone Square,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0
Wadi Al Nile Hospital (Matareya St.),198.0,43.0,309.0,0.0,0.0,48.0,432.0,172.0,0.0,0.0,550.0,652.0
Wadi Al Nile St.,46.0,2258.0,0.0,0.0,0.0,0.0,1736.0,0.0,0.0,0.0,2304.0,1736.0
Wadi Al Nile St. & 26 of July Corridor (Mit Okba),33.0,187.0,0.0,0.0,0.0,388.0,0.0,0.0,0.0,0.0,220.0,388.0
Wadi Al Nile St. and Nile Corniche,13.0,79.0,0.0,0.0,0.0,0.0,436.0,0.0,0.0,0.0,92.0,436.0
Wadi Degla Sporting Club (6th of October),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wadi Degla Sporting Club (Heliopolis),0.0,40.738765043772176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.738765043772176,0.0
Wadi Degla Sporting Club (New Cairo),31.0,0.0,162.0,0.0,0.0,204.0,0.0,316.0,0.0,0.0,193.0,520.0
Wadi Hof Metro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Waei Islami Hospital (Mostorod),413.0,3220.0,93.0,0.0,0.0,40.0,1176.0,40.0,0.0,0.0,3726.0,1256.0
Waha Garage (10th District Nasr City),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Waha Hotel (Alexandria Desert Rd.),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Warraq Al Arab,304.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,304.0,104.0
Wataneya Gas Station (Autostrad Maadi),0.0,594.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,594.0,36.0
Wataneya Gas Station (Kattameya Ring Rd.),373.0,111.0,0.0,0.0,693.0,292.0,0.0,0.0,0.0,2240.0,1177.0,2532.0
