Route_Code,Vehicle_Type,Route_Length_km,Vehicle_Capacity
9j2ux9o5-KraQgcDFxC0H,Bus,24.2855936368644,49
P_O_14_6O029,Microbus,2.90101081937498,14
GT_lXm70bMWn54RrTwB2R,Microbus,15.1204040688968,14
P_B_8_6O017,Tomnaya,16.8574711268719,7
kchlu_YSoCWiXIfcmzM2n,Microbus,21.206864020127,14
26Q9q9X6pYG2gBMg7IWKk,Microbus,22.4311658882648,14
hnRdMePAiavyLNXrgXpgd,Microbus,4.56547030803567,14
GT_lXm70bMWn54RrTwB2R,Microbus,13.8931173509842,14
Zl9qxNlqnCCOTNhz07iZt,Microbus,8.04048352599161,14
RsaOPeERsjGuuC6Q-S_FU,Minibus,7.0659036591115,33
79A4DBdhOZXDQqFQNdq_5,Tomnaya,9.63886652412846,7
Dnad46KxSgtz6WrdlQUHY,Tomnaya,14.6437086277784,7
26Q9q9X6pYG2gBMg7IWKk,Microbus,16.6787221876821,14
fhoRkkZP1LuBccGcQ-lPf,Microbus,1.65039533705668,14
COOP_IG081,Minibus,15.1532263389848,33
P_O_14_CA002,Microbus,7.70125997283575,14
1hy6BzswcfezL07nZtvGZ,Microbus,7.72394229824909,14
P_O_14_IC068,Microbus,23.0356029018128,14
jH8jIzX99Uq4NH-UZS5XF,Microbus,12.5242059876908,14
4E_NzHWE6SBBt9WiSwera,Microbus,44.2730736963712,14
FI3sY62cvzwcF6qpLJTuV,Microbus,11.023045608627,14
dJf-9v2Gx-4ypC7DPKMUc,Bus,13.6940674673821,49
EdxCXX3s8ILq_VMt8162G,Microbus,7.93581006384356,14
lERFh__deEcw2uO7KdOxv,Microbus,8.98019733537799,14
wMjyQ7gRXkx7VXHzsFwCf,Microbus,4.17902719312097,14
VjYEpD99WGuBFvH5Dw-gV,Bus,15.3443738942389,49
ijoblexYmIYN_Bo_iD_Wg,Bus,16.7887496570492,49
YC8mSQwzG7-Amd9rDuPR1,Microbus,5.20700309023184,14
9JtrrWplRidMq_w6-6Bs8,Microbus,8.75901199294996,14
aWV3f3TuFNL4Wo6tZP7KU,Bus,20.6342194770571,49
bPAOgrQbVCQOI58hPq8M2,Minibus,26.3958742080788,33
DClfXOL0aW73BQGJeM5yZ,Microbus,19.7597804883687,14
miikEkLkL-jQKBoSrb6mE,Microbus,1.23249004232805,14
pHXU8x5lS5GcVfRS1nUfp,Minibus,21.515266573592,33
r2vpERz_TL7ahX5F7dvh9,Bus,16.0858137947165,49
A7O-x1J3WidCSxnV85H0s,Tomnaya,3.69515892821706,7
AK9Xq6-wtWH9sbUvuMUdZ,Minibus,20.3635952688192,33
TpYarSDEAgegRqTp_xFUV,Microbus,27.7024999241404,14
ETX2nqBxCzv_fCv4LLihL,Microbus,8.84661448023334,14
Plpoxm6EKpqHluA67UbO1,Bus,18.715094649917,49
XJQVWOM0aIFhA0CTFaprI,Microbus,28.5231439682798,14
-lI1f278TKfnCnumdD48V,Microbus,1.77909618527353,14
P_B_8_CA097,Tomnaya,3.77932050922844,7
1ZbDBsUQUJRub7iZYmHFI,Microbus,2.24744730531446,14
P_O_14_CA167,Microbus,22.193698895487,14
P_B_8_6O001,Tomnaya,4.77918779980775,7
P_B_8_6O010,Tomnaya,7.67186793832494,7
COOP_IG064,Minibus,4.57289605609704,33
15BSVKWwvsIQTR_rWUxzo,Minibus,17.8457531312534,33
CTA_104S,Bus,9.19400116100814,49
FCAAr3fes-LcOKbkahMq-,Microbus,8.65364528011379,14
ORbU8y-2u8NYD8VDwA_c2,Bus,15.067293294899,49
4cp78uINFpGWUO3lvHpAX,Microbus,9.07734217593612,14
deuSL4GElipbqZ1Ys9lLE,Bus,13.0197965201047,49
ghUS4XUgfmpDNLCwwFfTq,Bus,18.7160031605967,49
vffeFh9VQdtrf4m7w-fNP,Bus,13.0138187758325,49
DbG-wNqeP6sqp4PmEoB9c,Bus,14.0238371873823,49
YOeG87a61PuMMNWtTAVCS,Bus,15.7285863341295,49
jAkc2JP8TWQ7cm1sx3V2V,Minibus,13.3124081364827,33
whPhZJOh0ITe1RuUOEZX2,Bus,10.6220929835491,49
YlvolLQ1uzaw8eiT89HI2,Bus,15.0394933083688,49
XHoe5oRTlC1Ihm0e712t_,Microbus,6.77961497236171,14
ORbU8y-2u8NYD8VDwA_c2,Bus,15.5750519260177,49
vzaclNhp7UH-JW9CUKVZf,Bus,18.2821088771344,49
XEvmtqv39IKsFQIslODQ_,Microbus,7.70956173609737,14
Y2QwurrDMngNWrnsgPUTv,Microbus,2.90624129247425,14
0A3pcPjwLEpq7hwveYoyO,Microbus,10.7951112200036,14
vzaclNhp7UH-JW9CUKVZf,Bus,17.4503007257955,49
AraWFRXUDKxtJaQwJRzX3,Bus,15.8100795105593,49
GZtwE0__sVe5sfdM8Hq45,Microbus,5.35657117493138,14
krefFO7pEgU4JkYMwWveO,Microbus,21.3211469263144,14
6rjmU4VqdB1ooUUa9jZiN,Minibus,35.628719238632,33
UfIjTN8B9qEE30WQYajlo,Minibus,26.4742350891404,33
B31s4JolfJ0z-HLdNoXCR,Bus,15.8214984696729,49
NQ9Wqx8QvnYzPFWEsHHiM,Tomnaya,26.4888121109623,7
AraWFRXUDKxtJaQwJRzX3,Bus,17.640785675343,49
P_O_14_CA086,Microbus,11.6103422407494,14
c9cUCbuNGMusHnHEIT34g,Bus,8.26844474494048,49
YOeG87a61PuMMNWtTAVCS,Bus,16.2053480762897,49
YIHTQhZhY68hR2EQjvlF-,Bus,18.084890061934,49
3Yvct3Jc-AgCLWnx8iJb-,Microbus,6.57712780624499,14
Z2RSwdOqb-nYzFdq9dXUL,Microbus,9.13136124383398,14
K1dlRvEAwUViQaG-pJKjN,Tomnaya,7.54577888854169,7
kchlu_YSoCWiXIfcmzM2n,Microbus,17.2378262123137,14
aPqU-5Zq_31ywCFAxL2wE,Microbus,11.2647664906808,14
CTA_532,Bus,12.9063375385919,49
Zl9qxNlqnCCOTNhz07iZt,Microbus,9.28302874331744,14
P_O_14_IG018,Microbus,9.11405041320232,14
P_O_14_CA047,Microbus,8.45619008364942,14
P_O_14_IC039,Microbus,10.8513610412232,14
CTA_103-1094,Bus,12.414623655154,49
P_B_8_IC068,Tomnaya,22.784669981449,7
CTA_1136,Bus,31.5596670096761,49
P_B_8_IC067,Tomnaya,20.6861804117413,7
YyMVnpFACm_b2uotE7GjR,Microbus,15.9384870711752,14
P_O_14_CA130,Microbus,13.7261903135762,14
P_O_14_IG015,Microbus,12.6633433413575,14
X7OUnQkaUhlNHC3RmAKjb,Microbus,10.9017806498531,14
P_B_8_NC005,Tomnaya,10.1783834581016,7
U1qTC-v8kA9-Rkit2YfDm,Microbus,5.30896633540192,14
JyWtn3ABwFi8HtnOdZir3,Microbus,4.63867013149422,14
P_O_14_CA087,Microbus,14.9587453494318,14
hnRdMePAiavyLNXrgXpgd,Microbus,5.58837804331569,14
CTA_306,Bus,17.1979539001716,49
CTA_3G,Bus,9.8605781016973,49
AsoLzlPVywndjqDIeorpb,Microbus,14.6606031025724,14
P_O_14_CA119,Microbus,5.14195703941885,14
P_O_14_IG083,Microbus,5.79821807381755,14
CTA_24T,Bus,15.5081165439049,49
P_B_8_IC073,Tomnaya,24.6920999803547,7
CTA_15,Bus,10.1159083128103,49
CTA_26T,Bus,11.0779486924889,49
P_O_14_CA092,Microbus,24.9112805876485,14
P_O_14_CA081,Microbus,14.1780462655637,14
P_O_14_CA088,Microbus,11.0654423525893,14
AsBiwEEcVj3jrx8lh9jms,Bus,13.0214160714919,49
P_O_14_IC085,Microbus,17.1444154873391,14
CTA_1087,Bus,27.125587644834,49
P_O_14_IC005,Microbus,5.31850310617639,14
P_O_14_CA009,Microbus,3.60631907682726,14
P_O_14_CA117,Microbus,7.13839168052661,14
P_O_14_GZ030,Microbus,7.50459776115608,14
P_O_14_IG092,Microbus,21.8089689695297,14
P_O_14_CA063,Microbus,13.1059575501855,14
BOX_6O004,Box,4.44587652606401,10
COOP_IC044,Minibus,26.5173032718537,33
P_O_14_IG028,Microbus,17.2800195642727,14
P_O_14_QA006,Microbus,2.93001825744866,14
CTA_568,Bus,9.80062746510472,49
CTA_318,Bus,6.64861937390072,49
P_O_14_GZ055,Microbus,5.81380964645877,14
P_B_8_CA046,Tomnaya,1.04012691341813,7
ZqF0hj3CyZzVwb8YwhrN3,Microbus,13.5988409184618,14
P_O_14_CA088,Microbus,11.6555491845896,14
P_O_14_CA085,Microbus,8.80009965934276,14
P_B_8_6O012,Tomnaya,4.76779166597278,7
P_O_14_CA163,Microbus,19.2542730380387,14
P_O_14_IG034,Microbus,19.4913190341984,14
P_O_14_IG027,Microbus,23.52184468778,14
P_B_8_NC011,Tomnaya,6.85864132297998,7
P_O_14_GZ049,Microbus,5.52301504435798,14
P_O_14_IC090,Microbus,29.1735332047231,14
ezg_t81DPrRfiBGLI9GbE,Microbus,4.48800119393978,14
P_O_14_IC072,Microbus,11.5201564896267,14
P_O_14_GZ042,Microbus,16.952995576041,14
P_B_8_SZ006,Tomnaya,8.93265998447669,7
BOX_6O002,Box,7.20044798613557,10
P_O_14_CA154,Microbus,9.91977326961171,14
P_O_14_IG088,Microbus,14.9511570268499,14
dJf-9v2Gx-4ypC7DPKMUc,Bus,13.8802774249436,49
P_B_8_IC052,Tomnaya,12.7419055607772,7
P_O_14_CA067,Microbus,4.76006400513846,14
P_B_8_6O025,Tomnaya,11.1121244738437,7
7K3l-wUpwMqCltVD6bzOd,Minibus,9.16061532359341,33
CTA_531,Bus,11.7298802926356,49
P_B_8_IC070,Tomnaya,5.00814593942709,7
P_O_14_CA097,Microbus,6.91035041912075,14
P_O_14_CA118,Microbus,2.24974854921679,14
P_O_14_GZ022,Microbus,8.65692692615134,14
P_O_14_CA139,Microbus,6.77207130978918,14
P_O_14_IC049,Microbus,8.80320294524628,14
P_O_14_GZ033,Microbus,3.80822611422102,14
CTA_970-1051,Bus,27.7280517946038,49
COOP_IC065,Minibus,27.4364375395124,33
P_O_14_IC028,Microbus,12.3305612151349,14
P_O_14_CA009,Microbus,3.49950817679453,14
P_O_14_GZ037,Microbus,7.43357804416456,14
MM_NS7,Bus,46.9059067358982,49
P_B_8_6O001,Tomnaya,4.07332763224896,7
P_O_14_CA175,Microbus,7.86633516852538,14
P_B_8_GZ015,Tomnaya,8.26370116859393,7
Fuoze4mwamBt6aoqW-wJH,Microbus,3.93456353618054,14
CTA_568,Bus,9.29095848854293,49
P_O_14_CA146,Microbus,3.43466620438123,14
P_O_14_IC040,Microbus,29.347212818918,14
P_O_14_GZ035,Microbus,14.5655550377584,14
P_O_14_CA083,Microbus,11.0115743666622,14
P_B_8_GZ047,Tomnaya,6.09761969489725,7
P_B_8_6O020,Tomnaya,16.6580243312209,7
P_O_14_CA156,Microbus,11.2328746850085,14
COOP_IG045,Minibus,14.4384322598466,33
P_O_14_IC029,Microbus,14.8872237326024,14
P_O_14_CA164,Microbus,9.17490417767144,14
P_O_14_CA061,Microbus,3.82862765467331,14
P_O_14_CA058,Microbus,6.20719462089431,14
P_B_8_6O015,Tomnaya,5.63665143977727,7
CTA_80,Bus,17.2224819587313,49
CTA_250,Bus,8.58516035352832,49
P_O_14_CA032,Microbus,2.8776561387073,14
CTA_318,Bus,10.4992428581012,49
COOP_GZ062,Minibus,6.1454166809072,33
P_O_14_IG028,Microbus,15.9809336406199,14
P_O_14_GZ024,Microbus,2.79649465029649,14
CTA_914,Bus,13.6468194650126,49
CTA_580,Bus,16.4411142843936,49
P_O_14_CA109,Microbus,16.8260358098725,14
P_O_14_IC079,Microbus,35.9102633787506,14
P_O_14_CA066,Microbus,2.64104263522441,14
P_O_14_IC082,Microbus,26.5984720535363,14
CTA_24T,Bus,11.4845233826688,49
OXsaA6ch0zWJIr-wsnU3M,Microbus,9.33567818823106,14
P_O_14_CA173,Microbus,9.1799915439219,14
CTA_833,Bus,15.2113170451777,49
P_O_14_IG039,Microbus,10.011088665002,14
P_B_8_CA149,Tomnaya,5.74646023417639,7
COOP_QA001,Minibus,9.37078933938482,33
CTA_103-1094,Bus,13.4933824106073,49
P_O_14_CA006,Microbus,7.88573084701736,14
P_O_14_IC041,Microbus,16.1086724172689,14
P_O_14_IC040,Microbus,29.1111115543464,14
P_O_14_GZ043,Microbus,18.9477857062441,14
P_O_14_GZ022,Microbus,14.2724227890996,14
P_B_8_IC067,Tomnaya,21.881745675777,7
P_O_14_CA002,Microbus,7.70724306478562,14
P_O_14_IG083,Microbus,4.7337710810921,14
P_O_14_IG061,Microbus,6.63708140639141,14
C6RjvuOaE6Jy7WRZtUxaM,Bus,14.9616725214846,49
COOP_IG048,Minibus,12.0644095142261,33
MSR_Ms4,Minibus,35.8456605048201,33
GRN_G2,Bus,43.8048448282151,49
GRN_G1,Bus,45.5616101940827,49
d-Goa1xpnuFiRnI_5i9Uy,Minibus,11.2255621454453,33
P_O_14_IG090,Microbus,29.1631277910572,14
P_O_14_CA092,Microbus,23.8234625329067,14
P_O_14_IC066,Microbus,16.7510059290887,14
CTA_130,Bus,14.6800182663863,49
CTA_130,Bus,15.1470729211268,49
CTA_65,Bus,24.8089862284888,49
MM_NS7,Bus,46.364970078623,49
CTA_67,Bus,15.3880491579112,49
CTA_73,Bus,12.6677461620959,49
CTA_67,Bus,15.0577785527286,49
MM_M8,Bus,41.2660908796971,49
CTA_73,Bus,9.83379377611755,49
ioDO0LtWeYfrWrZ16TFr5,Minibus,28.4382743362283,33
ryPRB8CSZ4RJjvfbdXDC1,Bus,28.2634818330292,49
8e41N39_w9qPLPFGgB8Hq,Minibus,21.0441926181565,33
JlzozxxL918inEWQTu3iJ,Bus,18.9828989952945,49
mVZQtFYsUCVuagT7jiTQ-,Minibus,28.2564171386142,33
mNM0sR-uI_A_mqV5u7U0n,Bus,15.8923644197183,49
avm32oXuwPxCT17sZkBf2,Bus,21.8782226999936,49
zhdTDeTPdK8yAT1I8NTLw,Bus,14.332658276177,49
P_O_14_GZ059,Microbus,30.2502549441864,14
9vBFhlX-T17hM_HD2xuxr,Bus,26.8361327341906,49
mNM0sR-uI_A_mqV5u7U0n,Bus,16.5013066213426,49
y2pNkYKdwmq-DYYWpGD5I,Minibus,22.8315213374185,33
r3Rn-Eht_A27WHh3b8Zn0,Microbus,11.9977822263939,14
hXNe26POoDE0MSAUxW0W_,Minibus,21.2202517036555,33
IMRynqA53QmU-orlgoLIj,Microbus,8.81646271127068,14
mVZQtFYsUCVuagT7jiTQ-,Minibus,27.2272975421407,33
bPAOgrQbVCQOI58hPq8M2,Minibus,24.702085899707,33
ioDO0LtWeYfrWrZ16TFr5,Minibus,30.3100919358066,33
P_B_8_CA107,Tomnaya,4.28847553256996,7
8e41N39_w9qPLPFGgB8Hq,Minibus,20.1511697062784,33
ky6MXHGj0HKPAoqxgFyyp,Bus,23.6429747381323,49
ky6MXHGj0HKPAoqxgFyyp,Bus,23.7764691822057,49
fwS4JbFtp5dtGtwMGqXBH,Microbus,15.5663245792957,14
ryPRB8CSZ4RJjvfbdXDC1,Bus,27.6685039084673,49
NQ9Wqx8QvnYzPFWEsHHiM,Tomnaya,24.0203852847947,7
KRWhc98g65P9U2MM4fs0A,Minibus,23.3079566070808,33
wYawpUlAxZrHlVxizOLid,Bus,17.7901767232536,49
J_PqoU-hjIL1h8F626aNF,Minibus,37.6180748834349,33
PDlizFncn7JYVajF5DkR9,Microbus,4.67598950378041,14
vLtVl__J6Y88JxSMUbq9e,Bus,28.3051050967636,49
hzSgTxcnjIdeldzq3BHu1,Bus,13.108298577173,49
3JpAdi2uPwMtPTnRK6Jyp,Minibus,17.8070172811853,33
Hu_E85mwGGhJHvFmWrLch,Minibus,26.7313675841218,33
vLtVl__J6Y88JxSMUbq9e,Bus,30.8869216276824,49
luITCTGk3nUs1odvaqf3p,Minibus,11.7676667383009,33
ADJZbj6QAtiHt8lqBibnV,Minibus,22.0741200347407,33
h2J_fjZiNjbt_8gzFSmzs,Microbus,19.2083388446799,14
dX4GI-MLWfQt63dbt9LNY,Bus,34.9610732624717,49
mQ36caejcbeqdwPrBveqE,Bus,50.9234903135485,49
wjw5IKW5tGSh5Qf2OIk5Y,Bus,48.2431184872369,49
nhJyCrgCzEnJX58NfGuFk,Minibus,28.0587047006619,33
kBtm-qZ0NnQ1idoAL_yfA,Bus,13.8447336992864,49
JktuaW0f3dvlZcs7mDGGu,Bus,26.7297868771639,49
JktuaW0f3dvlZcs7mDGGu,Bus,27.3157567001902,49
MgUVI0pvMFijJFql58iLt,Minibus,29.6681507398442,33
wjw5IKW5tGSh5Qf2OIk5Y,Bus,43.9389514440501,49
kv8R2uui-Di2K3gVwZO78,Microbus,14.9481409581109,14
mQ36caejcbeqdwPrBveqE,Bus,50.9617170553477,49
ctcoGGvDNd93MT5czSIi7,Minibus,29.5728257395801,33
AflV7b-3AGXaMj90ZBio9,Minibus,31.9212377567826,33
AflV7b-3AGXaMj90ZBio9,Minibus,28.8022978482884,33
K9zBV4fj5NavAGCuGFD2i,Bus,44.8940772546957,49
RpY93UNxhi5boOQu37j_C,Bus,27.2855157298671,49
c_zrdXjQmBwztXf6Nw7jP,Bus,17.5720186178477,49
9utw1A6O1TUOZSdVJXnIN,Bus,24.8196428496176,49
h8hJSqxjvR_DV1rkw2S5k,Microbus,5.48263120043401,14
cSajDgx0bM1XDy4LLTYL4,Bus,23.7662102963351,49
Tpa0A12goEVH-sdvNU4pa,Bus,16.1291190049289,49
hXNe26POoDE0MSAUxW0W_,Minibus,20.3730159880303,33
CgY1MncbobepPdQSZZ9dl,Bus,18.2215568217877,49
MgUVI0pvMFijJFql58iLt,Minibus,29.2522569543687,33
c7dsOrHcVJ5TLsMxuO3XG,Bus,26.9501378521237,49
BJ5gu8S2fvtVIQNgi3LNC,Tomnaya,18.1848409207441,7
UIbJAHRCDRcPVxtylKdP1,Microbus,29.373059782059,14
YwAwwkJqjET3Y_3C9x3AO,Microbus,6.85852102228689,14
dX4GI-MLWfQt63dbt9LNY,Bus,36.0493311745674,49
nhJyCrgCzEnJX58NfGuFk,Minibus,28.3369273762983,33
hzSgTxcnjIdeldzq3BHu1,Bus,11.5130013877564,49
BBlbsema50qEzicPBcriq,Minibus,41.8211356247248,33
zdqlYRVdftBHIeoVbaRin,Microbus,5.98365300107867,14
fIX2H6I2zopxdtQs4KTWy,Minibus,23.6433234076059,33
CTA_370,Bus,41.9783547849542,49
JEYUgjN4DNooJRg88uMnU,Minibus,15.5294918779589,33
Bp6VC-w4hVf07QNNC-TUQ,Bus,22.6771689576178,49
BTapayFKafajyYHQLI30g,Bus,17.2240107229213,49
A45ex-5A-EQJSEd1EPD_K,Bus,34.1850197922028,49
6K4_YEnZjlrZGldv7Yl2T,Microbus,7.93948803080429,14
BBlbsema50qEzicPBcriq,Minibus,44.0447221690468,33
K9zBV4fj5NavAGCuGFD2i,Bus,43.1843174235542,49
PNtTPVJcmDWclAFZdvYD2,Tomnaya,5.47764097303017,7
zZOoW5YGvB9BYblSit-KB,Minibus,26.1382864722114,33
P_B_8_6O019,Tomnaya,2.03940912804524,7
P_O_14_IC093,Microbus,39.7278517375266,14
NCUBbHH_QGjf1q-0X1YC-,Bus,24.0226653611147,49
4oru4f3TseNYYICmUR910,Microbus,13.0504547834064,14
lvMyRSGX-pAwdUcOqYZqG,Bus,29.9727961505621,49
IQBYLZyf_eGY8fK3WVcR0,Tomnaya,6.50955377129887,7
ktpntHMzg1dBhqPWG7ifu,Bus,31.7806661437845,49
GZtwE0__sVe5sfdM8Hq45,Microbus,5.02867032779294,14
hWB-y-hCqfdmkq-zh_JuY,Bus,39.9651155737227,49
UIbJAHRCDRcPVxtylKdP1,Microbus,29.3406163784687,14
BV3Lpd-u_IqoQTTAGrXsT,Minibus,20.9785255401548,33
hWB-y-hCqfdmkq-zh_JuY,Bus,42.5056026435192,49
ktpntHMzg1dBhqPWG7ifu,Bus,36.1778785340763,49
YIHTQhZhY68hR2EQjvlF-,Bus,19.542862390532,49
4oru4f3TseNYYICmUR910,Microbus,11.9754572055594,14
fIX2H6I2zopxdtQs4KTWy,Minibus,23.8120889444588,33
czcD_GDbPM3RYT-b_E4GE,Microbus,3.26011596431158,14
yCzCB9uoQWDH4YDGoPa9W,Bus,38.2375676270866,49
3dezhf9N-kKXYX4egwMmg,Minibus,30.251584280659,33
DafSYVkgsDYBZs729kZGD,Bus,41.0127778080426,49
I0McnHOUOXtn5nXDvkIuT,Minibus,29.8404898700477,33
21kZwsX6wTR98GRcou2yw,Bus,18.7546006433686,49
NvJsbLXSZ_OQTMe4A0Re6,Minibus,32.2810550327059,33
UydKv2gM1kSDyx7u4jZIV,Bus,10.9209296536462,49
ctcoGGvDNd93MT5czSIi7,Minibus,28.1552123976073,33
3dezhf9N-kKXYX4egwMmg,Minibus,29.2037471481382,33
LpiM9b8bL-w2_OYYAi9OZ,Microbus,0.909892549316379,14
DafSYVkgsDYBZs729kZGD,Bus,42.7758623919072,49
Eq5DUhwePKrivC_r5EyAz,Bus,12.8769159443094,49
zXpyM9xY7G9LBl-J7BFVC,Microbus,54.3537765269787,14
T9Z1u1IkkEycKE6B_nakJ,Microbus,5.29292172087624,14
JZOWZGUVIlsyln-SJhGeB,Tomnaya,0.982693352354474,7
eWiEGCcCP5bsCA6uPr2nY,Bus,37.222839655482,49
CTA_92-1050,Bus,21.336018120213,49
xkcfLc0qC3yXgkL3QkYzS,Minibus,22.2183997753986,33
P_O_14_CA152,Microbus,3.59980218580989,14
eWiEGCcCP5bsCA6uPr2nY,Bus,34.2361993249546,49
MgUeZY5IH7DhXn9qFpvGl,Microbus,1.97577391038826,14
gwG-fhicbKS4E3iMRQz6P,Minibus,23.5090040270265,33
9j2ux9o5-KraQgcDFxC0H,Bus,25.4251108241096,49
eyQjmu5-Lb_ghG2yj7OUr,Minibus,25.4457713085396,33
3Yvct3Jc-AgCLWnx8iJb-,Microbus,6.94771820463623,14
xkcfLc0qC3yXgkL3QkYzS,Minibus,21.5368448609418,33
fI_k2RnEr3Kvx-feFgZpe,Microbus,14.5869304345149,14
AK9Xq6-wtWH9sbUvuMUdZ,Minibus,20.8764589806703,33
ER0t9nxcaa0Md4Nm7r-oa,Minibus,20.2428827862996,33
ZGjX3QoD_ctqk3lvYrKDL,Minibus,23.0445682647657,33
P_O_14_CA022,Microbus,4.04691180058826,14
5CqnnGEDncnHS7HZkkGTj,Minibus,29.5759974821868,33
G3SanxHficxx5Wx3Kfnn0,Microbus,20.6445868659168,14
NSy3ZsEBK5pZrZIyk51VL,Bus,22.312318056825,49
whPhZJOh0ITe1RuUOEZX2,Bus,12.0167073180206,49
nOJ9PATzYJARWxEfkqu5L,Minibus,23.0019640355722,33
egjPD6593CKn95Mk98b1K,Minibus,16.4924730734129,33
zXpyM9xY7G9LBl-J7BFVC,Microbus,56.2753969634027,14
uPQepJdL4bjoI0R7J9XKz,Bus,10.8407739490987,49
xolg4JwSJogcCGeExbjKu,Minibus,21.774162872536,33
IK0lxgoOk-xJleJOgnUIP,Microbus,14.5432220615315,14
nOJ9PATzYJARWxEfkqu5L,Minibus,25.3646785276152,33
WcBUjkdX_6SJfXXGp00S-,Microbus,13.0397954942658,14
QAtNnDbICPuNWmtoKicmy,Minibus,26.585105011,33
3k65ONadSSpqWJMm7jv4a,Minibus,27.2795299120202,33
CTA_900,Bus,20.5515158582362,49
4E_NzHWE6SBBt9WiSwera,Microbus,43.4599734762005,14
Ml8Z5Ycxg-taVluDdj9eh,Bus,22.7717473679103,49
ynTk2w8k0i45iT5CkTzX-,Microbus,3.5204975904787,14
foiu6unw8p8KJnIDFM5Xs,Microbus,9.28109026698252,14
0yN0f3emwwLcW287INPnm,Minibus,22.6942211305788,33
8X8gLBYp6o4Z9Dc0_MySn,Microbus,18.448589385846,14
Imw9VlP3uLpN1-7pXr_Qe,Minibus,28.1264375167871,33
j0B0wGsqFxUkOptBjcLvx,Minibus,21.0033738987777,33
0ij9-cfVgid7IW1oTQKdT,Minibus,16.4358059056478,33
gwG-fhicbKS4E3iMRQz6P,Minibus,24.4353360019969,33
lzExfvE08FXIFTjkNJgv9,Microbus,5.69273780766979,14
3k65ONadSSpqWJMm7jv4a,Minibus,28.0805814318436,33
YDYZfl3PqeB6Fo4Ji9dpx,Microbus,18.9428651041658,14
QAtNnDbICPuNWmtoKicmy,Minibus,25.7558410245718,33
xolg4JwSJogcCGeExbjKu,Minibus,21.4481931786345,33
Dnad46KxSgtz6WrdlQUHY,Tomnaya,16.2748311334349,7
eyQjmu5-Lb_ghG2yj7OUr,Minibus,23.3566530039702,33
mrJT7Y9lx0AZq-7wl66cW,Microbus,24.0868458308176,14
LJ8W8lrawIvi_HQ_N_fRD,Microbus,42.4049524949177,14
O__qyKz6kCZCjrNB-7OYX,Microbus,11.2009804908126,14
YC8mSQwzG7-Amd9rDuPR1,Microbus,5.29980894282351,14
0XAvSntelgtvUQzvAfLqW,Microbus,49.8377444605638,14
FXHbwS2tr2kd-8DtfhIgo,Microbus,11.3269546137818,14
LJ8W8lrawIvi_HQ_N_fRD,Microbus,42.2407752231937,14
TIlnDqafo-e2AVr35QCtj,Microbus,9.50841692409272,14
XJQVWOM0aIFhA0CTFaprI,Microbus,38.4932492822737,14
v3r7iBOk8eP_u6GCz6kpD,Microbus,7.82310731797681,14
CA6mMAtKLFlrTaQ4BiGcJ,Bus,20.9842978759701,49
r_aM8g8hbeCg_QnsOQXZh,Bus,24.1526272125759,49
6KGSCH_P7m-jw7W1PR0Ht,Microbus,31.2392577710034,14
iCZTu5NQScawKNksGO9uH,Microbus,7.29102542524368,14
CTA_840,Bus,16.0134358450766,49
0XAvSntelgtvUQzvAfLqW,Microbus,52.2878780260726,14
uVXNDIyKAilRBZ3n92UQo,Microbus,28.3365091320131,14
rIW1na7aSBeUGKSkhuuGI,Microbus,5.85649424470503,14
1mr8RU0a90VsX2pRB9Rfl,Microbus,5.30583458994706,14
bvWwmlVRmaOh17E4NPADx,Minibus,18.07363371744,33
dM98F5uCHLC-eVa5-BvJZ,Microbus,19.8070844444997,14
7FCzhO02lSZAAW-JhYn9s,Minibus,27.9229577935681,33
f3VyvIsE1IEeM5gDkzXhN,Microbus,10.5269151237325,14
EJJbs0wpO3klUlJZZvU3J,Bus,27.3732071614309,49
XXk6QOM27EiINNJVOjcue,Minibus,11.8692812207025,33
7S_gkEV2bsYICm8FcrJRV,Minibus,30.9057415300763,33
9JtrrWplRidMq_w6-6Bs8,Microbus,7.87121391825791,14
ht0GgjSAbF0kdmnExj5Yz,Microbus,1.57059258186588,14
L461chwDYnuXmkCJbl1Zk,Minibus,26.3907133885938,33
YyMVnpFACm_b2uotE7GjR,Microbus,12.5458503429639,14
7S_gkEV2bsYICm8FcrJRV,Minibus,28.8631309343149,33
vPxZODNW0MlX1OZFVTl8e,Microbus,10.7422022100491,14
ezg_t81DPrRfiBGLI9GbE,Microbus,3.63638873276345,14
7FCzhO02lSZAAW-JhYn9s,Minibus,27.6057869369349,33
FCAAr3fes-LcOKbkahMq-,Microbus,6.7909090634167,14
9WQz2Uku_lDLfa9xlAq6e,Microbus,30.3797122727719,14
THrQu8qlfqIVjyIOU9nsp,Microbus,6.22922267624715,14
tVSIeyuK_trcKCgwVwM1B,Microbus,11.6727092936696,14
0ij9-cfVgid7IW1oTQKdT,Minibus,16.5188878819069,33
FXHbwS2tr2kd-8DtfhIgo,Microbus,10.9284300906418,14
Nt3X7K8xH9fN8xUI0jtsl,Microbus,5.72737423662383,14
NSy3ZsEBK5pZrZIyk51VL,Bus,21.7682458790741,49
xHDTuKEcNGya_6TEqky9R,Microbus,23.3994525767901,14
TwtquEbhxXg7lLUiammd0,Microbus,29.7824218974993,14
IMRynqA53QmU-orlgoLIj,Microbus,8.24483531951571,14
