H3_Hex_ID,Population_2018,Jobs_In_Hex,Boarding_Total_Hex,Underserved_Score
883e6285e1fffff,11355,3448,0.0,0.41704918032786886
883e6285e3fffff,10234,4080,7699.0,0.0
883e6285e5fffff,19298,12188,16530.0,0.0
883e6285e7fffff,8971,3599,0.0,0.3763934426229508
883e6285e9fffff,8927,2071,0.0,0.3750819672131147
883e6285ebfffff,10624,2525,1844.0,0.0
883e6285edfffff,19330,12715,0.0,0.5022950819672131
883e628601fffff,5921,316,0.0,0.2954098360655738
883e628603fffff,5940,317,0.0,0.29639344262295086
883e628605fffff,8135,894,0.0,0.35803278688524587
883e628607fffff,7819,573,0.0,0.3481967213114754
883e628609fffff,3225,188,0.0,0.1560655737704918
883e62860bfffff,5061,275,0.0,0.24655737704918035
883e62860dfffff,5921,316,0.0,0.2954098360655738
883e628611fffff,15107,1164,0.0,0.46622950819672127
883e628613fffff,18382,2114,3181.0,0.0
883e628615fffff,7088,409,0.0,0.3272131147540983
883e628617fffff,17982,1430,1665.0,0.02065573770491802
883e62861bfffff,14912,1759,0.0,0.46426229508196726
883e62861dfffff,5882,314,0.0,0.2872131147540984
883e628621fffff,15658,2664,2090.0,0.0
883e628623fffff,12868,2001,128.0,0.08655737704918032
883e628625fffff,45208,6750,0.0,0.599344262295082
883e628627fffff,19164,2759,0.0,0.49836065573770494
883e628629fffff,12356,1996,0.0,0.4327868852459016
883e62862bfffff,13004,2157,0.0,0.43868852459016394
883e62862dfffff,10120,3781,0.0,0.3986885245901639
883e628631fffff,9769,940,172.0,0.035409836065573796
883e628633fffff,19195,3644,0.0,0.49967213114754094
883e628635fffff,11925,1459,0.0,0.4249180327868852
883e628637fffff,19472,4865,0.0,0.5042622950819672
883e628639fffff,8011,422,0.0,0.35540983606557375
883e62863bfffff,14758,1103,0.0,0.46229508196721314
883e62863dfffff,8294,509,1178.0,0.0
883e628641fffff,9073,2660,0.0,0.37770491803278683
883e628643fffff,140,36,0.0,0.0
883e628645fffff,8595,6068,1540.0,0.0
883e628647fffff,3286,191,0.0,0.15999999999999998
883e628649fffff,17062,3626,0.0,0.48163934426229504
883e62864bfffff,3420,1895,0.0,0.17311475409836063
883e62864dfffff,7713,6361,2232.0,0.0
883e628655fffff,140,35,0.0,0.0
883e628657fffff,454,45,0.0,0.0
883e628661fffff,12796,2086,536.0,0.042622950819672156
883e628663fffff,9916,1359,0.0,0.39409836065573767
883e628667fffff,13096,2189,0.0,0.44196721311475407
883e628669fffff,9704,2505,1772.0,0.0
883e62866bfffff,7687,963,0.0,0.34426229508196726
883e62866dfffff,14198,2035,0.0,0.4583606557377049
883e628681fffff,5050,160,0.0,0.24524590163934423
883e628685fffff,7843,1202,0.0,0.3488524590163934
883e628689fffff,8675,937,0.0,0.36852459016393446
883e62868bfffff,4992,121,0.0,0.24
883e62868dfffff,10679,1598,0.0,0.4111475409836065
883e62869dfffff,1528,37,0.0,0.0
883e6286a1fffff,4658,3151,0.0,0.22426229508196727
883e6286a3fffff,748,878,0.0,0.0
883e6286a5fffff,969,1137,0.0,0.0
883e6286a9fffff,10592,3914,2341.0,0.0
883e6286adfffff,7780,4596,0.0,0.3475409836065574
883e6286b5fffff,788,812,0.0,0.0
883e6286c3fffff,25579,476,0.0,0.5311475409836065
883e6286c5fffff,17644,2655,1040.0,0.05573770491803276
883e6286c7fffff,11813,1508,0.0,0.4216393442622951
883e6286cbfffff,11623,2906,0.0,0.41770491803278686
883e6286cdfffff,18231,2487,0.0,0.48852459016393446
883e6286d1fffff,1888,6579,0.0,0.03377049180327868
883e6286d3fffff,1660,5602,0.0,0.0
883e6286d5fffff,8612,1034,0.0,0.36590163934426234
883e6286d9fffff,1888,6580,0.0,0.03377049180327868
883e6286dbfffff,1888,4661,434.0,0.0
883e6286ddfffff,9227,5239,0.0,0.38098360655737706
883e6286e1fffff,18865,2945,6828.0,0.0
883e6286e3fffff,15678,2439,0.0,0.4708196721311475
883e6286e5fffff,19338,3850,12018.921836223506,0.0
883e6286e7fffff,19049,3313,11298.0,0.0
883e6286e9fffff,18581,2457,1743.0,0.024918032786885314
883e6286ebfffff,13106,2028,197.0,0.08262295081967219
883e6286edfffff,18335,2036,1670.0,0.02327868852459014
883e628701fffff,53686,18023,0.0,0.6288524590163934
883e628703fffff,72912,15396,1014.0,0.2337704918032787
883e628705fffff,38205,11000,0.0,0.5757377049180328
883e628707fffff,76579,17120,8662.0,0.07147540983606548
883e628709fffff,51306,18349,872.0,0.2039344262295082
883e62870bfffff,59077,14348,1622.0,0.179672131147541
883e62870dfffff,51306,18349,0.0,0.62
883e628711fffff,51645,7325,0.0,0.6249180327868853
883e628713fffff,34658,5736,6362.0,0.0006557377049180024
883e628715fffff,58793,11673,6941.0,0.06885245901639347
883e628717fffff,68141,12820,22983.0,0.004590163934426239
883e628719fffff,51387,7413,0.0,0.6229508196721312
883e62871bfffff,36868,5160,0.0,0.5711475409836065
883e62871dfffff,58167,9835,2972.0,0.12852459016393447
883e628721fffff,28896,3014,1333.0,0.09967213114754092
883e628723fffff,76723,14942,2423.0,0.17114754098360663
883e628725fffff,66989,4410,26180.0,0.0
883e628727fffff,92170,8353,17993.0,0.03672131147540991
883e628729fffff,21036,4895,0.0,0.5134426229508197
883e62872bfffff,77745,9102,9887.0,0.06491803278688524
883e62872dfffff,14047,4511,180.0,0.09967213114754092
883e628731fffff,71868,16505,1400.0,0.21049180327868855
883e628733fffff,75685,14694,12582.0,0.04590163934426228
883e628735fffff,58111,16674,4955.0,0.09245901639344267
883e628737fffff,57013,13783,1269.0,0.1940983606557377
883e628739fffff,60950,14440,19282.0,0.0026229508196721207
883e62873bfffff,82820,13835,18567.0,0.03147540983606556
883e62873dfffff,73740,16325,8697.0,0.06754098360655736
883e628741fffff,33197,11244,0.0,0.5593442622950819
883e628743fffff,51317,17521,0.0,0.6216393442622951
883e628745fffff,7733,1579,0.0,0.3468852459016394
883e628747fffff,51311,18351,2364.0,0.1311475409836066
883e628749fffff,5484,927,0.0,0.26819672131147543
883e62874bfffff,36988,11734,0.0,0.5724590163934427
883e62874dfffff,5602,331,0.0,0.2760655737704918
883e628751fffff,23950,5220,0.0,0.5252459016393443
883e628753fffff,21509,6031,4101.0,0.0
883e628755fffff,51344,13681,8221.0,0.037377049180327804
883e628757fffff,50933,7392,23057.0,0.0
883e62875bfffff,8886,4442,888.0,0.0
883e62875dfffff,21934,4539,0.0,0.5180327868852459
883e628761fffff,19260,7384,0.0,0.5009836065573771
883e628763fffff,30323,10563,0.0,0.5521311475409836
883e628765fffff,36838,17005,0.0,0.5704918032786885
883e628767fffff,14012,4511,0.0,0.4550819672131148
883e628769fffff,26973,11745,0.0,0.539672131147541
883e62876bfffff,33446,11706,5372.0,0.012459016393442712
883e62876dfffff,40762,19152,2921.0,0.0783606557377049
883e628813fffff,7890,2198,0.0,0.3495081967213115
883e628819fffff,7470,2835,113.0,0.0
883e62881bfffff,6763,2660,0.0,0.31999999999999995
883e628831fffff,0,1932,0.0,0.0
883e628833fffff,0,2801,0.0,0.0
883e628837fffff,0,2472,0.0,0.0
883e62883bfffff,0,1496,0.0,0.0
883e628851fffff,4594,1744,64.0,0.0
883e628853fffff,7977,3028,0.0,0.35245901639344257
883e628859fffff,3120,784,0.0,0.1521311475409836
883e62885bfffff,7978,3028,0.0,0.35409836065573774
883e628881fffff,15724,3614,1250.0,0.03213114754098367
883e628883fffff,13911,1649,0.0,0.45311475409836066
883e628887fffff,15657,2003,0.0,0.4695081967213115
883e628889fffff,21491,5007,19122.0,0.0
883e62888bfffff,24326,9195,1406.0,0.07868852459016396
883e62888dfffff,14805,3393,0.0,0.46295081967213114
883e628891fffff,18087,1987,428.0,0.10491803278688527
883e628893fffff,14949,1610,0.0,0.46491803278688526
883e628895fffff,13189,1519,0.0,0.4439344262295082
883e628897fffff,4671,632,2596.0,0.0
883e628899fffff,46396,9251,0.0,0.6039344262295082
883e62889bfffff,22871,2510,691.0,0.11737704918032787
883e62889dfffff,23728,6502,17277.0,0.0
883e6288b1fffff,9116,861,48.0,0.04491803278688522
883e6288b3fffff,2631,97,0.0,0.13114754098360654
883e6288b7fffff,2487,75,0.0,0.11540983606557376
883e6288b9fffff,13907,1580,0.0,0.45245901639344266
883e6288bbfffff,6970,751,0.0,0.3252459016393443
883e6288bdfffff,15968,3161,0.0,0.4727868852459016
883e6288c1fffff,29317,5684,0.0,0.5475409836065573
883e6288c3fffff,37506,7831,19127.0,0.0
883e6288c5fffff,25268,4883,0.0,0.5298360655737705
883e6288c7fffff,27066,5167,4561.753639015045,0.0026229508196721207
883e6288c9fffff,19860,2300,418.0,0.12590163934426224
883e6288cbfffff,44862,9457,269.0,0.2275409836065574
883e6288cdfffff,4951,1719,0.0,0.23737704918032787
883e6288d1fffff,35145,20863,23320.0,0.0
883e6288d3fffff,64495,11744,5358.0,0.10032786885245903
883e6288d5fffff,32100,12578,9787.0,0.0
883e6288d7fffff,30489,12964,0.0,0.5527868852459017
883e6288d9fffff,44970,9487,0.0,0.5970491803278688
883e6288dbfffff,38631,18443,9004.0,0.0
883e6288ddfffff,44970,9487,0.0,0.5970491803278688
883e6288e1fffff,7350,2495,0.0,0.3363934426229508
883e6288e5fffff,0,1709,5721.0,0.0
883e6288ebfffff,20920,3994,6227.0,0.0
883e628901fffff,133,580,447.0,0.0
883e628903fffff,155,530,1019.0,0.0
883e628905fffff,246,1291,0.0,0.0
883e628907fffff,246,1147,0.0,0.0
883e628909fffff,89,301,0.0,0.0
883e62890bfffff,89,304,0.0,0.0
883e62890dfffff,112,199,600.0,0.0
883e628911fffff,89,818,0.0,0.0
883e628913fffff,89,818,0.0,0.0
883e628915fffff,177,1126,311.0,0.0
883e628917fffff,199,1211,1455.0,0.0
883e628919fffff,89,599,0.0,0.0
883e62891bfffff,89,745,0.0,0.0
883e62891dfffff,89,795,0.0,0.0
883e628921fffff,246,12,0.0,0.0
883e628923fffff,246,12,0.0,0.0
883e628925fffff,246,12,0.0,0.0
883e628927fffff,246,12,0.0,0.0
883e628929fffff,246,45,0.0,0.0
883e628931fffff,246,705,0.0,0.0
883e628935fffff,246,9,0.0,0.0
883e628939fffff,246,828,0.0,0.0
883e62893bfffff,246,1322,0.0,0.0
883e62893dfffff,246,444,0.0,0.0
883e628941fffff,89,21,0.0,0.0
883e628945fffff,97,982,0.0,0.0
883e628947fffff,89,22,0.0,0.0
883e628949fffff,89,21,0.0,0.0
883e62894bfffff,89,16,0.0,0.0
883e62894dfffff,89,21,0.0,0.0
883e628957fffff,89,287,0.0,0.0
883e62895bfffff,89,85,0.0,0.0
883e628961fffff,228,475,0.0,0.0
883e628963fffff,244,19,45.0,0.0
883e628969fffff,111,2248,0.0,0.0
883e62896bfffff,112,1856,0.0,0.0
883e62896dfffff,122,1297,1186.0,0.0
883e62898bfffff,118,1333,44.0,0.0
883e6289a5fffff,246,60,0.0,0.0
883e6289adfffff,246,54,0.0,0.0
883e6289c3fffff,0,1617,0.0,0.0
883e6289c7fffff,140,75,176.0,0.0
883e6289cdfffff,70,641,0.0,0.0
883e6289d1fffff,0,2701,0.0,0.0
883e6289d5fffff,0,2800,0.0,0.0
883e6289d7fffff,0,1631,0.0,0.0
883e6289d9fffff,0,2801,0.0,0.0
883e6289ddfffff,0,2801,0.0,0.0
883e6289e7fffff,246,36,0.0,0.0
883e6289e9fffff,228,801,0.0,0.0
883e6289ebfffff,246,153,0.0,0.0
883e6289edfffff,246,1321,0.0,0.0
883e628a03fffff,1667,20,0.0,0.0
883e628a0bfffff,1667,10,0.0,0.0
883e628a0dfffff,1547,14,0.0,0.0
883e628a15fffff,2176,26,1370.0,0.0
883e628a19fffff,2595,27,0.0,0.12655737704918035
883e628a25fffff,567,9,2406.0,0.0
883e628a33fffff,1563,31,0.0,0.0
883e628a45fffff,1113,14,0.0,0.0
883e628a47fffff,1668,19,0.0,0.0
883e628a53fffff,2617,20,0.0,0.12885245901639342
883e628a81fffff,4177,326,0.0,0.1983606557377049
883e628a89fffff,4177,304,0.0,0.1983606557377049
883e628a8bfffff,7587,1441,0.0,0.34295081967213115
883e628a8dfffff,4207,491,0.0,0.20229508196721313
883e628a91fffff,23212,3267,0.0,0.5226229508196721
883e628a93fffff,74517,11338,0.0,0.6609836065573771
883e628a97fffff,70509,9199,2003.0,0.17770491803278687
883e628a99fffff,19170,4335,0.0,0.49901639344262294
883e628a9bfffff,48701,8155,13484.0,0.0
883e628a9dfffff,6133,1174,2256.0,0.0
883e628aa3fffff,14427,1402,0.0,0.4590163934426229
883e628aa5fffff,7977,1895,0.0,0.35245901639344257
883e628aa9fffff,7977,2644,1019.0,0.0
883e628aadfffff,7977,2974,0.0,0.35245901639344257
883e628ab3fffff,11642,2262,0.0,0.41836065573770487
883e628ab5fffff,18043,2042,161.0,0.1318032786885246
883e628ab7fffff,34321,6543,0.0,0.5626229508196722
883e628abbfffff,9898,1048,0.0,0.39278688524590166
883e628ac7fffff,4178,361,0.0,0.19934426229508195
883e628ac9fffff,3830,133,0.0,0.18295081967213112
883e628ad7fffff,11838,3471,0.0,0.4229508196721311
883e628ad9fffff,6111,1368,0.0,0.3009836065573771
883e628ae1fffff,5953,1323,0.0,0.2973770491803279
883e628ae3fffff,7276,2548,0.0,0.32983606557377054
883e628ae5fffff,5010,992,0.0,0.24360655737704917
883e628ae7fffff,7942,3001,4175.0,0.0
883e628aebfffff,7492,2115,0.0,0.3390163934426229
883e628b01fffff,1824,2962,2072.0,0.0
883e628b03fffff,948,83,17976.0,0.0
883e628b05fffff,1824,1328,0.0,0.003934426229508181
883e628b07fffff,1008,1537,321.0,0.0
883e628b09fffff,1484,1794,153.0,0.0
883e628b0bfffff,1439,53,0.0,0.0
883e628b0dfffff,1824,3007,2144.0,0.0
883e628b11fffff,240,20,0.0,0.0
883e628b15fffff,252,24,0.0,0.0
883e628b19fffff,923,17,0.0,0.0
883e628b1bfffff,100,15,0.0,0.0
883e628b1dfffff,902,29,280.0,0.0
883e628b21fffff,969,1581,604.0,0.0
883e628b23fffff,89,21,0.0,0.0
883e628b25fffff,763,936,55.0,0.0
883e628b27fffff,89,21,0.0,0.0
883e628b29fffff,1824,604,0.0,0.003934426229508181
883e628b2bfffff,917,2482,795.0,0.0
883e628b2dfffff,1824,406,0.0,0.003934426229508181
883e628b31fffff,89,151,0.0,0.0
883e628b33fffff,89,206,0.0,0.0
883e628b35fffff,89,21,0.0,0.0
883e628b37fffff,89,14,0.0,0.0
883e628b39fffff,314,75,0.0,0.0
883e628b3dfffff,293,57,0.0,0.0
883e628b45fffff,1825,187,0.0,0.01442622950819672
883e628b47fffff,1520,1359,1782.0,0.0
883e628b4dfffff,1417,194,0.0,0.0
883e628b57fffff,1690,11,0.0,0.0
883e628b61fffff,1824,691,0.0,0.003934426229508181
883e628b63fffff,1824,1170,0.0,0.003934426229508181
883e628b65fffff,1824,87,0.0,0.003934426229508181
883e628b67fffff,1824,248,0.0,0.003934426229508181
883e628b69fffff,1825,3282,1428.0,0.0
883e628b6bfffff,1824,744,0.0,0.003934426229508181
883e628b6dfffff,1825,2118,0.0,0.01442622950819672
883e628c01fffff,45214,5848,16126.460707320064,0.0
883e628c03fffff,4261,3424,1817.0,0.0
883e628c05fffff,67202,7259,0.0,0.6518032786885246
883e628c07fffff,38984,7197,5221.841318627738,0.032786885245901676
883e628c09fffff,25309,2352,0.0,0.5304918032786885
883e628c0bfffff,24714,3592,6036.0,0.0
883e628c0dfffff,43064,4667,7441.0,0.015737704918032724
883e628c11fffff,4327,3351,0.0,0.2163934426229508
883e628c13fffff,4261,3423,0.0,0.2095081967213115
883e628c15fffff,4261,3423,1495.0,0.0
883e628c17fffff,4260,3423,0.0,0.20688524590163937
883e628c19fffff,5651,1908,0.0,0.2786885245901639
883e628c1bfffff,5536,2033,7690.0,0.0
883e628c1dfffff,4417,3254,11706.0,0.0
883e628c21fffff,63950,15049,0.0,0.6465573770491804
883e628c23fffff,18220,6689,11449.556613965202,0.0
883e628c25fffff,12775,12604,2500.6136422739837,0.0
883e628c27fffff,13363,13765,12014.443746310315,0.0
883e628c29fffff,119559,12573,19493.0,0.030163934426229555
883e628c2bfffff,76440,14046,0.0,0.6622950819672131
883e628c2dfffff,62356,12405,1444.5558432666257,0.1934426229508197
883e628c31fffff,4938,3798,186.0,0.0
883e628c33fffff,2862,2704,2799.0,0.0
883e628c35fffff,6455,4639,0.0,0.3140983606557377
883e628c37fffff,4700,2102,0.0,0.2281967213114754
883e628c39fffff,4261,3423,3024.0,0.0
883e628c3bfffff,4260,3423,1446.0,0.0
883e628c3dfffff,9966,4624,16589.584821182016,0.0
883e628c41fffff,4388,460,8037.537398789349,0.0
883e628c43fffff,8761,441,0.0,0.3711475409836066
883e628c45fffff,13589,1139,826.0,0.03475409836065568
883e628c47fffff,3754,483,116.0,0.0
883e628c49fffff,9454,1124,1013.0,0.0
883e628c4bfffff,6808,511,831.0,0.0
883e628c4dfffff,8578,1121,35861.0,0.0
883e628c51fffff,2677,1181,0.0,0.13442622950819672
883e628c53fffff,5662,1755,0.0,0.2793442622950819
883e628c55fffff,4835,896,695.0,0.0
883e628c57fffff,5367,1778,0.0,0.2622950819672131
883e628c59fffff,2576,957,0.0,0.1259016393442623
883e628c5bfffff,3872,1809,0.0,0.18491803278688523
883e628c5dfffff,3342,1069,0.0,0.16918032786885245
883e628c61fffff,72964,5792,650.0,0.25770491803278683
883e628c63fffff,71402,6634,1192.0,0.21967213114754103
883e628c65fffff,43428,8125,2586.0,0.09377049180327868
883e628c67fffff,77149,7098,0.0,0.6649180327868852
883e628c69fffff,19626,1525,385.0,0.12721311475409847
883e628c6bfffff,43248,4010,78.0,0.25016393442622953
883e628c6dfffff,14052,5247,4597.0,0.0
883e628c8dfffff,625,1153,0.0,0.0
883e628cc1fffff,4805,2829,1311.0,0.0
883e628cc3fffff,4367,2550,8.0,0.0
883e628cc5fffff,4260,3423,0.0,0.20688524590163937
883e628cc7fffff,4175,3379,240.0,0.0
883e628cc9fffff,5684,1772,0.0,0.28065573770491803
883e628ccbfffff,6895,1114,0.0,0.32426229508196724
883e628ccdfffff,5346,2239,0.0,0.26163934426229507
883e628cd1fffff,3026,2320,244.0,0.0
883e628cd3fffff,1797,1466,0.0,0.0
883e628cddfffff,3862,1430,0.0,0.18426229508196723
883e628ce1fffff,1289,1892,225.0,0.0
883e628ce3fffff,625,1105,0.0,0.0
883e628ce5fffff,758,957,78.0,0.0
883e628ce9fffff,4260,3423,0.0,0.20688524590163937
883e628cebfffff,2331,2429,1804.0,0.0
883e628cedfffff,4240,3413,0.0,0.2039344262295082
883e628d03fffff,10724,3124,0.0,0.4124590163934426
883e628d09fffff,5532,1359,0.0,0.27016393442622955
883e628d0bfffff,8416,3576,0.0,0.3613114754098361
883e628d0dfffff,6336,1497,0.0,0.3108196721311476
883e628d11fffff,4985,588,1670.0,0.0
883e628d13fffff,4997,734,0.0,0.240655737704918
883e628d1dfffff,6713,1873,0.0,0.319016393442623
883e628d21fffff,3244,2944,0.0,0.15672131147540985
883e628d29fffff,3245,3572,2726.0,0.0
883e628d2dfffff,3215,3721,0.0,0.1554098360655738
883e628d41fffff,25988,2356,0.0,0.5337704918032787
883e628d43fffff,14657,1469,0.0,0.461639344262295
883e628d47fffff,4927,558,0.0,0.23540983606557375
883e628d49fffff,59648,10463,2682.0,0.14032786885245907
883e628d4bfffff,45234,4665,0.0,0.600655737704918
883e628d4dfffff,27713,1986,0.0,0.5422950819672131
883e628d55fffff,8757,1215,631.0,0.0
883e628d57fffff,8340,1830,6254.0,0.0
883e628d5bfffff,54617,8080,7630.0,0.05311475409836064
883e628d5dfffff,21292,2502,0.0,0.5154098360655738
883e628d63fffff,5157,1458,0.0,0.2544262295081967
883e628d67fffff,3356,3005,4139.0,0.0
883e628d69fffff,5247,394,0.0,0.25836065573770495
883e628d83fffff,6427,571,474.0,0.0
883e628d85fffff,4031,576,0.0,0.1921311475409836
883e628d8bfffff,13572,1896,1231.0,0.00983606557377048
883e628d8dfffff,5064,1957,0.0,0.24721311475409835
883e628d95fffff,7656,892,1014.0,0.0
883e628d9dfffff,1010,846,0.0,0.0
883e628da1fffff,9808,3456,0.0,0.39147540983606555
883e628da3fffff,11702,5188,5306.0,0.0
883e628da7fffff,12233,5506,0.0,0.4291803278688524
883e628da9fffff,6464,563,0.0,0.3147540983606557
883e628dabfffff,4228,627,910.0,0.0
883e628dadfffff,6617,433,0.0,0.31803278688524594
883e628db1fffff,24206,3019,3051.0,0.015737704918032835
883e628db3fffff,26748,5238,0.0,0.5377049180327869
883e628db7fffff,23670,5266,2381.0,0.032786885245901565
883e628db9fffff,25649,2208,1633.0,0.06885245901639347
883e628dbbfffff,33028,2763,0.0,0.5586885245901639
883e628dc1fffff,84399,3360,1665.0,0.20426229508196725
883e628dc3fffff,51391,2257,1003.0,0.20065573770491807
883e628dc5fffff,5065,1461,0.0,0.24852459016393447
883e628dc7fffff,5065,1818,0.0,0.24852459016393447
883e628dc9fffff,9167,6883,0.0,0.38032786885245906
883e628dcbfffff,5189,2051,0.0,0.25639344262295083
883e628dd5fffff,19711,2124,0.0,0.5055737704918033
883e628dddfffff,8957,1080,572.0,0.0
883e628de1fffff,12585,619,0.0,0.4340983606557377
883e628de5fffff,3806,1485,0.0,0.1822950819672131
883e628debfffff,6196,1794,1122.0,0.0
883e628e01fffff,18640,12653,9541.0,0.0
883e628e03fffff,10710,2638,3743.0,0.0
883e628e05fffff,17240,23136,43806.147606490624,0.0
883e628e07fffff,10881,4353,683.0,0.00983606557377048
883e628e09fffff,35604,15100,10817.274189277383,0.0
883e628e0bfffff,10138,7627,5873.0,0.0
883e628e0dfffff,30251,26977,29882.707228121035,0.0
883e628e11fffff,17020,2277,0.0,0.480655737704918
883e628e13fffff,12345,1811,0.0,0.4321311475409836
883e628e15fffff,69546,1452,0.0,0.6544262295081967
883e628e17fffff,47130,1685,0.0,0.6078688524590163
883e628e19fffff,4519,3485,872.0,0.0
883e628e1bfffff,9108,1967,0.0,0.37901639344262295
883e628e1dfffff,6576,991,4125.0,0.0
883e628e21fffff,40399,17743,19007.0,0.0
883e628e23fffff,14456,3585,52342.80959450916,0.0
883e628e25fffff,35752,10286,11377.0,0.0
883e628e27fffff,16999,2942,1350.0,0.03409836065573768
883e628e29fffff,38977,20033,13180.262839271729,0.0
883e628e2bfffff,36790,8655,3772.0934787151036,0.04655737704918039
883e628e2dfffff,39156,30762,15420.0,0.0
883e628e35fffff,6593,345,1945.0,0.0
883e628e37fffff,2993,962,0.0,0.14622950819672131
883e628e39fffff,53062,3367,6934.0,0.057049180327868765
883e628e3dfffff,13419,1057,1219.0,0.00721311475409836
883e628e41fffff,48765,12246,6697.0,0.044590163934426275
883e628e43fffff,41977,13166,18523.0,0.0
883e628e45fffff,43767,24212,47792.0,0.0
883e628e47fffff,29512,15966,5427.0,0.0
883e628e49fffff,57490,12342,2593.0,0.13639344262295083
883e628e4bfffff,50588,6188,0.0,0.6137704918032787
883e628e4dfffff,48302,15516,23681.0,0.0
883e628e51fffff,22092,18254,35166.52816715707,0.0
883e628e53fffff,3972,7602,7640.0,0.0
883e628e55fffff,31202,14444,15014.476700466774,0.0
883e628e57fffff,4860,13698,285.0,0.0
883e628e59fffff,34142,10870,15709.0,0.0
883e628e5bfffff,2737,6365,31082.0,0.0
883e628e5dfffff,36702,10354,10705.0,0.0
883e628e61fffff,13087,47848,69762.0,0.0
883e628e63fffff,11934,49283,45741.0,0.0
883e628e67fffff,11829,42206,17571.0,0.0
883e628e69fffff,25729,9770,10403.0,0.0
883e628e6bfffff,17254,47776,139099.0,0.0
883e628e6dfffff,12239,9532,9394.0,0.0
883e628e81fffff,779,665,0.0,0.0
883e628e83fffff,1666,1384,1903.0,0.0
883e628e85fffff,6092,898,0.0,0.300327868852459
883e628e87fffff,24175,1741,4027.0,0.0
883e628e89fffff,777,905,0.0,0.0
883e628e8bfffff,1709,1484,0.0,0.0
883e628e8dfffff,1587,561,0.0,0.0
883e628e99fffff,2124,1503,487.0,0.0
883e628e9dfffff,1799,1545,124.0,0.0
883e628ea1fffff,5539,1768,808.0,0.0
883e628ea3fffff,9417,2449,762.0,0.0
883e628ea5fffff,5727,1779,0.0,0.2829508196721311
883e628ea7fffff,5694,1850,941.0,0.0
883e628ea9fffff,2670,2181,0.0,0.13311475409836065
883e628eabfffff,10343,2346,0.0,0.40393442622950815
883e628eadfffff,4579,1925,0.0,0.22295081967213115
883e628eb5fffff,13596,1407,3180.0,0.0
883e628eb9fffff,13082,1662,0.0,0.44065573770491806
883e628ebdfffff,36879,3211,1624.0,0.11016393442622952
883e628ec1fffff,6414,4583,0.0,0.3114754098360656
883e628ec3fffff,14188,9015,14092.0,0.0
883e628ec5fffff,348,648,0.0,0.0
883e628ec7fffff,348,648,0.0,0.0
883e628ec9fffff,581,4004,1151.0,0.0
883e628ecbfffff,10484,11506,15848.0,0.0
883e628ecdfffff,1968,1818,5527.0,0.0
883e628ed1fffff,6136,4055,0.0,0.3029508196721311
883e628ed3fffff,2044,1925,956.0,0.0
883e628ed5fffff,11079,6483,1719.0,0.0
883e628ed7fffff,1782,1528,3186.0,0.0
883e628ed9fffff,22596,14020,0.0,0.520655737704918
883e628edbfffff,13076,7473,1067.0,0.00983606557377048
883e628eddfffff,16097,10882,9485.0,0.0
883e628ee9fffff,15460,1712,0.0,0.4681967213114754
883e628eebfffff,1301,598,0.0,0.0
883e628eedfffff,5902,1196,0.0,0.2885245901639344
883e628f01fffff,16659,22093,41940.0,0.0
883e628f03fffff,31718,71620,46346.0,0.0
883e628f05fffff,24471,20956,2653.0,0.02688524590163932
883e628f07fffff,36557,29053,27089.0,0.0
883e628f09fffff,10019,16579,14412.0,0.0
883e628f0bfffff,1374,15865,16755.0,0.0
883e628f0dfffff,56859,12631,0.0,0.6340983606557377
883e628f11fffff,28728,6245,12515.0,0.0
883e628f13fffff,12303,1070,0.0,0.4308196721311476
883e628f15fffff,15183,6337,1421.0,0.017704918032786954
883e628f17fffff,16670,1353,801.0,0.06622950819672124
883e628f19fffff,26769,11859,6518.0,0.0
883e628f1bfffff,31009,4081,7512.0,0.0
883e628f1dfffff,18656,11886,18206.0,0.0
883e628f21fffff,62824,14016,0.0,0.6445901639344263
883e628f23fffff,62055,13626,2542.0,0.14721311475409837
883e628f25fffff,81621,9669,0.0,0.6675409836065573
883e628f27fffff,46802,8699,14466.0,0.0
883e628f29fffff,20078,21356,7473.0,0.0
883e628f2bfffff,55404,15267,3080.0,0.12
883e628f2dfffff,53861,16571,11333.0,0.02163934426229508
883e628f31fffff,20434,5561,1626.0,0.0485245901639344
883e628f35fffff,33623,9361,48023.0,0.0
883e628f37fffff,12304,4112,2914.0,0.0
883e628f3dfffff,39340,14851,6773.0,0.012459016393442601
883e628f41fffff,35131,16656,21842.0,0.0
883e628f43fffff,12211,27620,2499.0,0.0
883e628f45fffff,66987,11799,19890.0,0.006557377049180357
883e628f47fffff,45196,10609,6049.0,0.04065573770491804
883e628f49fffff,32326,25248,30640.0,0.0
883e628f4bfffff,9938,27799,0.0,0.3954098360655738
883e628f4dfffff,57707,11005,0.0,0.6360655737704918
883e628f53fffff,17062,30218,0.0,0.48163934426229504
883e628f55fffff,3702,21697,16097.0,0.0
883e628f57fffff,13177,13487,6154.0,0.0
883e628f59fffff,7303,16382,6259.0,0.0
883e628f5bfffff,5343,16933,24057.0,0.0
883e628f5dfffff,11857,31535,7424.0,0.0
883e628f61fffff,88873,12333,13640.0,0.05049180327868852
883e628f63fffff,67737,16462,0.0,0.6531147540983606
883e628f65fffff,14824,7638,0.0,0.46360655737704914
883e628f67fffff,77564,14459,2743.0,0.16262295081967215
883e628f69fffff,76908,11589,0.0,0.6642622950819672
