H3_Hex_ID,Population_2018,Jobs_In_Hex,Boarding_Total_Hex,Underserved_Score
883e628541fffff,47457,12408,18056.0,0.0
883e628543fffff,29856,13338,11703.0,0.0
883e628545fffff,35717,12520,11931.0,0.0
883e628547fffff,26851,20030,3409.0,0.020983606557377077
883e628549fffff,49106,15412,1300.0,0.1685245901639344
883e62854bfffff,15014,7698,1280.0,0.023606557377049198
883e62854dfffff,41610,8317,25391.0,0.0
883e628551fffff,15272,10389,8053.0,0.0
883e628553fffff,10360,6751,6017.0,0.0
883e628555fffff,21110,15556,1519.0,0.05901639344262288
883e628557fffff,13723,10878,18983.0,0.0
883e628559fffff,16323,6621,55308.0,0.0
883e62855bfffff,10423,5793,14901.0,0.0
883e62855dfffff,16960,10789,5595.0,0.0
883e628561fffff,16684,7926,2977.0,0.0
883e628563fffff,12971,10268,4453.0,0.0
883e628565fffff,37617,8685,21217.0,0.0
883e628567fffff,7339,7569,2932.0,0.0
883e628569fffff,16198,7983,2263.0,0.0
883e62856bfffff,18491,9946,8651.0,0.0
883e62856dfffff,63465,12161,30014.0,0.0
883e628583fffff,10401,1033,5533.0,0.0
883e628585fffff,7563,3423,11011.0,0.0
883e628587fffff,7195,2809,10236.0,0.0
883e62858dfffff,10586,1770,7933.0,0.0
883e628591fffff,1559,552,288.0,0.0
883e628593fffff,199,393,2542.0,0.0
883e628597fffff,199,457,0.0,0.0
883e62859bfffff,200,469,0.0,0.0
883e6285a1fffff,2779,2280,0.0,0.13901639344262295
883e6285a7fffff,3994,1537,0.0,0.1908196721311476
883e6285a9fffff,6058,4899,22143.0,0.0
883e6285abfffff,5982,2481,2139.0,0.0
883e6285adfffff,2997,2452,2571.0,0.0
883e6285b1fffff,4673,2081,7658.0,0.0
883e6285b3fffff,2112,183,0.0,0.07409836065573772
883e6285b7fffff,4035,522,0.0,0.1927868852459016
883e6285b9fffff,5873,3161,0.0,0.2865573770491803
883e6285bbfffff,199,486,0.0,0.0
883e6285bdfffff,6112,2530,0.0,0.3016393442622951
883e6285c1fffff,2618,1185,15392.0,0.0
883e6285c3fffff,8540,1243,0.0,0.3639344262295082
883e6285c5fffff,8039,1556,9482.0,0.0
883e6285c7fffff,10425,1417,0.0,0.4072131147540984
883e6285c9fffff,969,1136,0.0,0.0
883e6285cbfffff,969,1131,0.0,0.0
883e6285cdfffff,969,1136,0.0,0.0
883e6285d1fffff,8337,850,0.0,0.36
883e6285d9fffff,969,731,0.0,0.0
883e6285dbfffff,1795,946,0.0,0.0
883e6285ddfffff,2924,1171,430.0,0.0
