Terminal_ID,Terminal_Name,Vehicles_At_Terminal,Passengers_At_Terminal,Pax_Per_Vehicle_Ratio,Veh_Segments_Count,Pax_Segments_Count,Empty_Return_Index,Veh_log,Pax_log,Empty_Severity
259,Moassasa,435.0,2527.0,5.809195402298851,12,16,0.0,6.077642243349034,7.8351837552667485,0.0
261,Madinat Al Solb  (Al Tibeen),4.0,132.0,33.0,1,1,0.0,1.6094379124341003,4.890349128221754,0.0
263,Kilo 4 & Half,279.0,2382.0,8.53763440860215,9,25,0.0,5.634789603169249,7.776115477098742,0.0
264,Abou El Numrus,43.0,1294.0,30.093023255813954,3,7,0.0,3.784189633918261,7.166265974133638,0.0
265,Shabramant,29.0,434.0,14.96551724137931,1,3,0.0,3.4011973816621555,6.075346031088684,0.0
266,Abboud,0.0,0.0,,0,0,,0.0,0.0,
267,Znen (Awwel Al Eshreen),311.0,2018.0,6.488745980707395,10,11,0.0,5.7430031878094825,7.610357618312838,0.0
268,Cairo University Metro,158.0,754.0,4.772151898734177,10,3,0.0,5.0689042022202315,6.626717749249025,0.0
269,Mazghuna,16.0,0.0,0.0,2,0,1.0,2.833213344056216,0.0,2.833213344056216
270,Marioteya & Ring Rd,0.0,0.0,,0,0,,0.0,0.0,
271,Dokki,70.0,1502.484642533061,21.464066321900873,7,4,0.0,4.2626798770413155,7.315540787898904,0.0
272,Roxy,91.0,3202.589660326882,35.19329297062508,6,7,0.0,4.5217885770490405,8.072027228927427,0.0
273,Omraneyya,20.0,671.0,33.55,2,1,0.0,3.044522437723423,6.51025834052315,0.0
274,Al Sayeda Zeinab,0.0,5140.0,,0,3,,0.0,8.545002892055505,
275,Ard El Lewaa,0.0,0.0,,0,0,,0.0,0.0,
276,Moneeb,59.0,5251.0,89.0,3,15,0.0,4.0943445622221,8.566364235422688,0.0
277,Madinat Al Bo'oth Al Eslamyya,84.0,1322.0,15.738095238095237,3,4,0.0,4.442651256490317,7.187657164114956,0.0
279,Giza Square,1000.0,16073.484642533062,16.07348464253306,17,24,0.0,6.90875477931522,9.684988489029417,0.0
280,Abou Zaabal,0.0,0.0,,0,0,,0.0,0.0,
281,Dar El Salam,45.0,603.0,13.4,2,2,0.0,3.828641396489095,6.403574197934815,0.0
327,"Omara, Bashtil",0.0,0.0,,0,0,,0.0,0.0,
328,Akher Zahraa Street,50.0,1146.0,22.92,2,2,0.0,3.9318256327243257,7.044905117129371,0.0
329,Awwel Gamal - Gesr EL Suez,18.0,331.0,18.38888888888889,2,1,0.0,2.9444389791664403,5.805134968916488,0.0
330,Saray Al Qobba,81.0,1648.0,20.34567901234568,3,5,0.0,4.406719247264253,7.407924322559599,0.0
331,Abu Yusif (Ezbet El Haggana),0.0,0.0,,0,0,,0.0,0.0,
332,Awwel Al Qawmeyya Al Arabeyya,26.0,668.0,25.692307692307693,4,2,0.0,3.295836866004329,6.505784060128229,0.0
340,R2 - New Administrative Capital,0.0,0.0,,0,0,,0.0,0.0,
341,Almaza Superjet,216.0,1797.0,8.319444444444445,7,5,0.0,5.37989735354046,7.494430215031565,0.0
342,Mabyadah Square - Rod El Farag,86.0,832.0,9.674418604651162,6,5,0.0,4.465908118654584,6.725033642166843,0.0
343,Kuwaiti Mosque - Zahraa Maadi,6.0,54.0,9.0,2,1,0.0,1.9459101490553132,4.007333185232471,0.0
333,Al Qanatir Al Khayriyyah,0.0,0.0,,0,0,,0.0,0.0,
334,Bigam,90.0,3721.0,41.34444444444444,1,9,0.0,4.51085950651685,8.222016437202196,0.0
335,Kolleyet Al Zeraah (Cairo University),244.0,5399.484642533062,22.129035420217466,8,8,0.0,5.501258210544727,8.594243977142433,0.0
336,Al Omraneyya Al Gadida,57.0,1507.0,26.43859649122807,2,19,0.0,4.060443010546419,7.318539548567902,0.0
337,Masaken Dahshour,17.0,127.0,7.470588235294118,2,3,0.0,2.8903717578961645,4.852030263919617,0.0
338,Al Bassous,19.0,188.0,9.894736842105264,1,2,0.0,2.995732273553991,5.241747015059643,0.0
339,Wizarat District - New Administrative Capital,0.0,0.0,,0,0,,0.0,0.0,
344,Carrefour - Maadi,197.0,1915.0,9.720812182741117,3,9,0.0,5.288267030694535,7.557994958530806,0.0
345,Al Waha (Garage Al Mostaqbal),0.0,0.0,,0,0,,0.0,0.0,
346,Hadayek AL Ahram (Second Gate),13.0,30.0,2.3076923076923075,3,1,0.0,2.6390573296152584,3.4339872044851463,0.0
347,October (MM),10.0,0.0,0.0,1,0,1.0,2.3978952727983707,0.0,2.3978952727983707
349,City Stars,24.0,557.0,23.208333333333332,1,1,0.0,3.2188758248682006,6.324358962381311,0.0
348,Zayed (MM),0.0,0.0,,0,0,,0.0,0.0,
352,Al Mansheya Al Jadeeda,0.0,0.0,,0,0,,0.0,0.0,
353,Manshiyet Al Bakary,0.0,0.0,,0,0,,0.0,0.0,
354,Akher Tersa,72.0,421.0,5.847222222222222,5,2,0.0,4.290459441148391,6.045005314036012,0.0
358,Wataneya Moqatam,301.0,2900.0436269551215,9.634696435066848,12,6,0.0,5.71042701737487,7.972825822600233,0.0
