Stop_Name,Morning_Formal_BA,Morning_Informal_BA,Daily_Formal_BA,Daily_Informal_BA,Morning_All_BA,Daily_All_BA,geometry,Formal_Share_Morning,Formal_Share_Daily,Formal_Percentage_Morning,Formal_Percentage_Daily,Dominant_Morning,Dominant_Daily,Dominance_Shifted
Royal City Gate (Sheikh Zayed),0.0,60.0,12.0,268.0,60.0,280.0,POINT (309946.04944562295 3324059.6147608045),0.0,0.04285714285714286,0.0,0.04285714285714286,Informal,Informal,False
Saad Zaghloul Metro,0.0,441.0,0.0,765.0,441.0,765.0,POINT (330336.45066176396 3324134.524840514),0.0,0.0,0.0,0.0,Informal,Informal,False
Sadat Academy (Maadi),0.0,770.0,0.0,946.0,770.0,946.0,POINT (330991.02742670896 3315619.0554149915),0.0,0.0,0.0,0.0,Informal,Informal,False
Safeer Square (Heliopolis),2835.0,0.0,4367.0,0.0,2835.0,4367.0,POINT (339834.89522950456 3330748.7962159775),1.0,1.0,1.0,1.0,Formal,Formal,False
Saft Al Laban,529.0,0.0,949.0,384.0,529.0,1333.0,POINT (323337.50868343154 3323659.483078943),1.0,0.7119279819954989,1.0,0.7119279819954989,Formal,Formal,False
Saft Al Laban Axis,0.0,3640.0,0.0,5948.0,3640.0,5948.0,POINT (322749.16231336695 3323568.445266775),0.0,0.0,0.0,0.0,Informal,Informal,False
Saft Al Laban Entrance from Ring Rd.,0.0,0.0,0.0,540.0,0.0,540.0,POINT (323087.3044413654 3323950.6124833375),,0.0,,0.0,Informal,Informal,False
Safwa Clinics (Obour),52.0,86.0,132.0,86.0,138.0,218.0,POINT (352600.9691190898 3348169.957353691),0.37681159420289856,0.6055045871559633,0.37681159420289856,0.6055045871559633,Informal,Formal,True
Saint Fatima Square,1033.0,0.0,2065.0,0.0,1033.0,2065.0,POINT (340449.4257668836 3331667.627038012),1.0,1.0,1.0,1.0,Formal,Formal,False
Saint George Church (Kotseika),0.0,140.0,0.0,264.0,140.0,264.0,POINT (333837.14348458266 3312837.2075539264),0.0,0.0,0.0,0.0,Informal,Informal,False
Saint Teresa Metro,4982.0,0.0,9502.0,0.0,4982.0,9502.0,POINT (330897.25296299066 3329976.3010353507),1.0,1.0,1.0,1.0,Formal,Formal,False
Sakiat Mekki Metro,2613.0,560.0,4221.0,848.0,3173.0,5069.0,POINT (327241.71911371266 3319533.6076825466),0.8235108729908603,0.8327086210297889,0.8235108729908603,0.8327086210297889,Formal,Formal,False
Sakkara Steps (Ring Rd.),0.0,84.0,0.0,428.0,84.0,428.0,POINT (323660.20852442767 3317307.4974482763),0.0,0.0,0.0,0.0,Informal,Informal,False
Salah Al Din Citadel (Salah Salem),3725.0,1416.0,6289.0,3368.0,5141.0,9657.0,POINT (332369.831726925 3322871.765632705),0.7245672048239642,0.6512374443408926,0.7245672048239642,0.6512374443408926,Formal,Formal,False
Salah Al Din Square (Heliopolis),3382.0,1680.0,5366.0,7760.0,5062.0,13126.0,POINT (339101.61409459426 3330507.680741043),0.6681153694192019,0.4088069480420539,0.6681153694192019,0.4088069480420539,Formal,Informal,True
Salam Alexandria Station,0.0,560.0,0.0,1040.0,560.0,1040.0,POINT (347962.04313391214 3339613.3736755624),0.0,0.0,0.0,0.0,Informal,Informal,False
Salam Station (10th of Ramadan Station),1540.0,3686.2194191201124,2404.0,5562.014797321208,4322.152815844829,6720.921836223506,POINT (346833.22372200503 3336752.5905179917),0.3563039220534788,0.3576890281692088,0.3563039220534788,0.3576890281692088,Informal,Informal,False
Salamtak Labs (Dolce),0.0,0.0,0.0,72.0,0.0,72.0,POINT (299450.210609708 3313315.6031472883),,0.0,,0.0,Informal,Informal,False
Samir & Ali Al Thawra St (Heliopolis),160.0,218.0,160.0,258.0,378.0,418.0,POINT (340296.3146020683 3329097.4005219806),0.42328042328042326,0.3827751196172249,0.42328042328042326,0.3827751196172249,Informal,Informal,False
Saqqara (Moroor),0.0,4524.0,0.0,6636.0,4524.0,6636.0,POINT (330147.1242656335 3303569.229134756),0.0,0.0,0.0,0.0,Informal,Informal,False
Saqqara Rd. & Al Mansoureya Rd.,0.0,1703.0,0.0,4139.0,1703.0,4139.0,POINT (325223.0543253247 3314124.104543554),0.0,0.0,0.0,0.0,Informal,Informal,False
Saqr Quraish,1435.0,3582.0,2567.0,6438.0,5017.0,9005.0,POINT (334902.6080130994 3318484.12246894),0.28602750647797487,0.2850638534147696,0.28602750647797487,0.2850638534147696,Informal,Informal,False
Saqr Quraish Station,456.0,7532.0,1052.0,11808.0,7988.0,12860.0,,0.057085628442663995,0.0818040435458787,0.057085628442663995,0.0818040435458787,Informal,Informal,False
Saray Al Qobba,2516.0,2638.0,4020.0,3114.0,5154.0,7134.0,POINT (336914.6262464328 3330853.3384903753),0.48816453240201785,0.5634987384356602,0.48816453240201785,0.5634987384356602,Informal,Formal,True
Sawaris Square (Maadi),23.0,644.0,114.79699296127248,840.0,667.0,798.5566139652021,POINT (332175.4111944544 3315981.692233861),0.034482758620689655,0.14375560975101367,0.034482758620689655,0.14375560975101367,Informal,Informal,False
Sayyed Al Abedeen Pharmacy (Cablat St.),18.0,192.0,114.0,312.0,210.0,426.0,POINT (335489.59703493793 3332625.7683860846),0.08571428571428572,0.2676056338028169,0.08571428571428572,0.2676056338028169,Informal,Informal,False
Science House Garden (Al Mounira),468.0,0.0,736.0,0.0,468.0,736.0,POINT (329872.13046051946 3323995.682343096),1.0,1.0,1.0,1.0,Formal,Formal,False
Scoial Services School (Roxy),657.0,0.0,1157.0,64.0,657.0,1221.0,POINT (337135.6603608505 3330109.976787752),1.0,0.9475839475839476,1.0,0.9475839475839476,Formal,Formal,False
Sednawy (Sudan St.),7636.0,1785.0,10160.0,3505.0,9421.0,13665.0,POINT (326103.8851796447 3324370.353284199),0.8105296677635071,0.743505305525064,0.8105296677635071,0.743505305525064,Formal,Formal,False
Sekat Hadid Al Mahager (Basateen),1231.0,0.0,2331.0,0.0,1231.0,2331.0,POINT (333286.2823719232 3318301.2462463384),1.0,1.0,1.0,1.0,Formal,Formal,False
Sekka Hadid St. Pedesterian Bridge,0.0,475.0,0.0,631.0,475.0,631.0,POINT (328686.55549109157 3316554.355945375),0.0,0.0,0.0,0.0,Informal,Informal,False
Sekket Al Waili,1323.0,760.0,2827.0,1576.0,2083.0,4403.0,POINT (334217.12703504827 3330189.088721515),0.6351416226596256,0.6420622302975244,0.6351416226596256,0.6420622302975244,Formal,Formal,False
Sekket Al Waili St. (Kobry Al Qobba),108.0,0.0,388.0,0.0,108.0,388.0,POINT (335187.177333747 3329730.879478025),1.0,1.0,1.0,1.0,Formal,Formal,False
Shabab (Obour),195.0,1022.0,323.0,1934.0,1217.0,2257.0,POINT (354215.51868190255 3349982.1687432732),0.16023007395234182,0.1431103234381923,0.16023007395234182,0.1431103234381923,Informal,Informal,False
Shabramant,0.0,1266.0,0.0,2726.0,1266.0,2726.0,POINT (325886.56355945306 3313567.6918527144),0.0,0.0,0.0,0.0,Informal,Informal,False
Shabramant Bus Station,0.0,862.0,0.0,1450.0,862.0,1450.0,,0.0,0.0,0.0,0.0,Informal,Informal,False
Shahrazad Hall ( Sawah),415.0,583.0,755.0,1115.0,998.0,1870.0,POINT (334678.3462376725 3332425.3580389814),0.41583166332665333,0.4037433155080214,0.41583166332665333,0.4037433155080214,Informal,Informal,False
Shalqan Rd.,48.0,961.0,48.0,1609.0,1009.0,1657.0,POINT (321031.61465230066 3340848.045723077),0.04757185332011893,0.02896801448400724,0.04757185332011893,0.02896801448400724,Informal,Informal,False
Shams Club (Alf Maskan),881.0,5281.0,1769.0,10813.0,6162.0,12582.0,POINT (340335.85614436463 3333408.0263928147),0.14297306069457968,0.14059767922428867,0.14297306069457968,0.14059767922428867,Informal,Informal,False
Shams Club Squash Courts,254.0,0.0,1018.0,0.0,254.0,1018.0,POINT (342079.7094104937 3332938.036182656),1.0,1.0,1.0,1.0,Formal,Formal,False
Sharea Jadid (Marg Axis),1426.0,344.0,2090.0,1576.0,1770.0,3666.0,POINT (341332.2854350566 3335625.5062371935),0.8056497175141243,0.5701036552100381,0.8056497175141243,0.5701036552100381,Formal,Formal,False
Shawerma Abu Mazen (Maadi),72.0,0.0,184.0,0.0,72.0,184.0,POINT (331168.55322213925 3315697.521484046),1.0,1.0,1.0,1.0,Formal,Formal,False
Sheikh Al Balad (Ain Shams St.),540.0,0.0,888.0,0.0,540.0,888.0,POINT (338032.84938184323 3333706.1157107395),1.0,1.0,1.0,1.0,Formal,Formal,False
Sheikh Ali Youssef School ( Downtown),730.0,0.0,1098.0,0.0,730.0,1098.0,,1.0,1.0,1.0,1.0,Formal,Formal,False
Sheikh Selim Institute (Arbean St.),27.0,149.0,47.0,149.0,176.0,196.0,POINT (337670.31366671645 3334880.591682623),0.1534090909090909,0.23979591836734693,0.1534090909090909,0.23979591836734693,Informal,Informal,False
Sheikh Zayed General Hospital,20.0,738.0,104.0,1650.0,758.0,1754.0,POINT (307831.67478186416 3324636.4324877867),0.026385224274406333,0.059293044469783354,0.026385224274406333,0.059293044469783354,Informal,Informal,False
Sheikh Zayed General Hospital Northside,47.0,0.0,107.0,0.0,47.0,107.0,POINT (308026.5733906803 3324954.3909956035),1.0,1.0,1.0,1.0,Formal,Formal,False
Shepheard Hotel (Qasr Al Nile),535.0,1820.0,963.0,5644.0,2355.0,6607.0,POINT (329491.4685175114 3324786.2045089137),0.22717622080679406,0.14575450280006055,0.22717622080679406,0.14575450280006055,Informal,Informal,False
Shobra  Banha St. & Ring Rd.,258.0,352.0,370.0,1120.0,610.0,1490.0,POINT (331867.66067045886 3336661.456784343),0.42295081967213116,0.2483221476510067,0.42295081967213116,0.2483221476510067,Informal,Informal,False
Shubra Al Khaima City Authority,401.0,924.0,1025.0,1756.0,1325.0,2781.0,POINT (330699.69583597715 3333375.4672171124),0.3026415094339623,0.3685724559510967,0.3026415094339623,0.3685724559510967,Informal,Informal,False
Shubra Al Kheima City Authority,240.0,1767.0,348.0,3575.0,2007.0,3923.0,POINT (330767.93632379966 3333395.6181208896),0.11958146487294469,0.08870762171807291,0.11958146487294469,0.08870762171807291,Informal,Informal,False
Shubra Al Kheima City Council,13.0,0.0,13.0,0.0,13.0,13.0,POINT (330751.2983716583 3333396.216756713),1.0,1.0,1.0,1.0,Formal,Formal,False
Shubra Al Kheima East District Authority,918.0,576.0,2086.0,1152.0,1494.0,3238.0,POINT (333730.78164623166 3334979.9568156367),0.6144578313253012,0.644224830142063,0.6144578313253012,0.644224830142063,Formal,Formal,False
Shubra Al Kheima Metro Station,192.0,1285.0,312.0,2673.0,1477.0,2985.0,POINT (330881.3892151232 3333569.9509292976),0.12999322951929587,0.10452261306532663,0.12999322951929587,0.10452261306532663,Informal,Informal,False
Shubra Al Kheima Power Plant,2217.0,2163.0,3621.0,4331.0,4380.0,7952.0,POINT (330620.6913317761 3332772.568806202),0.5061643835616438,0.45535714285714285,0.5061643835616438,0.45535714285714285,Formal,Informal,True
Silver Nile Social Club (Nile Corniche),1080.0,1446.0,1680.0,2722.0,2526.0,4402.0,POINT (329524.9623685722 3317716.3934061173),0.42755344418052255,0.38164470695138575,0.42755344418052255,0.38164470695138575,Informal,Informal,False
Simsima (Dokki),203.0,0.0,327.0,112.0,203.0,439.0,POINT (327588.7288426552 3323878.9079760867),1.0,0.744874715261959,1.0,0.744874715261959,Formal,Formal,False
Sky Mart Mall (1st Settlement),736.0,0.0,1092.0,0.0,736.0,1092.0,POINT (350711.07237721595 3327316.668732117),1.0,1.0,1.0,1.0,Formal,Formal,False
Soap Factory (Marg),0.0,216.0,0.0,888.0,216.0,888.0,POINT (340664.5037487075 3338982.273127834),0.0,0.0,0.0,0.0,Informal,Informal,False
Sobhy Hussein St. (Al  Moqattam),382.0,0.0,454.0,0.0,382.0,454.0,POINT (338607.1584463075 3319797.899557585),1.0,1.0,1.0,1.0,Formal,Formal,False
Sobhy Hussein St. (Al Moqattam),152.0,0.0,308.0,0.0,152.0,308.0,POINT (338642.7824526485 3319774.753711811),1.0,1.0,1.0,1.0,Formal,Formal,False
Social Insurance Bureau (Shubra Al Kheima),773.0,96.0,1129.0,272.0,869.0,1401.0,POINT (333422.67849868035 3335132.3238577326),0.8895281933256617,0.8058529621698787,0.8895281933256617,0.8058529621698787,Formal,Formal,False
Sonesta Hotel (Al Tayaran St.),672.0,0.0,768.0,0.0,672.0,768.0,POINT (337962.350898567 3328719.458690814),1.0,1.0,1.0,1.0,Formal,Formal,False
Sonesta Hotel (Tayaran St.),157.0,0.0,189.0,0.0,157.0,189.0,,1.0,1.0,1.0,1.0,Formal,Formal,False
Souq Al Asr (Khalifa Al Mamoun St.),2685.0,0.0,4453.0,0.0,2685.0,4453.0,POINT (337126.5930728461 3329747.6029739818),1.0,1.0,1.0,1.0,Formal,Formal,False
Souq Al Gomla,0.0,541.0,0.0,789.0,541.0,789.0,POINT (309800.72817948903 3316678.6146816984),0.0,0.0,0.0,0.0,Informal,Informal,False
Souq Bab Al Louq,2636.0,0.0,4052.0,0.0,2636.0,4052.0,POINT (330288.57846939715 3325100.4672429906),1.0,1.0,1.0,1.0,Formal,Formal,False
Southern Gate Obour Market,13.0,77.0,61.0,77.0,90.0,138.0,POINT (353073.6780021575 3337860.1460518804),0.14444444444444443,0.4420289855072464,0.14444444444444443,0.4420289855072464,Informal,Informal,False
Sphinx Square,2240.0,1162.0,3916.0,2162.0,3402.0,6078.0,POINT (327202.4720174074 3326974.270343032),0.6584362139917695,0.644290885159592,0.6584362139917695,0.644290885159592,Formal,Formal,False
State Council ( Dokki),442.0,953.0,574.0,1173.0,1395.0,1747.0,,0.31684587813620074,0.32856325128792213,0.31684587813620074,0.32856325128792213,Informal,Informal,False
Sudan St (Ard El Lewa),1998.0,3184.0,3262.0,6528.0,5182.0,9790.0,,0.3855654187572366,0.33319713993871297,0.3855654187572366,0.33319713993871297,Informal,Informal,False
Suez Bridge,0.0,0.0,48.0,0.0,0.0,48.0,,,1.0,,1.0,Informal,Formal,True
Suez Bridge Entrance to Ring Road,90.0,125.0,330.0,137.0,215.0,467.0,POINT (349245.1644266322 3328699.49045415),0.4186046511627907,0.7066381156316917,0.4186046511627907,0.7066381156316917,Informal,Formal,True
Sultan Abou Al Ela Mosque (Maspero),40.0,632.0,40.0,752.0,672.0,792.0,POINT (329447.9095237854 3326334.7383065247),0.05952380952380952,0.050505050505050504,0.05952380952380952,0.050505050505050504,Informal,Informal,False
Sultana Weddings Centre (Saqqara),0.0,1815.0,0.0,2015.0,1815.0,2015.0,POINT (324265.64473631233 3314934.2831166615),0.0,0.0,0.0,0.0,Informal,Informal,False
Sun City Mall,1106.0,0.0,2230.0,0.0,1106.0,2230.0,POINT (344320.4061627105 3331397.4767631013),1.0,1.0,1.0,1.0,Formal,Formal,False
Sun Mall,2503.0,0.0,5563.0,0.0,2503.0,5563.0,POINT (345053.9022395435 3325461.074605784),1.0,1.0,1.0,1.0,Formal,Formal,False
Swan Lake Compound (5th Settlement),427.0,0.0,1235.0,40.0,427.0,1275.0,,1.0,0.9686274509803922,1.0,0.9686274509803922,Formal,Formal,False
Syndicate Of Commercial Professions (Abbasseya),477.0,909.0,845.0,1813.0,1386.0,2658.0,,0.34415584415584416,0.31790820165538,0.34415584415584416,0.31790820165538,Informal,Informal,False
Taawon (Al Matareyya),3418.0,1294.0,5370.0,2402.0,4712.0,7772.0,POINT (336344.1067167654 3333649.2201113557),0.7253820033955858,0.6909418425115801,0.7253820033955858,0.6909418425115801,Formal,Formal,False
Taba St. & 6 October St. (Salam),0.0,695.0,0.0,1743.0,695.0,1743.0,POINT (347701.7171825678 3339238.9740206692),0.0,0.0,0.0,0.0,Informal,Informal,False
Tabarak (Omar Al Mokhtar St.),604.0,9858.0,1048.0,12534.0,10462.0,13582.0,POINT (335967.2218718466 3333476.0313554145),0.05773274708468744,0.07716094831394493,0.05773274708468744,0.07716094831394493,Informal,Informal,False
Tagneed,2181.0,1204.0,4209.0,1512.0,3385.0,5721.0,POINT (317934.1112658818 3318161.1687518223),0.6443131462333825,0.7357105401153644,0.6443131462333825,0.7357105401153644,Formal,Formal,False
Tahrir Square,1535.0,0.0,3351.0,0.0,1535.0,3351.0,POINT (329898.4483307198 3324976.292382888),1.0,1.0,1.0,1.0,Formal,Formal,False
Taki (Al Waili),1490.0,1273.0,2074.0,2153.0,2763.0,4227.0,POINT (333843.19669175055 3326626.7229962116),0.5392689106044155,0.4906553110953395,0.5392689106044155,0.4906553110953395,Formal,Informal,True
Talaat Harb Cultural Center,154.0,0.0,310.0,0.0,154.0,310.0,POINT (331379.81301040447 3322588.18486911),1.0,1.0,1.0,1.0,Formal,Formal,False
Talaat Harb Mall (Downtown),0.0,0.0,64.0,0.0,0.0,64.0,POINT (330371.05436182243 3325685.1108136266),,1.0,,1.0,Informal,Formal,True
Talaat Harb Square (Downtown),427.0,0.0,491.0,0.0,427.0,491.0,POINT (330192.81514558534 3325387.0303044794),1.0,1.0,1.0,1.0,Formal,Formal,False
Taqa Gas Station (Badrasheen),0.0,14.0,0.0,62.0,14.0,62.0,POINT (333774.4685142761 3304488.5657740766),0.0,0.0,0.0,0.0,Informal,Informal,False
Tara Compound Entrance (Sheikh Zayed),18.0,0.0,78.0,0.0,18.0,78.0,POINT (308484.31033777696 3324885.9715159843),1.0,1.0,1.0,1.0,Formal,Formal,False
Telecom Egypt Central ( Almaza ),507.0,112.0,851.0,112.0,619.0,963.0,,0.8190630048465266,0.8836967808930426,0.8190630048465266,0.8836967808930426,Formal,Formal,False
Telecom Egypt Central (6th Of October),0.0,284.0,0.0,436.0,284.0,436.0,POINT (302733.4560326405 3317623.8482184885),0.0,0.0,0.0,0.0,Informal,Informal,False
Telecom Egypt Central (Almaza),216.0,109.0,304.0,109.0,325.0,413.0,POINT (339556.0834652069 3329538.311730671),0.6646153846153846,0.7360774818401937,0.6646153846153846,0.7360774818401937,Formal,Formal,False
Teraat Al Gabal St.,637.0,146.0,1141.0,358.0,783.0,1499.0,POINT (336736.61049846536 3331267.040786528),0.8135376756066411,0.7611741160773849,0.8135376756066411,0.7611741160773849,Formal,Formal,False
Teraat Al Khashab (Nile Corniche),0.0,350.0,0.0,474.0,350.0,474.0,POINT (334571.2649067698 3310916.0103451363),0.0,0.0,0.0,0.0,Informal,Informal,False
Teraat Al Marioteyya St.,0.0,420.0,0.0,540.0,420.0,540.0,POINT (318920.31769173546 3323877.237040051),0.0,0.0,0.0,0.0,Informal,Informal,False
Teraat Al Zomor & Abu Bakr Al Siddiq St.,0.0,201.0,0.0,801.0,201.0,801.0,POINT (324989.6915919209 3328421.384580584),0.0,0.0,0.0,0.0,Informal,Informal,False
Teraat Taware' Axis,95.0,259.0,95.0,323.0,354.0,418.0,POINT (343875.97358616284 3335397.3871212685),0.268361581920904,0.22727272727272727,0.268361581920904,0.22727272727272727,Informal,Informal,False
Tereat Al Gabal St. (Al Horeyya St.),0.0,230.0,0.0,446.0,230.0,446.0,POINT (337387.1943436084 3332578.4828341636),0.0,0.0,0.0,0.0,Informal,Informal,False
Tharwat Bridge (Saft El Laban),270.0,2655.0,718.0,5331.0,2925.0,6049.0,POINT (326573.90532351495 3323200.1919337404),0.09230769230769231,0.11869730533972557,0.09230769230769231,0.11869730533972557,Informal,Informal,False
The Continental School of Cairo (Obour),0.0,258.0,64.0,258.0,258.0,322.0,POINT (351850.5015635744 3341415.7019373435),0.0,0.19875776397515527,0.0,0.19875776397515527,Informal,Informal,False
The Egyptian Lawyers Association,9069.0,1738.0,17257.0,2514.0,10807.0,19771.0,POINT (330096.8773023248 3325897.6940704538),0.8391783103543999,0.8728440645389712,0.8391783103543999,0.8728440645389712,Formal,Formal,False
The National Museum of Egyptian Civilization,57.0,160.0,177.0,268.0,217.0,445.0,POINT (330997.92633537616 3320696.600334522),0.2626728110599078,0.39775280898876403,0.2626728110599078,0.39775280898876403,Informal,Informal,False
The Platform (Maadi),414.0,1582.0,878.0,2350.0,1996.0,3228.0,POINT (329688.7812371487 3317254.5875237994),0.20741482965931865,0.27199504337050806,0.20741482965931865,0.27199504337050806,Informal,Informal,False
The Unknown Soldier Memorial,201.0,0.0,281.0,0.0,201.0,281.0,POINT (337530.41917097406 3327152.457932674),1.0,1.0,1.0,1.0,Formal,Formal,False
Three Brothers Supermarket (Al Manial),575.0,3697.0,1155.0,6833.0,4272.0,7988.0,POINT (328555.24528688483 3321869.2366501805),0.13459737827715357,0.14459188783174762,0.13459737827715357,0.14459188783174762,Informal,Informal,False
Three Pyramids Hotel,145.0,987.0,321.0,1487.0,1132.0,1808.0,POINT (324265.9135874403 3320260.834392624),0.12809187279151943,0.17754424778761063,0.12809187279151943,0.17754424778761063,Informal,Informal,False
Tiba Grand Mall (6th of October),0.0,0.0,68.0,0.0,0.0,68.0,POINT (298211.7315211533 3314995.1236661146),,1.0,,1.0,Informal,Formal,True
Tolip (Zahraa Nasr City),2684.0,414.0,5580.0,414.0,3098.0,5994.0,POINT (346159.48465122725 3325599.6024761344),0.8663653970303422,0.9309309309309309,0.8663653970303422,0.9309309309309309,Formal,Formal,False
Tolip Plaza (5th Settlement),368.0,0.0,992.0,0.0,368.0,992.0,POINT (352040.35456810385 3322614.3402888705),1.0,1.0,1.0,1.0,Formal,Formal,False
Toman Bay St. (Heliopolis),1120.0,0.0,1876.0,0.0,1120.0,1876.0,POINT (337616.76660773833 3331437.0943750856),1.0,1.0,1.0,1.0,Formal,Formal,False
Tomwa (Abu Al Nomros),0.0,369.0,0.0,777.0,369.0,777.0,POINT (331675.3249985735 3312643.6638602526),0.0,0.0,0.0,0.0,Informal,Informal,False
Tora Prison (Autostrad),0.0,0.0,0.0,204.0,0.0,204.0,POINT (334686.9671610332 3314158.352165686),,0.0,,0.0,Informal,Informal,False
Tora Steps (Autostrad),0.0,0.0,0.0,368.0,0.0,368.0,POINT (334704.54250716383 3314653.492959813),,0.0,,0.0,Informal,Informal,False
Total (Haram Marioteya),1058.0,994.0,2178.0,1694.0,2052.0,3872.0,POINT (321769.170314129 3319208.1797908694),0.5155945419103314,0.5625,0.5155945419103314,0.5625,Formal,Formal,False
Total Abou Al Gheit Rd.,207.0,300.0,359.0,1232.0,507.0,1591.0,POINT (323991.3715865441 3340303.0603100006),0.40828402366863903,0.22564424890006285,0.40828402366863903,0.22564424890006285,Informal,Informal,False
Total Gas Station (Autostrad Zahraa Al Maadi),0.0,691.0,0.0,691.0,691.0,691.0,,0.0,0.0,0.0,0.0,Informal,Informal,False
