Feature_ID,Grid_ID,Jobs_Accessible_60min,H3_Hex_ID,Population_2018,Pop_Male,Pop_Female,Jobs_In_Hex,Jobs_Pct_Accessible_60min,geometry
326,326,395497,883e628181fffff,53159,29030,24128,9991,7.1,"MULTIPOLYGON (((326205.791587834 3329288.489591963, 326781.22637782234 3329326.5741533763, 327103.6123847405 3328845.8781456966, 326850.5744859053 3328327.0911857905, 326275.1382926645 3328288.993176342, 325952.7404472798 3328769.6966979466, 326205.791587834 3329288.489591963)))"
327,327,1838477,883e628183fffff,59539,30071,29468,14184,32.9,"MULTIPOLYGON (((327103.6123847405 3328845.8781456966, 327679.02582214394 3328883.9667625315, 328001.4018320152 3328403.28408228, 327748.37523982616 3327884.5041901926, 327172.9623203215 3327846.4010043005, 326850.5744859053 3328327.0911857905, 327103.6123847405 3328845.8781456966)))"
328,328,521416,883e628185fffff,52951,28899,24051,10260,9.3,"MULTIPOLYGON (((325377.2828948676 3328731.603853309, 325952.7404472798 3328769.6966979466, 326275.1382926645 3328288.993176342, 326022.09045643196 3327770.190400758, 325446.63247732737 3327732.0840778616, 325124.2227709141 3328212.79511671, 325377.2828948676 3328731.603853309)))"
329,329,2228311,883e628187fffff,31327,16076,15250,25674,39.9,"MULTIPOLYGON (((326275.1382926645 3328288.993176342, 326850.5744859053 3328327.0911857905, 327172.9623203215 3327846.4010043005, 326919.9258007511 3327327.60530828, 326344.4901379469 3327289.4927146873, 326022.09045643196 3327770.190400758, 326275.1382926645 3328288.993176342)))"
330,330,1664163,883e628189fffff,51199,26893,24305,10001,29.8,"MULTIPOLYGON (((326136.44908677373 3330287.9830857594, 326711.88434328977 3330326.051949466, 327034.26659589424 3329845.3512526676, 326781.22637782234 3329326.5741533763, 326205.791587834 3329288.489591963, 325883.3965415031 3329769.197827097, 326136.44908677373 3330287.9830857594)))"
331,331,1288968,883e62818bfffff,63097,33289,29807,12603,23.1,"MULTIPOLYGON (((327034.26659589424 3329845.3512526676, 327609.6805452594 3329883.426406181, 327932.0537724062 3329402.737924172, 327679.02582214394 3328883.9667625315, 327103.6123847405 3328845.8781456966, 326781.22637782234 3329326.5741533763, 327034.26659589424 3329845.3512526676)))"
332,332,1725044,883e62818dfffff,44361,23727,20634,8286,30.9,"MULTIPOLYGON (((325307.9384925315 3329731.1195868882, 325883.3965415031 3329769.197827097, 326205.791587834 3329288.489591963, 325952.7404472798 3328769.6966979466, 325377.2828948676 3328731.603853309, 325054.87599615287 3329212.319614987, 325307.9384925315 3329731.1195868882)))"
333,333,1493312,883e628193fffff,46472,23257,23215,15114,26.7,"MULTIPOLYGON (((329727.5323168818 3328517.5666878424, 330302.8794986195 3328555.6584275756, 330625.2236720178 3328075.007587053, 330372.2324299101 3327556.2575337645, 329796.8847936394 3327518.1501819477, 329474.52884617203 3327998.8084950303, 329727.5323168818 3328517.5666878424)))"
334,334,3156152,883e628197fffff,6781,3404,3376,7569,56.5,"MULTIPOLYGON (((328899.1589853094 3327960.7084829067, 329474.52884617203 3327998.8084950303, 329796.8847936394 3327518.1501819477, 329543.8836330524 3326999.3843654287, 328968.51431135216 3326961.269819605, 328646.14558599447 3327441.93451519, 328899.1589853094 3327960.7084829067)))"
335,335,2405318,883e628199fffff,30095,15084,15011,11132,43.0,"MULTIPOLYGON (((328760.4624906094 3329959.57475983, 329335.83144936117 3329997.6468349965, 329658.1828966694 3329516.978053763, 329405.1781206912 3328998.2296874546, 328829.80869072105 3328960.143088324, 328507.44450013863 3329440.8193790456, 328760.4624906094 3329959.57475983)))"
336,336,2322051,883e62819bfffff,39632,19866,19766,9533,41.5,"MULTIPOLYGON (((329658.1828966694 3329516.978053763, 330233.5305988537 3329555.0563806044, 330555.8720656119 3329074.400877718, 330302.8794986195 3328555.6584275756, 329727.5323168818 3328517.5666878424, 329405.1781206912 3328998.2296874546, 329658.1828966694 3329516.978053763)))"
337,337,2571687,883e62819dfffff,31676,15724,15951,16368,46.0,"MULTIPOLYGON (((327932.0537724062 3329402.737924172, 328507.44450013863 3329440.8193790456, 328829.80869072105 3328960.143088324, 328576.7930010923 3328441.3789677587, 328001.4018320152 3328403.28408228, 327679.02582214394 3328883.9667625315, 327932.0537724062 3329402.737924172)))"
338,338,1790598,883e6281a1fffff,67119,35376,31742,18884,32.0,"MULTIPOLYGON (((324618.09399218904 3327175.151942416, 325193.5737684199 3327213.2665928286, 325515.9862836625 3326732.5613835645, 325262.9299429515 3326213.7340274155, 324687.4497581973 3326175.604777969, 324365.02535072266 3326656.317498549, 324618.09399218904 3327175.151942416)))"
339,339,1693353,883e6281a3fffff,37489,19193,18295,29136,30.3,"MULTIPOLYGON (((325515.9862836625 3326732.5613835645, 326091.4437021717 3326770.681197321, 326413.84614985733 3326289.988221564, 326160.80208526924 3325771.167948186, 325585.344268862 3325733.0335530313, 325262.9299429515 3326213.7340274155, 325515.9862836625 3326732.5613835645)))"
340,340,2027662,883e6281a5fffff,37294,19482,17812,10254,36.3,"MULTIPOLYGON (((323789.5228018322 3326618.1945219073, 324365.02535072266 3326656.317498549, 324687.4497581973 3326175.604777969, 324434.38354137755 3325656.762673986, 323858.88059650117 3325618.6250832826, 323536.4442743084 3326099.345318526, 323789.5228018322 3326618.1945219073)))"
341,341,353704,883e6281a7fffff,58615,30698,27916,15722,6.3,"MULTIPOLYGON (((324687.4497581973 3326175.604777969, 325262.9299429515 3326213.7340274155, 325585.344268862 3325733.0335530313, 325332.29032058263 3325214.197435128, 324756.8097680317 3325176.054697629, 324434.38354137755 3325656.762673986, 324687.4497581973 3326175.604777969)))"
342,342,40349,883e6281a9fffff,53158,29030,24127,9990,0.7,"MULTIPOLYGON (((324548.7424446564 3328174.6939748693, 325124.2227709141 3328212.79511671, 325446.63247732737 3327732.0840778616, 325193.5737684199 3327213.2665928286, 324618.09399218904 3327175.151942416, 324295.6723845871 3327655.869393482, 324548.7424446564 3328174.6939748693)))"
343,343,1803256,883e6281abfffff,40033,20741,19292,27086,32.3,"MULTIPOLYGON (((325446.63247732737 3327732.0840778616, 326022.09045643196 3327770.190400758, 326344.4901379469 3327289.4927146873, 326091.4437021717 3326770.681197321, 325515.9862836625 3326732.5613835645, 325193.5737684199 3327213.2665928286, 325446.63247732737 3327732.0840778616)))"
344,344,2767165,883e6281adfffff,39462,21034,18427,9192,49.5,"MULTIPOLYGON (((323720.1702371338 3327617.759925086, 324295.6723845871 3327655.869393482, 324618.09399218904 3327175.151942416, 324365.02535072266 3326656.317498549, 323789.5228018322 3326618.1945219073, 323467.08928807604 3327098.919496909, 323720.1702371338 3327617.759925086)))"
345,345,2083908,883e6281b1fffff,15606,7996,7610,24844,37.3,"MULTIPOLYGON (((327242.3163927344 3326846.9198278356, 327817.72971785977 3326885.0364567293, 328140.1102624431 3326404.3642818304, 327887.0892812481 3325885.5657782485, 327311.6755562939 3325847.4346005535, 326989.28220571496 3326328.114273179, 327242.3163927344 3326846.9198278356)))"
346,346,1632300,883e6281b3fffff,4273,2202,2071,10091,29.2,"MULTIPOLYGON (((328140.1102624431 3326404.3642818304, 328715.503226327 3326442.487114071, 329037.8736950187 3325961.8271127506, 328784.86493096506 3325443.0356703885, 328209.4725419655 3325404.8982919357, 327887.0892812481 3325885.5657782485, 328140.1102624431 3326404.3642818304)))"
347,347,1767792,883e6281b5fffff,11251,5677,5574,26615,31.6,"MULTIPOLYGON (((326413.84614985733 3326289.988221564, 326989.28220571496 3326328.114273179, 327311.6755562939 3325847.4346005535, 327058.6437433384 3325328.621404955, 326483.20730019547 3325290.4807895212, 326160.80208526924 3325771.167948186, 326413.84614985733 3326289.988221564)))"
348,348,1931256,883e6281b7fffff,12844,6549,6294,26583,34.6,"MULTIPOLYGON (((327311.6755562939 3325847.4346005535, 327887.0892812481 3325885.5657782485, 328209.4725419655 3325404.8982919357, 327956.4529560186 3324886.0921691707, 327381.03885440243 3324847.9464452863, 327058.6437433384 3325328.621404955, 327311.6755562939 3325847.4346005535)))"
349,349,2404697,883e6281b9fffff,22315,11268,11047,28411,43.0,"MULTIPOLYGON (((327172.9623203215 3327846.4010043005, 327748.37523982616 3327884.5041901926, 328070.7539986599 3327403.826201715, 327817.72971785977 3326885.0364567293, 327242.3163927344 3326846.9198278356, 326919.9258007511 3327327.60530828, 327172.9623203215 3327846.4010043005)))"
350,350,3018564,883e6281bbfffff,10001,4971,5030,17593,54.0,"MULTIPOLYGON (((328070.7539986599 3327403.826201715, 328646.14558599447 3327441.93451519, 328968.51431135216 3326961.269819605, 328715.503226327 3326442.487114071, 328140.1102624431 3326404.3642818304, 327817.72971785977 3326885.0364567293, 328070.7539986599 3327403.826201715)))"
351,351,2560208,883e6281bdfffff,16201,8359,7841,26455,45.8,"MULTIPOLYGON (((326344.4901379469 3327289.4927146873, 326919.9258007511 3327327.60530828, 327242.3163927344 3326846.9198278356, 326989.28220571496 3326328.114273179, 326413.84614985733 3326289.988221564, 326091.4437021717 3326770.681197321, 326344.4901379469 3327289.4927146873)))"
352,352,2088857,883e6281c3fffff,51295,26397,24898,10232,37.4,"MULTIPOLYGON (((326067.1107643967 3331287.4714416345, 326642.5455353571 3331325.526836928, 326964.92594489176 3330844.8214190803, 326711.88434328977 3330326.051949466, 326136.44908677373 3330287.9830857594, 325814.05589215574 3330768.6960512926, 326067.1107643967 3331287.4714416345)))"
353,353,9461,883e6281c5fffff,29705,15374,14330,4101,0.2,"MULTIPOLYGON (((324340.7181896765 3331173.299185159, 324916.197099659 3331211.357615016, 325238.59929756727 3330730.632387588, 324985.53443551145 3330211.841181357, 324410.0550244465 3330173.7681421237, 324087.6409864265 3330654.5020264066, 324340.7181896765 3331173.299185159)))"
354,354,629667,883e6281c7fffff,35143,18151,16992,6508,11.3,"MULTIPOLYGON (((325238.59929756727 3330730.632387588, 325814.05589215574 3330768.6960512926, 326136.44908677373 3330287.9830857594, 325883.3965415031 3329769.197827097, 325307.9384925315 3329731.1195868882, 324985.53443551145 3330211.841181357, 325238.59929756727 3330730.632387588)))"
355,355,1003012,883e6281cbfffff,40095,20635,19460,7830,17.9,"MULTIPOLYGON (((325997.77762929094 3332286.956861735, 326573.2128551848 3332324.998770866, 326895.5904239763 3331844.2875371836, 326642.5455353571 3331325.526836928, 326067.1107643967 3331287.4714416345, 325744.720419304 3331768.1902323137, 325997.77762929094 3332286.956861735)))"
356,356,742148,883e6281d1fffff,51263,26320,24942,15933,13.3,"MULTIPOLYGON (((327793.37197603995 3331401.6356810983, 328368.76268082747 3331439.688035274, 328691.12134142185 3330959.0023747096, 328438.10105683765 3330440.255734679, 327862.7098470649 3330402.1888364037, 327540.33940174594 3330882.8820134257, 327793.37197603995 3331401.6356810983)))"
357,357,2175475,883e6281d3fffff,50994,26136,24858,10217,38.9,"MULTIPOLYGON (((328691.12134142185 3330959.0023747096, 329266.48982302705 3330997.0610317118, 329588.8394688233 3330516.3864523466, 329335.83144936117 3329997.6468349965, 328760.4624906094 3329959.57475983, 328438.10105683765 3330440.255734679, 328691.12134142185 3330959.0023747096)))"
358,358,918932,883e6281d5fffff,51411,26451,24960,15395,16.4,"MULTIPOLYGON (((326964.92594489176 3330844.8214190803, 327540.33940174594 3330882.8820134257, 327862.7098470649 3330402.1888364037, 327609.6805452594 3329883.426406181, 327034.26659589424 3329845.3512526676, 326711.88434328977 3330326.051949466, 326964.92594489176 3330844.8214190803)))"
359,359,2237473,883e6281d7fffff,51255,25905,25349,19463,40.0,"MULTIPOLYGON (((327862.7098470649 3330402.1888364037, 328438.10105683765 3330440.255734679, 328760.4624906094 3329959.57475983, 328507.44450013863 3329440.8193790456, 327932.0537724062 3329402.737924172, 327609.6805452594 3329883.426406181, 327862.7098470649 3330402.1888364037)))"
360,360,1715838,883e6281d9fffff,49548,25498,24049,20291,30.7,"MULTIPOLYGON (((327724.03727779223 3332401.078504117, 328299.42747177905 3332439.1174198985, 328621.7842891193 3331958.4259485947, 328368.76268082747 3331439.688035274, 327793.37197603995 3331401.6356810983, 327471.0033825741 3331882.334678171, 327724.03727779223 3332401.078504117)))"
361,361,801322,883e6281ddfffff,51295,26397,24897,10232,14.3,"MULTIPOLYGON (((326895.5904239763 3331844.2875371836, 327471.0033825741 3331882.334678171, 327793.37197603995 3331401.6356810983, 327540.33940174594 3330882.8820134257, 326964.92594489176 3330844.8214190803, 326642.5455353571 3331325.526836928, 326895.5904239763 3331844.2875371836)))"
362,362,780840,883e6281e1fffff,27549,14259,13289,4412,14.0,"MULTIPOLYGON (((323581.47798007994 3329616.880890651, 324156.9801837535 3329654.961102587, 324479.39612473786 3329174.2330773594, 324226.32367099414 3328655.4172664112, 323650.8219658164 3328617.322417245, 323328.39317197376 3329098.058000393, 323581.47798007994 3329616.880890651)))"
363,363,2090087,883e6281e3fffff,45874,24789,21085,8519,37.4,"MULTIPOLYGON (((324479.39612473786 3329174.2330773594, 325054.87599615287 3329212.319614987, 325377.2828948676 3328731.603853309, 325124.2227709141 3328212.79511671, 324548.7424446564 3328174.6939748693, 324226.32367099414 3328655.4172664112, 324479.39612473786 3329174.2330773594)))"
364,364,914425,883e6281e5fffff,7161,3720,3441,2494,16.4,"MULTIPOLYGON (((322752.869092757 3329059.9683695575, 323328.39317197376 3329098.058000393, 323650.8219658164 3328617.322417245, 323397.73860192264 3328098.4907652633, 322822.21505165985 3328060.3875904856, 322499.77432846616 3328541.1296111327, 322752.869092757 3329059.9683695575)))"
365,365,2182016,883e6281e7fffff,31463,16741,14722,6137,39.0,"MULTIPOLYGON (((323650.8219658164 3328617.322417245, 324226.32367099414 3328655.4172664112, 324548.7424446564 3328174.6939748693, 324295.6723845871 3327655.869393482, 323720.1702371338 3327617.759925086, 323397.73860192264 3328098.4907652633, 323650.8219658164 3328617.322417245)))"
366,366,665734,883e6281ebfffff,29702,15373,14329,5254,11.9,"MULTIPOLYGON (((324410.0550244465 3330173.7681421237, 324985.53443551145 3330211.841181357, 325307.9384925315 3329731.1195868882, 325054.87599615287 3329212.319614987, 324479.39612473786 3329174.2330773594, 324156.9801837535 3329654.961102587, 324410.0550244465 3330173.7681421237)))"
367,367,935,883e628201fffff,4309,2234,2074,527,0.0,"MULTIPOLYGON (((325235.41845891974 3343281.02149145, 325810.84932782827 3343318.907244668, 326133.19953599456 3342838.141829806, 325880.1315479723 3342319.4830018664, 325304.7008609256 3342281.582625526, 324982.33797217713 3342762.355699804, 325235.41845891974 3343281.02149145)))"
368,368,309,883e628211fffff,3277,1674,1602,116,0.0,"MULTIPOLYGON (((327859.38067747245 3342951.813822873, 328434.74536082486 3342989.7034413153, 328757.0645656665 3342508.9703616886, 328504.0317093862 3341990.3400327116, 327928.6672340573 3341952.4369499916, 327606.335399161 3342433.1776600815, 327859.38067747245 3342951.813822873)))"
369,369,119137,883e628221fffff,4000,2073,1927,251,2.1,"MULTIPOLYGON (((323647.6049584709 3341168.3904842194, 324223.08054467104 3341206.307065217, 324545.4572503132 3340725.5322109587, 324292.37107879145 3340206.832009915, 323716.8957229196 3340168.9007781968, 323394.5062825887 3340649.683289405, 323647.6049584709 3341168.3904842194)))"
370,370,55824,883e628223fffff,6138,3182,2956,1320,1.0,"MULTIPOLYGON (((324545.4572503132 3340725.5322109587, 325120.9115901827 3340763.454186782, 325443.278562546 3340282.6906104144, 325190.2048707379 3339763.997398198, 324614.75077175035 3339726.0607893425, 324292.37107879145 3340206.832009915, 324545.4572503132 3340725.5322109587)))"
371,371,200508,883e628227fffff,8101,4218,3882,1004,3.6,"MULTIPOLYGON (((323716.8957229196 3340168.9007781968, 324292.37107879145 3340206.832009915, 324614.75077175035 3339726.0607893425, 324361.6668813565 3339207.3507044096, 323786.1898707022 3339169.405963863, 323463.79837965185 3339650.18370825, 323716.8957229196 3340168.9007781968)))"
372,372,806,883e62822dfffff,3421,1772,1649,433,0.0,"MULTIPOLYGON (((322749.7217022313 3341611.2665807516, 323325.21856618684 3341649.178856787, 323647.6049584709 3341168.3904842194, 323394.5062825887 3340649.683289405, 322819.0086932719 3340611.7574689086, 322496.61051530216 3341092.553495624, 322749.7217022313 3341611.2665807516)))"
373,373,38407,883e628231fffff,5920,3062,2858,3303,0.7,"MULTIPOLYGON (((326271.7742416145 3340839.297659897, 326847.18349708244 3340877.216923518, 327169.5299845869 3340396.473307347, 326916.4789299038 3339877.8028142676, 326341.06895050884 3339839.8689655964, 326018.7107243306 3340320.619086202, 326271.7742416145 3340839.297659897)))"
374,374,197699,883e628233fffff,5919,3061,2857,3481,3.5,"MULTIPOLYGON (((327169.5299845869 3340396.473307347, 327744.9170992838 3340434.3990511177, 328067.25388030044 3339953.668869704, 327814.2152286246 3339435.004235549, 327238.82740067877 3339397.063924346, 326916.4789299038 3339877.8028142676, 327169.5299845869 3340396.473307347)))"
375,375,6107,883e628239fffff,5920,3062,2858,2502,0.1,"MULTIPOLYGON (((326202.48474275786 3341838.721203748, 326777.89328623214 3341876.6280965414, 327100.236793537 3341395.878659312, 326847.18349708244 3340877.216923518, 326271.7742416145 3340839.297659897, 325949.4190043299 3341320.0536108217, 326202.48474275786 3341838.721203748)))"
